Utility,Year,Month,Zip Code,Vintage,Arrearage_Amount
Avista,2025,2,99023,Total Arrearages,187.59
Avista,2025,1,99122,90 Days +,3586.07
Avista,2025,9,99134,30 Days,641.16
Avista,2025,6,99018,90 Days +,83.55
Avista,2025,9,99001,90 Days +,8622.49
Avista,2025,4,99173,60 Days,8376.57
Avista,2025,5,99022,30 Days,4196.04
Avista,2025,7,99111,90 Days +,20905.78
Avista,2025,1,99341,Total Arrearages,4072.66
Avista,2025,6,99218,60 Days,66088.45
Avista,2025,4,99033,90 Days +,12483.48
Avista,2025,4,99006,60 Days,13818.03
Avista,2025,5,99185,Total Arrearages,8761.08
Avista,2025,8,99016,90 Days +,19102.07
Avista,2025,2,99326,Total Arrearages,0.0
Avista,2025,9,99185,Total Arrearages,3738.08
Avista,2025,3,99170,90 Days +,977.22
Avista,2025,6,99006,90 Days +,5967.88
Avista,2025,1,99149,30 Days,33.66
Avista,2025,3,99171,90 Days +,7116.24
Avista,2025,8,99207,Total Arrearages,330996.42
Avista,2025,9,99021,30 Days,3723.82
Avista,2025,9,99022,30 Days,2340.59
Avista,2025,5,99137,60 Days,2762.32
Avista,2025,3,99026,Total Arrearages,720.17
Avista,2025,5,99040,Total Arrearages,31553.98
Avista,2025,2,99216,Total Arrearages,63512.95
Avista,2025,8,99219,Total Arrearages,0.0
Avista,2025,8,99216,30 Days,16638.6
Avista,2025,1,99009,30 Days,1342.84
Avista,2025,6,99218,30 Days,10291.22
Avista,2025,3,99103,Total Arrearages,1519.18
Avista,2025,8,99167,60 Days,1603.05
Avista,2025,9,99220,Total Arrearages,0.0
Avista,2025,3,99102,60 Days,814.41
Avista,2025,8,99040,60 Days,7552.28
Avista,2025,9,99111,60 Days,4116.3
Avista,2025,9,99208,90 Days +,87937.78
Avista,2025,9,99109,Total Arrearages,29061.59
Avista,2025,6,99005,90 Days +,2708.44
Avista,2025,9,99169,60 Days,3803.56
Avista,2025,1,99181,90 Days +,6173.3
Avista,2025,5,99103,60 Days,1467.83
Avista,2025,1,99141,30 Days,4439.1
Avista,2025,1,99114,30 Days,8349.89
Avista,2025,1,99117,90 Days +,829.89
Avista,2025,9,99174,90 Days +,262.01
Avista,2025,2,99223,30 Days,20511.82
Avista,2025,6,99371,90 Days +,839.07
Avista,2025,9,99201,30 Days,10068.66
Avista,2025,9,99004,30 Days,843.71
Avista,2025,5,99004,60 Days,7014.96
Avista,2025,6,99326,30 Days,69.3
Avista,2025,1,99037,Total Arrearages,3043.75
Avista,2025,9,99206,90 Days +,51575.39
Avista,2025,1,99023,90 Days +,0.0
Avista,2025,3,99005,Total Arrearages,9047.04
Avista,2025,4,99031,Total Arrearages,4573.36
Avista,2025,6,99027,Total Arrearages,44988.41
Avista,2025,9,99156,Total Arrearages,0.0
Avista,2025,8,99030,30 Days,249.74
Avista,2025,6,99031,90 Days +,2200.72
Avista,2025,4,99034,90 Days +,2070.47
Avista,2025,4,99224,Total Arrearages,107242.88
Avista,2025,5,99021,60 Days,33344.32
Avista,2025,9,99114,30 Days,7992.14
Avista,2025,1,99014,Total Arrearages,0.0
Avista,2025,7,99173,30 Days,1852.3
Avista,2025,4,99025,30 Days,3188.55
Avista,2025,3,99216,Total Arrearages,79406.8
Avista,2025,2,99001,Total Arrearages,12864.38
Avista,2025,7,99101,30 Days,1051.05
Avista,2025,6,99034,90 Days +,2609.57
Avista,2025,2,99217,Total Arrearages,79381.18
Avista,2025,5,99030,60 Days,2086.38
Avista,2025,4,99026,60 Days,2395.25
Avista,2025,5,99212,30 Days,29222.13
Avista,2025,8,99021,Total Arrearages,29695.21
Avista,2025,8,99174,60 Days,524.02
Avista,2025,9,99138,60 Days,7985.49
Avista,2025,8,99016,Total Arrearages,74680.03
Avista,2025,2,99163,Total Arrearages,52417.26
Avista,2025,2,99164,Total Arrearages,0.0
Avista,2025,7,99403,90 Days +,26752.94
Avista,2025,1,99156,Total Arrearages,0.0
Avista,2025,8,99026,30 Days,1093.53
Avista,2025,7,99009,90 Days +,3101.78
Avista,2025,8,99018,Total Arrearages,469.77
Avista,2025,2,99126,60 Days,1328.11
Avista,2025,9,99176,90 Days +,1566.9
Avista,2025,9,99114,60 Days,30241.5
Avista,2025,4,99004,30 Days,1387.78
Avista,2025,1,98620,90 Days +,391.21
Avista,2025,4,99144,Total Arrearages,0.0
Avista,2025,4,99014,90 Days +,760.3
Avista,2025,5,99039,90 Days +,0.0
Avista,2025,9,99158,30 Days,339.65
Avista,2025,6,99032,Total Arrearages,4336.75
Avista,2025,2,99009,90 Days +,3416.88
Avista,2025,1,99029,90 Days +,4824.4
Avista,2025,5,99122,Total Arrearages,22134.59
Avista,2025,5,99205,90 Days +,96133.24
Avista,2025,8,99205,30 Days,48693.1
Avista,2025,7,99122,Total Arrearages,8635.64
Avista,2025,8,99025,60 Days,5901.54
Avista,2025,9,99223,90 Days +,49345.72
Avista,2025,8,99130,60 Days,1358.73
Avista,2025,9,99029,60 Days,2920.58
Avista,2025,5,99159,Total Arrearages,8698.51
Avista,2025,9,99207,Total Arrearages,310869.16
Avista,2025,1,98620,30 Days,81.67
Avista,2025,9,99207,60 Days,190007.28
Avista,2025,2,99151,60 Days,46.06
Avista,2025,5,99018,90 Days +,60.74
Avista,2025,9,99205,Total Arrearages,313474.87
Avista,2025,8,99018,30 Days,144.54
Avista,2025,2,99027,30 Days,1916.14
Avista,2025,6,99129,Total Arrearages,10167.25
Avista,2025,9,99167,30 Days,214.48
Avista,2025,7,99176,Total Arrearages,1727.38
Avista,2025,8,99021,90 Days +,7012.64
Avista,2025,7,99206,Total Arrearages,166359.57
Avista,2025,2,99205,60 Days,50839.45
Avista,2025,7,99134,60 Days,1219.89
Avista,2025,8,99326,60 Days,291.48
Avista,2025,2,99208,90 Days +,84380.73
Avista,2025,8,99170,60 Days,4013.22
Avista,2025,8,99203,Total Arrearages,54100.68
Avista,2025,5,99171,90 Days +,3383.84
Avista,2025,7,99171,90 Days +,3846.74
Avista,2025,4,99212,Total Arrearages,214116.87
Avista,2025,5,99146,Total Arrearages,665.73
Avista,2025,6,99144,Total Arrearages,0.0
Avista,2025,5,98620,30 Days,422.99
Avista,2025,6,99137,30 Days,676.13
Avista,2025,8,99141,30 Days,6035.01
Avista,2025,5,99110,60 Days,3931.65
Avista,2025,6,99173,60 Days,7370.56
Avista,2025,7,99013,60 Days,7571.04
Avista,2025,9,99102,30 Days,887.18
Avista,2025,5,99037,30 Days,2264.22
Avista,2025,5,99179,30 Days,42.25
Avista,2025,5,99138,60 Days,11237.22
Avista,2025,1,99205,60 Days,31796.25
Avista,2025,8,99019,90 Days +,9660.2
Avista,2025,3,99025,60 Days,800.06
Avista,2025,6,99171,30 Days,654.55
Avista,2025,8,99003,30 Days,997.69
Avista,2025,4,99138,60 Days,14679.66
Avista,2025,9,99021,90 Days +,6233.22
Avista,2025,8,99201,Total Arrearages,127504.52
Avista,2025,5,99126,30 Days,1188.68
Avista,2025,2,99027,60 Days,1184.32
Avista,2025,3,99039,Total Arrearages,2613.7
Avista,2025,4,99149,90 Days +,2839.11
Avista,2025,7,99206,30 Days,15157.5
Avista,2025,1,99029,Total Arrearages,5823.68
Avista,2025,6,99004,Total Arrearages,16850.03
Avista,2025,5,99014,30 Days,226.47
Avista,2025,4,99111,Total Arrearages,24837.37
Avista,2025,2,99109,90 Days +,9198.12
Avista,2025,9,99223,30 Days,21229.78
Avista,2025,7,99151,30 Days,177.01
Avista,2025,2,99224,60 Days,8213.57
Avista,2025,4,99126,30 Days,1189.87
Avista,2025,6,99207,Total Arrearages,397446.91
Avista,2025,5,99021,Total Arrearages,49787.36
Avista,2025,5,99204,90 Days +,27911.21
Avista,2025,1,99037,30 Days,745.41
Avista,2025,3,99008,60 Days,631.94
Avista,2025,2,99149,30 Days,33.66
Avista,2025,8,99122,60 Days,5839.1
Avista,2025,4,99218,60 Days,53437.7
Avista,2025,9,99204,90 Days +,21533.96
Avista,2025,9,99176,Total Arrearages,1566.9
Avista,2025,6,99141,60 Days,18378.5
Avista,2025,4,99033,Total Arrearages,16456.53
Avista,2025,4,99176,30 Days,33.74
Avista,2025,3,99176,90 Days +,0.0
Avista,2025,1,99326,90 Days +,0.0
Avista,2025,6,99137,Total Arrearages,4809.37
Avista,2025,8,99402,30 Days,714.3
Avista,2025,7,99228,Total Arrearages,0.0
Avista,2025,6,99025,60 Days,4558.28
Avista,2025,4,99218,30 Days,13740.32
Avista,2025,6,99160,90 Days +,534.35
Avista,2025,3,99158,Total Arrearages,1493.4
Avista,2025,6,99114,90 Days +,31473.85
Avista,2025,5,99167,60 Days,1780.4
Avista,2025,9,99217,90 Days +,39547.65
Avista,2025,2,99013,90 Days +,24214.79
Avista,2025,4,99146,30 Days,545.12
Avista,2025,1,99101,90 Days +,2429.0
Avista,2025,4,99159,Total Arrearages,6989.0
Avista,2025,7,99126,30 Days,1340.84
Avista,2025,9,99344,Total Arrearages,57182.43
Avista,2025,1,98857,90 Days +,0.0
Avista,2025,4,99181,Total Arrearages,18700.71
Avista,2025,2,99202,90 Days +,32171.64
Avista,2025,5,99032,90 Days +,4336.63
Avista,2025,1,99104,Total Arrearages,0.0
Avista,2025,9,99023,Total Arrearages,0.0
Avista,2025,4,99212,60 Days,127945.26
Avista,2025,7,99130,30 Days,171.06
Avista,2025,5,99202,90 Days +,50843.41
Avista,2025,1,99033,90 Days +,3353.04
Avista,2025,6,99143,30 Days,508.44
Avista,2025,9,99005,60 Days,7391.18
Avista,2025,8,99138,30 Days,2521.03
Avista,2025,9,99006,Total Arrearages,38560.17
Avista,2025,7,99026,60 Days,308.55
Avista,2025,4,99138,30 Days,5325.54
Avista,2025,2,99012,Total Arrearages,3342.82
Avista,2025,4,99151,Total Arrearages,1320.02
Avista,2025,3,99110,Total Arrearages,3656.24
Avista,2025,2,99032,60 Days,180.1
Avista,2025,5,99137,Total Arrearages,6184.15
Avista,2025,1,99207,30 Days,41568.52
Avista,2025,4,99185,30 Days,1549.79
Avista,2025,7,99003,Total Arrearages,9778.68
Avista,2025,4,99040,60 Days,5517.48
Avista,2025,4,99032,90 Days +,4180.3
Avista,2025,9,99216,90 Days +,39096.2
Avista,2025,4,99020,90 Days +,10.56
Avista,2025,7,99159,90 Days +,1154.78
Avista,2025,4,99326,60 Days,265.9
Avista,2025,3,99005,30 Days,1520.55
Avista,2025,6,99138,60 Days,8997.98
Avista,2025,3,99037,30 Days,1752.99
Avista,2025,6,99110,90 Days +,2750.13
Avista,2025,1,99146,30 Days,36.5
Avista,2025,6,99228,Total Arrearages,0.0
Avista,2025,1,99220,90 Days +,0.0
Avista,2025,7,99212,60 Days,92363.99
Avista,2025,6,99148,90 Days +,2279.75
Avista,2025,8,99012,90 Days +,1328.64
Avista,2025,3,99217,60 Days,27690.18
Avista,2025,8,99181,60 Days,4841.04
Avista,2025,2,99341,30 Days,198.56
Avista,2025,9,99224,90 Days +,19313.09
Avista,2025,1,99206,60 Days,12864.18
Avista,2025,5,99036,Total Arrearages,0.0
Avista,2025,6,99102,60 Days,3008.11
Avista,2025,4,99109,60 Days,7645.3
Avista,2025,4,99149,30 Days,330.69
Avista,2025,3,99224,60 Days,10918.32
Avista,2025,1,99179,60 Days,116.03
Avista,2025,9,99101,90 Days +,3711.18
Avista,2025,2,99157,90 Days +,952.14
Avista,2025,3,99131,90 Days +,365.23
Avista,2025,6,99013,90 Days +,23183.73
Avista,2025,6,99151,60 Days,2245.14
Avista,2025,8,99110,30 Days,414.06
Avista,2025,5,99341,30 Days,1144.64
Avista,2025,7,99034,90 Days +,682.33
Avista,2025,8,99326,30 Days,44.4
Avista,2025,6,99114,30 Days,10163.82
Avista,2025,7,99169,90 Days +,8195.87
Avista,2025,4,99203,60 Days,33205.69
Avista,2025,2,99138,30 Days,868.6
Avista,2025,4,99159,90 Days +,3570.58
Avista,2025,8,99109,60 Days,7597.97
Avista,2025,3,99156,Total Arrearages,0.0
Avista,2025,6,99117,Total Arrearages,1726.71
Avista,2025,9,99216,60 Days,60135.4
Avista,2025,3,99023,Total Arrearages,348.87
Avista,2025,9,99001,60 Days,16717.83
Avista,2025,8,99224,30 Days,15837.97
Avista,2025,1,99173,60 Days,789.52
Avista,2025,7,99001,90 Days +,9370.2
Avista,2025,3,99164,Total Arrearages,0.0
Avista,2025,5,99223,30 Days,22466.14
Avista,2025,2,99134,60 Days,250.82
Avista,2025,9,98648,90 Days +,570.33
Avista,2025,2,99029,90 Days +,4899.53
Avista,2025,3,99004,Total Arrearages,3264.42
Avista,2025,1,99158,Total Arrearages,2207.97
Avista,2025,4,99143,90 Days +,2169.43
Avista,2025,1,99005,90 Days +,4166.74
Avista,2025,9,99032,Total Arrearages,3434.79
Avista,2025,7,99014,90 Days +,697.53
Avista,2025,9,99171,Total Arrearages,11472.83
Avista,2025,9,99040,90 Days +,19936.68
Avista,2025,1,99012,60 Days,90.58
Avista,2025,3,99134,30 Days,558.75
Avista,2025,2,99013,Total Arrearages,29604.38
Avista,2025,8,99025,Total Arrearages,9690.26
Avista,2025,8,99025,30 Days,1478.36
Avista,2025,7,99160,30 Days,82.84
Avista,2025,4,98648,30 Days,67.19
Avista,2025,3,99205,Total Arrearages,212242.69
Avista,2025,5,99185,90 Days +,2757.67
Avista,2025,2,99174,Total Arrearages,227.96
Avista,2025,8,99103,90 Days +,2193.42
Avista,2025,7,99344,Total Arrearages,50240.35
Avista,2025,3,99030,60 Days,970.26
Avista,2025,1,99207,60 Days,32523.39
Avista,2025,7,99224,Total Arrearages,71750.66
Avista,2025,3,99185,90 Days +,2275.05
Avista,2025,1,99228,90 Days +,0.0
Avista,2025,6,99141,30 Days,4611.18
Avista,2025,8,99144,Total Arrearages,0.0
Avista,2025,2,99033,Total Arrearages,11676.8
Avista,2025,3,99022,90 Days +,7387.89
Avista,2025,8,99031,30 Days,245.15
Avista,2025,8,99006,30 Days,5225.09
Avista,2025,5,99134,30 Days,525.26
Avista,2025,8,99004,30 Days,602.18
Avista,2025,5,99131,Total Arrearages,222.79
Avista,2025,3,99011,Total Arrearages,0.0
Avista,2025,9,99161,90 Days +,3347.28
Avista,2025,1,99371,30 Days,462.22
Avista,2025,6,99109,60 Days,8348.46
Avista,2025,5,99026,60 Days,1620.79
Avista,2025,3,99008,90 Days +,3138.6
Avista,2025,1,99344,30 Days,4229.56
Avista,2025,7,99149,30 Days,169.52
Avista,2025,7,99402,60 Days,3735.35
Avista,2025,4,99149,60 Days,233.82
Avista,2025,1,99021,90 Days +,4537.97
Avista,2025,7,98620,Total Arrearages,13027.2
Avista,2025,9,99171,90 Days +,8907.82
Avista,2025,5,99103,30 Days,756.55
Avista,2025,3,99201,30 Days,21600.25
Avista,2025,5,99016,60 Days,59112.77
Avista,2025,3,99008,Total Arrearages,3941.38
Avista,2025,3,99326,Total Arrearages,0.0
Avista,2025,3,99157,90 Days +,1073.43
Avista,2025,7,99023,Total Arrearages,1.66
Avista,2025,3,99207,30 Days,57213.55
Avista,2025,4,99102,90 Days +,1321.41
Avista,2025,3,99206,30 Days,24331.28
Avista,2025,7,99014,30 Days,12.8
Avista,2025,9,99204,60 Days,32499.67
Avista,2025,4,99137,90 Days +,2877.7
Avista,2025,8,99149,60 Days,359.79
Avista,2025,2,99110,Total Arrearages,3673.77
Avista,2025,5,99129,30 Days,838.85
Avista,2025,4,99207,Total Arrearages,410547.01
Avista,2025,5,99160,Total Arrearages,1128.23
Avista,2025,9,99032,30 Days,1242.41
Avista,2025,8,99126,30 Days,1280.81
Avista,2025,9,99202,90 Days +,40488.12
Avista,2025,5,99009,30 Days,1367.24
Avista,2025,8,99212,60 Days,101913.81
Avista,2025,8,99014,60 Days,352.2
Avista,2025,2,99025,30 Days,1891.83
Avista,2025,6,99021,90 Days +,6073.14
Avista,2025,2,99104,90 Days +,0.0
Avista,2025,4,99224,60 Days,61365.62
Avista,2025,7,99039,90 Days +,0.0
Avista,2025,2,99125,Total Arrearages,2495.05
Avista,2025,9,99031,90 Days +,1453.51
Avista,2025,2,99167,90 Days +,993.14
Avista,2025,9,99001,Total Arrearages,28009.21
Avista,2025,2,99144,Total Arrearages,0.0
Avista,2025,8,99009,Total Arrearages,5283.7
Avista,2025,2,98648,Total Arrearages,132.97
Avista,2025,7,99025,Total Arrearages,11093.28
Avista,2025,6,99008,90 Days +,7824.65
Avista,2025,9,99203,Total Arrearages,54828.95
Avista,2025,7,99114,90 Days +,19049.28
Avista,2025,2,99185,90 Days +,1501.68
Avista,2025,9,99103,60 Days,1182.44
Avista,2025,8,99005,Total Arrearages,12576.27
Avista,2025,1,99117,30 Days,196.86
Avista,2025,5,99181,60 Days,7347.73
Avista,2025,2,99040,60 Days,1657.93
Avista,2025,4,99208,30 Days,64613.23
Avista,2025,1,99206,30 Days,14074.74
Avista,2025,3,99032,Total Arrearages,6120.62
Avista,2025,9,99207,30 Days,47293.71
Avista,2025,1,99371,90 Days +,0.0
Avista,2025,5,99008,30 Days,329.21
Avista,2025,5,99212,60 Days,146415.95
Avista,2025,4,99113,30 Days,226.72
Avista,2025,2,99146,Total Arrearages,28.59
Avista,2025,6,99206,90 Days +,63709.16
Avista,2025,9,99163,90 Days +,47301.24
Avista,2025,8,99204,90 Days +,21775.25
Avista,2025,4,99157,90 Days +,936.93
Avista,2025,5,99113,60 Days,473.58
Avista,2025,9,99030,60 Days,1086.21
Avista,2025,4,99201,90 Days +,59188.64
Avista,2025,3,99110,60 Days,2313.54
Avista,2025,3,99223,30 Days,28802.9
Avista,2025,6,99029,Total Arrearages,7740.56
Avista,2025,8,99005,60 Days,8277.12
Avista,2025,1,99216,90 Days +,33343.59
Avista,2025,4,99031,60 Days,3068.97
Avista,2025,9,99173,90 Days +,17413.28
Avista,2025,7,99026,90 Days +,6157.08
Avista,2025,6,99260,Total Arrearages,0.0
Avista,2025,6,99022,Total Arrearages,24325.83
Avista,2025,3,99149,60 Days,569.46
Avista,2025,8,99163,60 Days,59456.6
Avista,2025,1,99001,60 Days,1012.92
Avista,2025,9,99012,60 Days,1518.29
Avista,2025,5,99027,90 Days +,16439.01
Avista,2025,9,99163,30 Days,11852.12
Avista,2025,7,99203,Total Arrearages,54620.72
Avista,2025,8,99167,Total Arrearages,3027.68
Avista,2025,2,99040,90 Days +,14736.99
Avista,2025,6,98857,90 Days +,0.0
Avista,2025,5,99111,30 Days,2980.63
Avista,2025,6,99025,30 Days,1881.32
Avista,2025,3,99148,60 Days,829.04
Avista,2025,5,99170,Total Arrearages,4946.19
Avista,2025,9,99403,Total Arrearages,87137.87
Avista,2025,3,99009,30 Days,1641.17
Avista,2025,6,99008,30 Days,384.46
Avista,2025,1,99138,Total Arrearages,8242.09
Avista,2025,8,99006,90 Days +,9635.27
Avista,2025,1,99156,90 Days +,0.0
Avista,2025,1,99206,90 Days +,37233.5
Avista,2025,3,99205,60 Days,51191.36
Avista,2025,2,99018,Total Arrearages,1401.32
Avista,2025,3,99403,Total Arrearages,48869.45
Avista,2025,3,99126,30 Days,854.99
Avista,2025,4,99111,60 Days,9669.15
Avista,2025,4,99005,30 Days,3954.53
Avista,2025,1,99134,Total Arrearages,2632.05
Avista,2025,7,99040,Total Arrearages,26531.45
Avista,2025,8,99125,90 Days +,1786.43
Avista,2025,4,99179,60 Days,1950.27
Avista,2025,2,99402,90 Days +,959.89
Avista,2025,3,99122,Total Arrearages,10100.71
Avista,2025,4,99371,30 Days,110.52
Avista,2025,9,99004,Total Arrearages,7411.47
Avista,2025,4,99161,Total Arrearages,16060.56
Avista,2025,9,99029,90 Days +,1620.48
Avista,2025,2,99020,90 Days +,0.0
Avista,2025,2,99107,90 Days +,0.0
Avista,2025,9,99037,60 Days,8740.97
Avista,2025,5,99114,60 Days,35794.28
Avista,2025,6,99326,Total Arrearages,1477.06
Avista,2025,2,99018,90 Days +,888.8
Avista,2025,9,99030,Total Arrearages,2513.51
Avista,2025,9,99003,90 Days +,2876.85
Avista,2025,3,99125,90 Days +,3248.51
Avista,2025,8,99111,30 Days,558.37
Avista,2025,1,99403,Total Arrearages,33385.18
Avista,2025,2,99205,Total Arrearages,175452.88
Avista,2025,6,99224,60 Days,45020.76
Avista,2025,4,98648,60 Days,1810.82
Avista,2025,6,99009,60 Days,2682.25
Avista,2025,8,99344,30 Days,10515.32
Avista,2025,8,99114,90 Days +,17580.32
Avista,2025,8,99181,90 Days +,2793.38
Avista,2025,6,99176,30 Days,170.9
Avista,2025,4,99223,30 Days,26875.99
Avista,2025,7,99005,60 Days,6399.04
Avista,2025,7,99146,90 Days +,0.0
Avista,2025,2,99026,30 Days,418.82
Avista,2025,4,99033,60 Days,3309.13
Avista,2025,1,99103,60 Days,632.03
Avista,2025,5,99164,Total Arrearages,0.0
Avista,2025,5,99016,90 Days +,25725.01
Avista,2025,5,99111,Total Arrearages,27150.3
Avista,2025,6,99029,90 Days +,4032.48
Avista,2025,4,99158,60 Days,2048.59
Avista,2025,1,99216,60 Days,14627.72
Avista,2025,2,98857,Total Arrearages,0.0
Avista,2025,5,99218,Total Arrearages,125062.47
Avista,2025,7,98648,Total Arrearages,1204.19
Avista,2025,4,99039,90 Days +,0.0
Avista,2025,4,99212,90 Days +,53577.02
Avista,2025,3,99012,30 Days,464.32
Avista,2025,3,99014,Total Arrearages,613.95
Avista,2025,2,99149,90 Days +,2238.63
Avista,2025,7,99212,90 Days +,54203.87
Avista,2025,5,99158,Total Arrearages,4562.34
Avista,2025,3,99163,Total Arrearages,67913.69
Avista,2025,2,99005,30 Days,2190.92
Avista,2025,4,99148,30 Days,4447.0
Avista,2025,1,99179,90 Days +,294.59
Avista,2025,6,99174,90 Days +,62.85
Avista,2025,4,99029,Total Arrearages,9325.66
Avista,2025,8,99218,60 Days,45780.92
Avista,2025,5,99157,Total Arrearages,6810.37
Avista,2025,6,99341,90 Days +,4606.27
Avista,2025,3,99027,90 Days +,14372.43
Avista,2025,9,99020,60 Days,309.93
Avista,2025,7,99181,90 Days +,2888.69
Avista,2025,4,99160,Total Arrearages,2262.32
Avista,2025,9,99403,90 Days +,17754.32
Avista,2025,8,99101,90 Days +,3434.08
Avista,2025,3,99179,30 Days,106.43
Avista,2025,4,99012,Total Arrearages,8415.29
Avista,2025,6,99026,30 Days,287.43
Avista,2025,4,99205,90 Days +,104779.39
Avista,2025,2,99005,Total Arrearages,9021.26
Avista,2025,9,99122,30 Days,2740.78
Avista,2025,1,99125,30 Days,280.54
Avista,2025,9,99157,30 Days,145.45
Avista,2025,3,99103,30 Days,464.39
Avista,2025,5,99163,30 Days,20753.87
Avista,2025,5,99131,30 Days,222.79
Avista,2025,3,99335,90 Days +,0.0
Avista,2025,7,99208,30 Days,43371.59
Avista,2025,7,99208,90 Days +,107454.29
Avista,2025,1,99403,90 Days +,26615.12
Avista,2025,6,99003,90 Days +,3609.84
Avista,2025,1,99008,Total Arrearages,1679.38
Avista,2025,9,99008,60 Days,1573.08
Avista,2025,8,99224,60 Days,43512.17
Avista,2025,3,99171,Total Arrearages,9389.99
Avista,2025,1,99169,Total Arrearages,1441.92
Avista,2025,7,99220,Total Arrearages,0.0
Avista,2025,2,99023,60 Days,187.59
Avista,2025,5,98620,Total Arrearages,8112.91
Avista,2025,9,99126,30 Days,1074.05
Avista,2025,6,99006,30 Days,3722.51
Avista,2025,8,99023,Total Arrearages,0.0
Avista,2025,9,99009,Total Arrearages,4936.23
Avista,2025,2,99114,60 Days,10476.9
Avista,2025,1,99157,Total Arrearages,2232.0
Avista,2025,6,99019,Total Arrearages,35376.91
Avista,2025,9,99260,Total Arrearages,0.0
Avista,2025,6,99037,90 Days +,3206.34
Avista,2025,1,99003,90 Days +,0.0
Avista,2025,7,99040,30 Days,1207.74
Avista,2025,6,99220,90 Days +,0.0
Avista,2025,5,99185,30 Days,598.7
Avista,2025,2,99181,30 Days,1519.69
Avista,2025,2,99008,90 Days +,1499.68
Avista,2025,9,99018,90 Days +,122.37
Avista,2025,9,99027,60 Days,18315.07
Avista,2025,8,99326,Total Arrearages,989.91
Avista,2025,6,99125,60 Days,1088.3
Avista,2025,4,99021,Total Arrearages,41181.48
Avista,2025,5,99144,Total Arrearages,0.0
Avista,2025,2,99014,90 Days +,0.0
Avista,2025,2,99202,Total Arrearages,77166.9
Avista,2025,5,99103,90 Days +,1085.4
Avista,2025,8,99110,Total Arrearages,1495.05
Avista,2025,9,99009,90 Days +,1854.05
Avista,2025,7,99202,30 Days,12786.78
Avista,2025,1,99004,Total Arrearages,2462.46
Avista,2025,3,99216,90 Days +,41152.04
Avista,2025,1,99203,60 Days,4818.53
Avista,2025,1,99113,Total Arrearages,775.92
Avista,2025,6,99034,Total Arrearages,3081.35
Avista,2025,4,99003,30 Days,3423.29
Avista,2025,1,99026,90 Days +,1898.8
Avista,2025,9,99129,60 Days,4145.04
Avista,2025,8,99169,Total Arrearages,13364.17
Avista,2025,5,99128,30 Days,437.11
Avista,2025,5,99143,30 Days,884.12
Avista,2025,5,99160,90 Days +,821.16
Avista,2025,4,99023,Total Arrearages,0.0
Avista,2025,5,99216,30 Days,20708.37
Avista,2025,6,99207,90 Days +,90950.9
Avista,2025,1,99103,90 Days +,0.0
Avista,2025,9,99159,Total Arrearages,6049.53
Avista,2025,7,99148,30 Days,1281.17
Avista,2025,2,99141,Total Arrearages,12776.62
Avista,2025,3,99159,Total Arrearages,4984.46
Avista,2025,6,99341,Total Arrearages,17710.07
Avista,2025,4,99006,30 Days,5775.32
Avista,2025,3,99402,Total Arrearages,5068.87
Avista,2025,1,99205,90 Days +,94483.51
Avista,2025,1,99018,60 Days,835.05
Avista,2025,4,99012,90 Days +,3605.96
Avista,2025,2,99169,Total Arrearages,3489.32
Avista,2025,4,99103,Total Arrearages,2409.31
Avista,2025,1,99207,90 Days +,88319.87
Avista,2025,4,99205,30 Days,76350.65
Avista,2025,3,99143,Total Arrearages,3262.47
Avista,2025,1,99402,60 Days,728.53
Avista,2025,2,99012,60 Days,2366.78
Avista,2025,5,99371,60 Days,1142.51
Avista,2025,1,99167,60 Days,415.78
Avista,2025,8,99202,30 Days,15769.23
Avista,2025,1,99158,90 Days +,1989.59
Avista,2025,8,99335,Total Arrearages,0.0
Avista,2025,4,99027,Total Arrearages,33203.41
Avista,2025,8,99020,Total Arrearages,767.24
Avista,2025,6,99167,Total Arrearages,3963.68
Avista,2025,8,99004,Total Arrearages,10237.09
Avista,2025,9,99146,90 Days +,0.0
Avista,2025,5,99026,90 Days +,5837.62
Avista,2025,2,99205,90 Days +,84701.0
Avista,2025,3,99040,30 Days,1685.69
Avista,2025,3,99113,90 Days +,0.0
Avista,2025,5,99228,Total Arrearages,0.0
Avista,2025,8,99159,Total Arrearages,2967.82
Avista,2025,8,99185,90 Days +,328.55
Avista,2025,6,99036,Total Arrearages,0.0
Avista,2025,1,99031,90 Days +,5438.34
Avista,2025,2,99143,30 Days,522.1
Avista,2025,1,99027,60 Days,6802.67
Avista,2025,1,99134,60 Days,374.4
Avista,2025,8,99203,90 Days +,15144.5
Avista,2025,7,99036,Total Arrearages,0.0
Avista,2025,3,99013,60 Days,4697.2
Avista,2025,5,99022,60 Days,14474.4
Avista,2025,4,99171,90 Days +,3798.28
Avista,2025,1,99138,60 Days,720.83
Avista,2025,4,99014,30 Days,263.47
Avista,2025,9,99128,90 Days +,684.92
Avista,2025,8,99171,60 Days,2511.24
Avista,2025,4,99125,30 Days,203.95
Avista,2025,2,99151,90 Days +,0.0
Avista,2025,3,99027,60 Days,2364.13
Avista,2025,9,99149,Total Arrearages,1833.29
Avista,2025,4,99341,Total Arrearages,5952.44
Avista,2025,4,99202,Total Arrearages,188167.17
Avista,2025,5,99326,60 Days,911.01
Avista,2025,3,99260,90 Days +,0.0
Avista,2025,6,99181,Total Arrearages,15521.29
