Utility,Zip Code,Month,Arrearage Count
PSE,98029,2022-08-01,1412
PSE,98087,2024-07-01,856
PSE,98277,2024-08-01,2595
Avista,99102,2024-12-01,34
Avista,99019,2023-01-01,438
PSE,98221,2024-03-01,1637
PSE,98407,2021-05-01,615
Avista,99102,2025-06-01,37
PSE,98039,2025-01-01,47
PSE,98053,2021-09-01,503
PSE,98499,2022-03-01,678
PSE,98108,2023-11-01,897
PSE,98248,2025-01-01,2304
PSE,98465,2023-04-01,108
PSE,98387,2021-04-01,1912
PAC,98908,2022-05-01,3619
PSE,98576,2025-01-01,470
PSE,98385,2023-10-01,29
PSE,98501,2022-10-01,3619
Avista,99208,2023-09-01,2825
CNG,98232,2024-05-01,7
CNG,98801,2024-08-01,63
CNG,98611,2023-09-01,14
Avista,99212,2023-05-01,1323
NWN,98663,2022-05-01,353
PAC, 98948  ,2024-01-01,925
PSE,98237,2022-12-01,351
PSE,98168,2024-04-01,1062
PSE,98283,2024-06-01,65
Avista,99013,2023-04-01,118
PSE,98405,2022-12-01,1090
CNG,98674,2024-05-01,109
Avista,99030,2022-05-01,38
CNG,98902,2024-06-01,1618
NWN,98620,2022-05-01,0
NWN,98127,2023-07-01,0
PSE,98203,2024-09-01,855
Avista,99131,2025-03-01,4
PSE,98005,2025-02-01,1268
Avista,99134,2025-05-01,26
PSE,98312,2023-02-01,3105
Avista,99218,2021-02-01,669
PSE,98353,2022-10-01,2
PSE,98387,2021-09-01,1800
Avista,99130,2023-08-01,44
PAC, 98920  ,2024-03-01,1
Avista,99029,2023-03-01,48
NWN,98684,2022-02-01,1048
PSE,98446,2023-01-01,370
Avista,99003,2023-03-01,112
PSE,98925,2022-04-01,71
PSE,98057,2021-12-01,1167
CNG,99353,2025-01-01,47
Avista,99025,2022-06-01,97
Avista,99169,2022-07-01,82
CNG,98284,2025-01-01,319
PSE,98125,2021-07-01,549
PSE,98257,2022-10-01,344
PSE,98057,2022-08-01,1684
PSE,98026,2023-04-01,782
PSE,98134,2021-06-01,22
PSE,98366,2023-01-01,2900
PSE,98418,2023-06-01,730
NWN,98663,2022-11-01,204
CNG,98345,2023-03-01,7
CNG,98953,2024-08-01,84
PSE,98075,2023-05-01,762
PSE,98406,2023-05-01,1106
PSE,98284,2025-05-01,1993
CNG,98264,2023-11-01,511
Avista,99159,2022-07-01,52
Avista,99171,2023-08-01,32
PSE,98057,2022-09-01,1746
CNG,98248,2024-10-01,504
CNG,98528,2024-08-01,11
PSE,98203,2023-06-01,996
PSE,98052,2024-04-01,3903
PSE,98946,2025-06-01,47
Avista,99161,2024-04-01,71
Avista,99167,2021-11-01,48
CNG,99323,2022-12-01,17
PSE,98277,2025-03-01,3181
PSE,98310,2023-12-01,2567
Avista,99033,2022-09-01,34
NWN,98127,2023-01-01,0
PSE,98119,2024-02-01,451
PSE,98579,2022-07-01,789
CNG,99338,2024-12-01,131
PSE,98107,2024-08-01,588
PSE,98201,2021-12-01,786
PSE,98119,2024-11-01,548
NWN,98604,2025-01-01,770
PSE,98332,2023-07-01,295
PSE,98532,2023-09-01,196
PSE,98465,2022-09-01,130
Avista,99138,2023-02-01,116
Avista,99111,2022-05-01,110
PSE,98940,2025-02-01,81
PSE,98038,2021-10-01,1687
PAC,98939,2025-01-01,18
Avista,99029,2022-02-01,28
Avista,99109,2022-11-01,148
PSE,98020,2024-08-01,322
PSE,98272,2024-07-01,753
PSE,98373,2023-07-01,1964
PSE,98002,2023-11-01,3899
PSE,98119,2022-04-01,501
PSE,98532,2024-08-01,171
Avista,99157,2021-11-01,50
PSE,98039,2023-03-01,69
PSE,98380,2023-12-01,281
PSE,98144,2021-03-01,994
PSE,98102,2024-11-01,556
PSE,98391,2021-12-01,2323
PSE,98288,2025-01-01,32
PSE,98512,2024-11-01,2275
Avista,99021,2024-08-01,172
PSE,98332,2021-06-01,227
Avista,98857,2021-03-01,2
Avista,99103,2024-11-01,19
Avista,98620,2024-04-01,103
Avista,99228,2023-08-01,0
CNG,98802,2022-06-01,17
Avista,99141,2023-05-01,326
NWN,98127,2024-07-01,0
PSE,98087,2023-08-01,867
PSE,98117,2024-09-01,878
PSE,98405,2022-01-01,1020
CNG,98632,2025-03-01,105
PSE,98108,2024-06-01,891
NWN,98639,2023-07-01,39
Avista,99219,2022-10-01,0
CNG,98273,2025-01-01,412
PSE,98354,2022-01-01,162
PSE,98021,2022-02-01,602
PSE,98943,2022-02-01,36
Avista,99143,2023-01-01,12
PSE,98036,2024-09-01,804
PSE,98366,2024-04-01,3039
CNG,98244,2024-02-01,2
Avista,99008,2024-08-01,23
PSE,98264,2025-03-01,1375
PSE,98144,2025-04-01,1283
PSE,98406,2023-09-01,827
PSE,98283,2024-04-01,55
Avista,99109,2023-04-01,172
PSE,98045,2022-04-01,819
Avista,99341,2025-02-01,37
Avista,99179,2025-06-01,22
PSE,98946,2023-11-01,41
Avista,99171,2023-02-01,35
PSE,98444,2023-05-01,897
PSE,98338,2021-10-01,846
PSE,98240,2024-03-01,261
PSE,98580,2021-08-01,594
NWN,98648,2024-03-01,0
PSE,98252,2024-12-01,262
CNG,98257,2022-12-01,31
Avista,99034,2024-01-01,4
Avista,99204,2024-02-01,569
PSE,98236,2022-07-01,336
Avista,99260,2022-02-01,0
PSE,98117,2024-03-01,779
Avista,99203,2022-02-01,627
NWN,98642,2024-03-01,940
Avista,99126,2022-12-01,46
Avista,99149,2024-04-01,7
PSE,98092,2021-07-01,3691
PSE,98327,2023-02-01,539
PSE,98323,2025-01-01,45
Avista,99032,2022-07-01,38
Avista,99114,2022-05-01,529
Avista,98857,2021-02-01,3
PSE,98262,2021-10-01,119
Avista,99004,2023-09-01,178
PSE,98925,2022-01-01,62
PSE,98136,2025-01-01,390
PSE,98277,2025-04-01,3304
PSE,98021,2022-04-01,565
Avista,99018,2022-06-01,12
PSE,98226,2024-11-01,3132
Avista,99344,2021-07-01,481
Avista,99156,2023-07-01,1
Avista,99212,2021-10-01,1236
PSE,98407,2024-12-01,653
Avista,99402,2024-02-01,45
Avista,99102,2025-01-01,32
PSE,98443,2022-01-01,71
PSE,98290,2025-04-01,482
Avista,99402,2021-11-01,61
PSE,98568,2024-01-01,3
PSE,98224,2025-06-01,27
NWN,98682,2023-05-01,2631
PSE,98407,2023-06-01,640
Avista,99030,2025-07-01,27
NWN,98660,2023-09-01,250
PSE,98284,2025-06-01,1928
CNG,98220,2023-06-01,11
PSE,98407,2023-11-01,648
PSE,98233,2022-06-01,1004
PSE,98271,2024-02-01,515
Avista,99008,2025-03-01,17
PSE,98121,2025-01-01,164
Avista,99171,2023-11-01,30
NWN,98665,2022-06-01,931
PSE,98199,2024-04-01,472
Avista,99170,2022-01-01,45
PAC, 98942  ,2024-06-01,1492
NWN,98686,2024-06-01,654
PSE,98051,2024-01-01,242
Avista,99126,2023-12-01,58
PSE,98050,2023-10-01,18
Avista,99217,2024-07-01,726
PSE,98311,2023-12-01,2204
PSE,98101,2024-04-01,33
NWN,98612,2022-05-01,0
PSE,98134,2024-06-01,18
NWN,98612,2022-04-01,0
PSE,98262,2024-02-01,119
Avista,99101,2022-02-01,71
PSE,98056,2023-06-01,2826
PSE,98051,2023-05-01,248
PSE,98092,2023-01-01,3866
PAC, 98938  ,2024-07-01,152
PSE,98116,2025-01-01,568
CNG,98292,2023-03-01,148
CNG,98366,2022-03-01,314
CNG,98223,2024-05-01,400
PSE,98232,2023-10-01,165
PSE,98925,2024-11-01,90
PSE,98075,2021-03-01,651
PSE,98248,2021-11-01,1162
NWN,98612,2023-11-01,0
PSE,98240,2023-12-01,291
Avista,99335,2021-12-01,0
Avista,99031,2021-06-01,22
PSE,98221,2024-09-01,1299
NWN,98666,2023-05-01,0
Avista,99001,2022-11-01,218
Avista,99031,2021-05-01,27
PSE,98134,2023-10-01,19
Avista,99111,2024-09-01,102
Avista,99113,2021-01-01,13
PAC,98942,2025-01-01,1328
PSE,98020,2023-09-01,364
PSE,98283,2021-03-01,27
NWN,97388,2022-05-01,0
CNG,98233,2024-11-01,532
CNG,98632,2024-11-01,109
PSE,98031,2021-05-01,2664
PAC,98930,2022-04-01,1025
PSE,98233,2021-05-01,641
Avista,99021,2024-06-01,277
CNG,98383,2023-02-01,213
CNG,98345,2023-09-01,4
PAC, 98935  ,2024-04-01,266
PSE,98238,2023-06-01,475
Avista,99185,2024-09-01,50
Avista,99174,2023-03-01,3
PSE,98446,2021-06-01,285
PSE,98946,2024-10-01,47
NWN,98684,2022-10-01,625
PSE,98074,2024-01-01,1004
PSE,98019,2025-04-01,391
Avista,99260,2025-01-01,0
PSE,98267,2022-03-01,34
Avista,99206,2023-11-01,1386
PSE,98198,2022-09-01,3465
PSE,98203,2021-03-01,680
Avista,99019,2023-08-01,469
PSE,98262,2023-04-01,363
Avista,99122,2025-08-01,97
NWN,98119,2023-10-01,0
CNG,98310,2024-01-01,478
Avista,99031,2024-05-01,20
Avista,99219,2024-11-01,0
PSE,98257,2022-12-01,377
NWN,98628,2024-08-01,26
CNG,98230,2022-12-01,379
PSE,98418,2022-05-01,510
NWN,98663,2023-10-01,157
PSE,98237,2022-07-01,463
Avista,99014,2025-09-01,6
Avista,99005,2022-11-01,139
PSE,98229,2022-02-01,1480
Avista,99009,2023-01-01,92
PSE,98065,2023-04-01,765
PSE,98038,2021-01-01,1710
CNG,98951,2023-03-01,84
PSE,98366,2025-06-01,156
Avista,99021,2023-11-01,244
Avista,99341,2022-11-01,43
NWN,98666,2024-05-01,0
Avista,99025,2025-06-01,100
Avista,99402,2022-11-01,48
Avista,99260,2023-04-01,0
Avista,99009,2022-12-01,68
PAC, 98904  ,2024-02-01,1
PSE,98107,2024-11-01,614
PSE,98503,2021-05-01,3009
PSE,98388,2024-04-01,144
PSE,98008,2022-10-01,860
NWN,98604,2024-05-01,962
PSE,98266,2022-06-01,451
PSE,98290,2023-05-01,37
PSE,98288,2023-04-01,1892
PSE,98056,2022-11-01,2713
Avista,99023,2022-12-01,9
NWN,98686,2023-05-01,787
PSE,98116,2024-03-01,563
NWN,97301,2024-02-01,0
CNG,98223,2024-08-01,400
Avista,99126,2025-04-01,65
Avista,99032,2023-02-01,33
PSE,98092,2024-12-01,3816
PSE,98244,2023-06-01,243
PSE,98275,2021-08-01,339
NWN,98674,2025-02-01,0
Avista,99170,2023-11-01,30
Avista,99335,2023-12-01,0
PSE,98225,2023-08-01,4478
Avista,99143,2021-10-01,14
CNG,99344,2023-07-01,152
PSE,98288,2022-06-01,34
CNG,98292,2024-06-01,209
PSE,98208,2024-05-01,1163
Avista,99173,2025-07-01,127
Avista,99126,2022-08-01,36
PSE,98294,2024-06-01,285
CNG,98802,2023-06-01,15
Avista,99026,2022-12-01,58
Avista,98857,2022-10-01,2
CNG,98226,2022-08-01,429
PSE,98240,2024-04-01,274
PSE,98056,2024-12-01,2931
Avista,99144,2023-06-01,0
PSE,98257,2023-08-01,365
NWN,98686,2024-08-01,432
PSE,98133,2023-09-01,999
NWN,98607,2023-05-01,1187
PSE,98020,2022-11-01,315
PSE,98321,2021-03-01,683
PSE,98934,2023-12-01,122
CNG,98524,2024-05-01,8
CNG,98345,2023-05-01,6
CNG,99337,2024-05-01,154
Avista,99020,2021-02-01,2
PSE,98106,2021-10-01,570
Avista,99033,2021-03-01,41
CNG,98383,2024-03-01,215
PSE,98230,2023-05-01,1737
PSE,98353,2021-07-01,1
PSE,98943,2023-11-01,48
CNG,98948,2023-03-01,184
NWN,98672,2023-12-01,47
PSE,98926,2021-11-01,330
NWN,98626,2023-11-01,0
NWN,98620,2025-04-01,0
Avista,99181,2024-05-01,131
PSE,98074,2024-04-01,922
Avista,99159,2022-05-01,37
PSE,98051,2021-03-01,180
PSE,98276,2021-01-01,64
CNG,99324,2024-03-01,178
PAC,99360,2025-05-01,102
Avista,99029,2023-05-01,28
PSE,98392,2022-07-01,304
PSE,98007,2021-08-01,1516
PAC, 99348  ,2024-09-01,36
PSE,98922,2023-09-01,892
Avista,99026,2023-12-01,78
Avista,99164,2022-02-01,0
CNG,98942,2024-01-01,148
PSE,98380,2022-02-01,237
CNG,98225,2022-03-01,418
PSE,98036,2024-08-01,806
PSE,98383,2024-04-01,1551
CNG,98247,2024-10-01,106
NWN,98125,2024-11-01,0
CNG,98951,2022-05-01,82
CNG,98948,2023-12-01,171
PSE,98038,2021-05-01,1683
PSE,98934,2021-01-01,107
Avista,99125,2024-10-01,17
Avista,99371,2024-01-01,16
Avista,99025,2025-05-01,99
PAC, 98933  ,2024-02-01,445
PAC,99361,2022-04-01,148
CNG,98244,2022-08-01,2
PSE,98121,2023-12-01,156
Avista,99169,2022-06-01,84
PSE,98925,2022-10-01,71
PSE,98220,2025-02-01,40
PSE,98223,2022-02-01,73
PSE,98274,2023-05-01,2169
PSE,98345,2022-07-01,37
Avista,99004,2025-02-01,175
Avista,99202,2022-01-01,1200
PSE,98926,2024-04-01,433
PSE,98014,2024-02-01,497
PSE,98922,2025-05-01,896
PSE,98445,2023-06-01,950
Avista,99149,2024-07-01,9
PSE,98103,2021-04-01,741
PSE,98271,2022-03-01,480
PSE,98502,2024-07-01,2620
PSE,98498,2023-05-01,2096
CNG,98370,2022-04-01,88
PSE,98941,2023-05-01,95
PAC,98947,2022-08-01,314
PSE,98024,2022-01-01,300
PSE,98257,2021-09-01,307
Avista,99012,2022-07-01,48
PSE,98516,2024-06-01,2478
PSE,98253,2023-09-01,84
PSE,98103,2021-03-01,715
PSE,(blank),2021-05-01,340
Avista,99126,2022-11-01,56
PSE,98421,2025-03-01,7
CNG,98948,2022-03-01,143
PSE,98249,2022-08-01,235
PSE,98499,2025-06-01,448
PSE,98345,2022-08-01,41
Avista,99103,2021-08-01,19
Avista,99113,2023-02-01,11
PSE,98107,2022-02-01,566
PSE,98354,2023-09-01,299
Avista,99157,2021-12-01,55
Avista,99126,2024-08-01,31
PSE,98531,2024-09-01,523
NWN,98127,2024-02-01,0
PSE,98946,2021-03-01,39
Avista,99103,2022-03-01,22
Avista,99128,2023-04-01,9
Avista,99341,2022-07-01,48
Avista,99217,2022-10-01,941
PSE,98024,2025-01-01,270
PSE,98934,2021-04-01,89
PSE,98372,2022-09-01,2014
PSE,98439,2024-11-01,503
Avista,99125,2022-12-01,17
Avista,99018,2023-08-01,6
PSE,98283,2021-08-01,44
PSE,98327,2024-02-01,529
PSE,98371,2022-04-01,1604
PSE,98136,2023-09-01,445
NWN,98682,2022-09-01,1601
PSE,98001,2024-03-01,2393
PSE,98028,2025-03-01,1012
NWN,98610,2024-11-01,36
PSE,98264,2021-06-01,1081
PSE,98226,2022-02-01,2748
Avista,99110,2023-03-01,38
PSE,98465,2024-05-01,115
PSE,98110,2022-07-01,1485
PAC,98903,2025-06-01,2024
Avista,99151,2023-03-01,8
CNG,98244,2024-09-01,1
CNG,98520,2024-07-01,154
PSE,98264,2022-05-01,1278
PSE,98236,2021-10-01,318
Avista,99018,2025-04-01,8
Avista,99169,2024-06-01,78
PSE,98443,2025-03-01,72
CNG,99354,2022-04-01,174
PAC,98932,2022-04-01,551
PSE,98283,2022-06-01,53
Avista,99022,2025-07-01,172
Avista,99205,2021-07-01,2394
PSE,98579,2025-05-01,886
Avista,99111,2021-10-01,113
CNG,98233,2022-04-01,466
Avista,99027,2023-11-01,310
PSE,98055,2023-01-01,2215
PSE,98103,2021-05-01,850
PSE,98036,2024-10-01,751
PSE,98310,2024-06-01,2518
PSE,98059,2023-07-01,2017
NWN,98660,2024-12-01,313
CNG,99354,2024-05-01,190
PSE,98110,2023-06-01,1147
Avista,99224,2022-06-01,727
PSE,98530,2021-04-01,33
PSE,98122,2022-10-01,1329
PSE,98033,2023-07-01,1763
PSE,98042,2021-05-01,2846
Avista,99130,2021-07-01,53
PSE,98040,2023-02-01,1019
Avista,99344,2021-09-01,524
PSE,98034,2022-04-01,2550
PSE,98043,2022-10-01,427
CNG,98233,2024-06-01,556
CNG,98229,2023-06-01,293
Avista,99037,2022-07-01,370
NWN,98628,2023-04-01,28
Avista,99023,2022-04-01,7
PSE,98501,2022-03-01,3566
PSE,98148,2021-04-01,462
PSE,98056,2024-08-01,2365
PSE,98065,2024-10-01,640
NWN,98607,2022-12-01,556
PSE,98443,2022-09-01,61
Avista,99156,2024-06-01,1
PSE,98240,2023-05-01,404
NWN,98601,2025-03-01,0
PSE,98249,2023-12-01,296
PSE,98238,2021-06-01,6
PSE,98373,2023-03-01,1915
PSE,98039,2023-09-01,77
Avista,99205,2024-06-01,2242
NWN,98606,2023-06-01,52
PSE,98296,2025-06-01,377
PSE,98001,2022-03-01,1850
PSE,98208,2024-07-01,1213
CNG,98611,2023-05-01,15
PSE,98281,2025-06-01,201
PSE,98589,2021-02-01,468
Avista,99020,2024-10-01,1
NWN,98607,2024-06-01,959
Avista,99171,2021-10-01,26
PSE,98126,2024-04-01,699
Avista,99158,2023-12-01,21
NWN,98682,2023-12-01,913
NWN,98127,2024-03-01,0
PSE,98374,2025-02-01,2874
PSE,98034,2025-03-01,3090
PSE,98108,2021-01-01,905
CNG,98311,2022-07-01,503
PSE,98019,2021-12-01,283
PSE,98466,2023-05-01,667
Avista,99131,2024-01-01,7
Avista,99138,2024-08-01,100
CNG,98942,2022-08-01,165
Avista,99122,2025-07-01,84
CNG,98903,2022-01-01,124
PSE,98374,2024-04-01,3095
PSE,98273,2024-07-01,1937
PSE,98288,2024-07-01,38
Avista,99005,2023-09-01,169
PSE,98312,2022-10-01,2825
Avista,99131,2022-11-01,6
PSE,98224,2021-09-01,32
PSE,98003,2022-11-01,4648
PSE,98391,2021-04-01,2003
PSE,98053,2025-02-01,393
Avista,99033,2024-03-01,29
PSE,98024,2024-06-01,253
CNG,98220,2024-02-01,10
CNG,98370,2022-06-01,90
PSE,98201,2022-07-01,970
Avista,99014,2025-08-01,5
CNG,98936,2023-01-01,85
Avista,99003,2024-05-01,81
PSE,98498,2023-11-01,1962
Avista,99031,2021-11-01,28
CNG,99354,2023-12-01,171
CNG,98233,2023-03-01,518
PSE,98267,2023-04-01,528
PSE,98596,2024-09-01,26
PSE,98408,2024-12-01,996
PSE,98271,2023-02-01,526
NWN,98208,2023-02-01,0
Avista,99020,2021-09-01,2
Avista,99109,2025-01-01,151
Avista,99013,2025-01-01,104
Avista,98620,2021-02-01,83
NWN,98684,2023-04-01,1114
PSE,98418,2025-03-01,528
PSE,98503,2024-03-01,3668
CNG,98520,2022-05-01,161
Avista,99219,2025-01-01,0
PSE,98043,2025-05-01,439
PSE,98374,2022-07-01,2435
Avista,99009,2025-08-01,70
Avista,99223,2023-09-01,1482
Avista,99202,2021-09-01,1254
PSE,98052,2021-09-01,2932
PSE,98403,2021-09-01,246
PSE,98370,2023-09-01,1950
PSE,98106,2024-03-01,602
PSE,98372,2024-12-01,2081
PSE,98221,2021-02-01,1535
NWN,97301,2022-03-01,0
PSE,98591,2024-06-01,12
CNG,98520,2023-11-01,146
Avista,99223,2022-02-01,1463
PSE,98012,2025-04-01,1383
PSE,98312,2022-05-01,2817
PSE,98946,2024-04-01,43
PSE,98403,2024-12-01,266
PSE,98589,2023-09-01,569
Avista,99023,2023-01-01,10
PSE,98946,2023-02-01,49
NWN,98682,2023-02-01,1923
Avista,99181,2021-07-01,166
PSE,98270,2022-11-01,2189
PSE,98359,2025-06-01,48
PSE,98001,2021-01-01,1257
PSE,98031,2024-03-01,3313
NWN,98626,2022-05-01,0
CNG,98908,2025-04-01,632
PSE,98003,2022-01-01,4339
CNG,98225,2024-04-01,689
Avista,99036,2025-03-01,4
Avista,99164,2025-02-01,1
PSE,98065,2024-03-01,708
Avista,99103,2024-07-01,18
CNG,98848,2023-10-01,1
Avista,99174,2022-01-01,3
PSE,98271,2021-11-01,477
Avista,99109,2024-01-01,154
PSE,98055,2021-01-01,1750
PSE,98501,2023-06-01,3891
NWN,98612,2023-09-01,0
PSE,98072,2021-05-01,514
PSE,98004,2025-01-01,2297
PSE,98530,2022-12-01,34
PSE,98040,2022-07-01,795
PSE,98922,2023-06-01,748
PAC,98953,2025-06-01,695
PSE,98059,2023-10-01,2015
PSE,98136,2023-01-01,442
CNG,98524,2024-01-01,7
CNG,98942,2025-04-01,175
PSE,98446,2024-02-01,400
PSE,98059,2022-02-01,2044
PSE,98465,2023-03-01,136
Avista,99159,2025-07-01,34
PSE,98418,2025-06-01,29
PSE,98406,2021-05-01,729
Avista,99161,2023-08-01,64
PSE,98229,2023-09-01,1792
PSE,98125,2024-05-01,605
Avista,99027,2025-02-01,150
NWN,98675,2022-04-01,0
Avista,99131,2021-09-01,7
PSE,98006,2024-10-01,1307
PSE,98328,2025-02-01,38
Avista,99036,2021-03-01,5
PSE,98385,2023-05-01,1685
PSE,98370,2022-07-01,1807
PSE,98444,2021-06-01,768
CNG,98221,2024-03-01,482
Avista,99403,2021-07-01,919
PSE,98112,2023-07-01,740
PAC,98902,2022-07-01,4461
PSE,98311,2023-06-01,2311
Avista,99011,2022-05-01,0
CNG,98271,2023-06-01,133
Avista,99164,2021-07-01,1
Avista,99005,2024-02-01,157
PSE,98290,2024-08-01,457
PSE,98103,2023-03-01,1074
PSE,98126,2024-09-01,644
Avista,99223,2021-09-01,1453
PSE,98366,2022-10-01,2774
Avista,99326,2024-01-01,20
PSE,98036,2022-05-01,854
PSE,98223,2022-10-01,62
CNG,98524,2025-05-01,6
CNG,98225,2024-01-01,570
CNG,98229,2024-02-01,294
PSE,98421,2024-05-01,4
PSE,98225,2024-09-01,3014
PSE,98188,2024-06-01,2376
Avista,99167,2021-10-01,45
PSE,98019,2021-06-01,317
PSE,98516,2021-07-01,1979
NWN,97031,2023-10-01,0
PSE,98233,2025-06-01,1111
PSE,98043,2022-01-01,447
PSE,98367,2022-06-01,1530
PSE,98002,2022-11-01,3528
PSE,98943,2021-11-01,30
CNG,98948,2024-12-01,167
PSE,98321,2021-11-01,862
PSE,98144,2024-10-01,1168
PSE,98166,2022-02-01,792
PAC,99328,2022-04-01,431
PSE,98204,2024-09-01,660
CNG,98257,2023-06-01,35
PSE,98188,2022-11-01,2115
Avista,99134,2022-12-01,19
PSE,98294,2023-11-01,206
PAC,99328,2025-02-01,391
NWN,98607,2022-03-01,1108
NWN,98119,2024-05-01,0
PSE,98466,2023-07-01,630
PSE,98101,2024-11-01,43
PSE,98284,2021-03-01,1215
PSE,98108,2021-10-01,1026
PSE,98310,2021-01-01,1938
PSE,98117,2025-01-01,810
CNG,99338,2023-01-01,80
NWN,98672,2025-03-01,119
Avista,99037,2021-09-01,276
Avista,99128,2021-09-01,8
PSE,98053,2021-10-01,508
NWN,98661,2023-01-01,587
Avista,99157,2021-06-01,49
PSE,98359,2021-05-01,270
Avista,99021,2023-07-01,235
CNG,98264,2023-08-01,537
PSE,98335,2024-11-01,425
PSE,98039,2021-11-01,58
Avista,99149,2024-01-01,9
PSE,98445,2021-02-01,823
PSE,98166,2023-12-01,825
PSE,98032,2022-07-01,4111
Avista,99179,2025-07-01,17
PSE,98006,2023-11-01,1301
Avista,99224,2023-01-01,643
PSE,98047,2022-06-01,514
Avista,99014,2022-04-01,3
PSE,98119,2024-12-01,484
PSE,98271,2022-06-01,506
PSE,98273,2023-01-01,2131
PSE,98512,2024-07-01,2261
PSE,98244,2024-02-01,262
PSE,98366,2024-02-01,3049
PSE,98026,2022-07-01,752
NWN,98612,2024-08-01,0
Avista,99004,2025-07-01,176
PAC, 98930  ,2024-02-01,94
Avista,99219,2022-09-01,0
PSE,98433,2022-06-01,532
PSE,98103,2024-01-01,1033
CNG,98632,2024-08-01,111
PSE,98346,2024-06-01,660
PSE,98237,2024-01-01,515
PSE,98248,2023-08-01,2222
PSE,98266,2023-08-01,509
PSE,98516,2023-08-01,2026
PSE,98233,2022-07-01,870
PSE,98101,2022-09-01,44
PSE,98236,2022-09-01,336
Avista,99114,2022-11-01,457
CNG,98528,2023-03-01,13
PSE,98270,2022-04-01,2204
CNG,98223,2025-06-01,469
PSE,98188,2021-02-01,1889
CNG,98366,2023-05-01,504
PSE,98047,2024-02-01,557
NWN,98663,2023-08-01,227
PSE,98240,2021-03-01,215
PSE,98040,2023-09-01,945
NWN,98604,2024-12-01,614
Avista,99203,2023-12-01,526
PSE,98235,2023-12-01,19
NWN,98668,2022-06-01,0
PSE,98267,2023-07-01,33
PSE,98328,2025-04-01,41
Avista,99179,2024-03-01,18
PSE,98042,2022-05-01,3060
PAC,99361,2025-02-01,110
PSE,98375,2025-03-01,1684
CNG,98626,2024-01-01,70
Avista,99005,2022-08-01,137
PSE,98335,2024-03-01,389
NWN,98685,2025-04-01,733
Avista,99031,2025-06-01,25
NWN,97301,2024-03-01,0
PSE,98039,2021-08-01,70
PSE,98074,2021-02-01,1031
PSE,98941,2022-03-01,197
NWN,98612,2022-09-01,0
PSE,98232,2023-11-01,153
PSE,98155,2021-02-01,440
CNG,99301,2023-11-01,1722
CNG,98337,2024-12-01,204
Avista,99125,2025-02-01,18
Avista,99128,2021-12-01,13
PSE,98446,2025-03-01,359
Avista,99021,2021-04-01,251
PSE,98107,2021-06-01,441
PSE,98050,2024-10-01,12
PSE,98036,2024-01-01,773
PSE,98005,2023-01-01,977
PSE,98248,2023-01-01,1959
NWN,98127,2025-01-01,0
PSE,98275,2021-02-01,343
PSE,98092,2021-03-01,3694
NWN,97031,2025-02-01,0
PSE,98275,2023-04-01,1162
PSE,98391,2025-04-01,13
PSE,98531,2022-04-01,186
Avista,99023,2024-05-01,12
Avista,99158,2021-05-01,20
PSE,98045,2021-03-01,649
PSE,98267,2022-09-01,41
CNG,98611,2022-09-01,10
PSE,98024,2021-11-01,271
Avista,99224,2023-02-01,648
CNG,98936,2022-08-01,87
PSE,98380,2022-01-01,262
PSE,98232,2021-12-01,145
Avista,99169,2024-02-01,59
PSE,98576,2023-11-01,511
CNG,98611,2022-05-01,12
PSE,98118,2024-08-01,1603
PSE,98011,2024-09-01,1871
PSE,98499,2022-07-01,703
PSE,98445,2024-08-01,1051
PAC, 99363  ,2024-01-01,8
CNG,98528,2022-12-01,12
PSE,98283,2023-02-01,53
Avista,99149,2023-06-01,10
PSE,98266,2021-08-01,377
Avista,99004,2022-10-01,165
PSE,98225,2023-06-01,33
Avista,99101,2022-09-01,75
Avista,99020,2024-11-01,1
PSE,98925,2021-03-01,55
Avista,99013,2022-01-01,117
CNG,98282,2024-04-01,29
Avista,99022,2021-04-01,210
Avista,99011,2025-04-01,0
CNG,98528,2022-07-01,11
PSE,98059,2022-03-01,1915
CNG,99352,2022-10-01,380
Avista,99103,2022-10-01,15
PSE,98043,2021-02-01,381
Avista,99005,2023-04-01,194
NWN,98660,2023-06-01,370
PAC,98952,2022-08-01,74
CNG,98230,2024-05-01,437
PSE,98576,2021-07-01,408
PSE,98075,2025-06-01,713
NWN,98663,2022-01-01,180
Avista,99223,2025-07-01,1411
PSE,98109,2023-10-01,511
PSE,98257,2023-01-01,366
Avista,99218,2025-07-01,655
Avista,99171,2021-06-01,31
Avista,99403,2025-03-01,746
PSE,98230,2024-02-01,1271
PSE,98011,2024-01-01,1476
Avista,99148,2024-04-01,155
PSE,98263,2024-04-01,31
Avista,98620,2022-09-01,99
PSE,98940,2021-07-01,200
NWN,98307,2022-09-01,0
CNG,98277,2022-05-01,242
PAC,98921,2025-06-01,80
PSE,98446,2023-05-01,388
Avista,99167,2025-05-01,51
PSE,98252,2025-05-01,253
Avista,99011,2022-01-01,0
NWN,98629,2024-05-01,223
Avista,99114,2023-03-01,618
PSE,98027,2024-05-01,1555
PSE,98087,2023-05-01,821
Avista,99173,2025-04-01,134
Avista,99161,2022-07-01,92
PSE,98070,2025-06-01,643
PAC,99347,2022-09-01,161
PSE,98121,2023-08-01,174
PSE,98023,2024-09-01,3637
PSE,98558,2022-11-01,11
CNG,99350,2024-03-01,64
