Utility,Zip Code,Month,Arrearage Count
PSE,98499,2022-06-01,3653
CNG,98264,2024-08-01,508
PSE,98122,2025-02-01,1434
PSE,98418,2024-01-01,508
CNG,98247,2022-07-01,107
PSE,98294,2021-03-01,266
Avista,99202,2022-03-01,1188
CNG,99301,2025-02-01,851
CNG,98220,2023-10-01,9
NWN,98762,2023-05-01,0
Avista,99012,2022-08-01,27
Avista,99344,2022-09-01,482
Avista,99008,2021-09-01,17
NWN,98119,2025-06-01,0
Avista,99005,2021-10-01,173
PAC, 98903  ,2024-04-01,1853
CNG,98247,2023-12-01,100
PSE,98409,2024-11-01,670
PSE,98385,2021-08-01,19
PSE,98296,2022-07-01,384
Avista,99149,2023-02-01,9
PSE,98201,2023-09-01,994
Avista,99039,2021-03-01,11
PSE,98014,2023-04-01,271
PSE,98102,2022-05-01,659
PSE,98232,2022-07-01,155
PSE,98370,2023-10-01,1936
PSE,98155,2025-04-01,632
Avista,99159,2021-01-01,51
PSE,98030,2023-11-01,3407
Avista,99151,2022-02-01,19
PSE,98340,2022-03-01,241
NWN,98620,2025-01-01,0
PSE,98117,2022-02-01,807
CNG,98278,2024-07-01,1
PSE,98068,2021-05-01,94
PSE,98371,2023-07-01,1679
Avista,99040,2021-09-01,90
Avista,99151,2022-07-01,15
CNG,98273,2024-06-01,532
CNG,98520,2024-10-01,146
PSE,98226,2021-07-01,2541
PSE,98244,2023-05-01,248
PSE,98531,2023-03-01,524
NWN,98668,2023-08-01,0
PSE,98499,2025-03-01,736
Avista,99146,2023-04-01,3
PSE,98043,2021-12-01,398
PSE,98023,2025-06-01,4158
PSE,98119,2024-03-01,422
PSE,98047,2021-09-01,462
Avista,99207,2021-09-01,2273
Avista,99001,2022-10-01,240
CNG,98944,2024-03-01,325
Avista,99110,2022-04-01,33
Avista,99146,2021-04-01,1
PSE,98240,2022-06-01,239
PSE,98102,2024-01-01,507
PSE,98033,2021-01-01,1027
Avista,99181,2023-04-01,123
Avista,99208,2025-02-01,2139
PSE,98004,2022-04-01,2240
PSE,98312,2021-07-01,2430
PAC,98937,2022-02-01,380
Avista,99013,2022-02-01,130
CNG,98221,2025-05-01,487
PSE,98133,2022-08-01,866
PSE,98101,2021-10-01,38
PSE,98072,2023-02-01,884
PSE,98576,2024-04-01,536
Avista,99016,2024-08-01,734
PSE,98360,2025-01-01,765
CNG,98274,2025-03-01,290
CNG,98244,2025-03-01,2
PSE,98058,2024-03-01,3004
Avista,99037,2024-06-01,325
PSE,98396,2024-08-01,37
CNG,98314,2025-05-01,1
PSE,98106,2021-09-01,562
PSE,98558,2021-02-01,7
Avista,99260,2025-03-01,0
PAC,99360,2025-03-01,50
PAC,99361,2022-01-01,94
NWN,98661,2022-03-01,836
Avista,99033,2023-01-01,24
PSE,98103,2024-02-01,1068
PSE,98404,2025-05-01,51
PSE,98178,2022-04-01,831
PSE,98247,2024-06-01,618
PSE,98405,2022-07-01,1076
PSE,98255,2022-08-01,40
CNG,99336,2022-09-01,375
NWN,98662,2024-03-01,1069
PSE,98087,2025-06-01,845
NWN,98683,2024-10-01,404
Avista,99005,2022-04-01,144
PSE,98011,2022-11-01,1296
NWN,98664,2022-11-01,406
PSE,98596,2022-02-01,18
CNG,98903,2023-10-01,159
Avista,98857,2023-12-01,3
Avista,99129,2023-01-01,95
PSE,98249,2024-12-01,281
PSE,98445,2025-03-01,952
CNG,98337,2022-04-01,251
Avista,99025,2021-11-01,83
PSE,98239,2025-01-01,424
PSE,98558,2022-02-01,16
CNG,98930,2022-02-01,228
CNG,99344,2024-05-01,177
NWN,98675,2023-05-01,0
PSE,98421,2021-08-01,3
PSE,98421,2023-09-01,7
Avista,99228,2025-04-01,0
NWN,98607,2024-01-01,638
PSE,98101,2023-10-01,49
Avista,99169,2022-10-01,75
Avista,99111,2021-12-01,108
PSE,98506,2025-03-01,1489
PSE,98596,2023-10-01,24
CNG,98936,2024-12-01,103
Avista,99129,2022-03-01,83
PSE,98332,2024-06-01,295
PSE,98281,2022-04-01,530
PSE,98385,2024-05-01,30
Avista,99001,2025-09-01,254
NWN,98629,2023-06-01,227
PSE,98146,2023-08-01,683
NWN,98612,2024-09-01,0
NWN,98682,2024-10-01,1418
Avista,99031,2025-04-01,33
PSE,98105,2025-02-01,501
Avista,99029,2025-02-01,28
PSE,98466,2024-09-01,567
PAC, 99361  ,2024-11-01,81
PSE,98103,2021-01-01,776
PSE,98238,2023-02-01,7
PSE,98008,2022-11-01,841
Avista,99030,2022-12-01,29
CNG,98802,2023-02-01,17
PAC,98921,2022-09-01,85
PSE,98506,2024-05-01,1427
Avista,99109,2023-08-01,182
PSE,98045,2022-12-01,795
CNG,98557,2022-04-01,12
NWN,98674,2022-06-01,0
Avista,99179,2023-01-01,15
CNG,98345,2024-03-01,4
Avista,99019,2024-07-01,415
PSE,98052,2024-07-01,4304
NWN,98610,2024-07-01,45
PSE,98391,2024-06-01,3303
CNG,99350,2022-07-01,57
PSE,98513,2022-08-01,2270
PSE,98940,2021-09-01,194
CNG,98802,2022-10-01,16
Avista,99170,2023-06-01,48
CNG,98942,2023-09-01,176
Avista,99143,2024-12-01,19
NWN,98675,2025-05-01,0
PSE,98516,2022-02-01,2045
CNG,99324,2024-11-01,165
PSE,98166,2025-02-01,869
CNG,98292,2023-08-01,156
PSE,98112,2023-12-01,761
NWN,98660,2022-04-01,414
NWN,98662,2024-09-01,754
PSE,98405,2024-12-01,1020
Avista,99151,2021-04-01,6
PAC,99362,2022-01-01,2067
PSE,98403,2023-06-01,54
NWN,98605,2023-11-01,18
PSE,98253,2021-01-01,53
PSE,98038,2025-05-01,1941
Avista,99335,2023-04-01,0
CNG,98337,2023-04-01,246
PSE,98406,2024-03-01,848
PSE,98030,2022-08-01,3180
PSE,98002,2021-10-01,4725
PSE,98059,2023-12-01,2077
PSE,98072,2025-06-01,869
PSE,98262,2024-03-01,112
Avista,99134,2025-09-01,33
Avista,99117,2022-03-01,18
PSE,98922,2024-06-01,821
PSE,98421,2021-04-01,2
Avista,99040,2023-09-01,78
PSE,98003,2022-10-01,4739
PSE,98249,2024-11-01,275
PSE,98248,2025-05-01,2472
PSE,98039,2022-03-01,75
NWN,98683,2023-09-01,530
Avista,99202,2021-11-01,1234
PSE,98119,2023-07-01,554
PSE,98010,2022-01-01,479
NWN,98664,2025-06-01,635
PAC,98938,2022-01-01,149
PSE,98230,2021-09-01,1062
PSE,98232,2022-08-01,151
PSE,98465,2022-01-01,76
PSE,98052,2022-06-01,3272
PSE,98941,2023-09-01,212
PSE,98247,2025-06-01,620
CNG,98370,2024-04-01,119
Avista,99137,2025-08-01,37
PSE,98019,2025-05-01,412
CNG,99338,2022-06-01,64
NWN,98672,2023-08-01,95
PSE,98239,2024-04-01,503
Avista,99013,2023-09-01,119
Avista,99402,2025-08-01,36
PSE,98229,2022-12-01,1452
PAC, 98953  ,2024-02-01,274
Avista,99341,2023-03-01,40
PSE,98010,2021-12-01,424
PSE,98276,2021-02-01,76
Avista,99224,2025-09-01,769
PSE,98580,2021-10-01,584
PSE,98201,2024-01-01,862
PSE,98178,2024-11-01,801
NWN,98671,2025-03-01,647
CNG,98232,2025-02-01,4
PSE,98177,2022-01-01,441
NWN,98604,2024-09-01,652
CNG,98277,2024-11-01,337
NWN,98307,2024-11-01,0
PSE,98199,2024-03-01,518
PSE,98281,2021-03-01,466
Avista,99335,2022-12-01,0
PSE,98466,2022-08-01,611
PSE,98321,2022-08-01,877
PSE,98030,2021-08-01,2832
Avista,99012,2025-06-01,43
PSE,98383,2023-02-01,1572
PSE,98263,2023-04-01,50
Avista,99201,2021-09-01,1274
Avista,99003,2021-11-01,79
CNG,98951,2025-02-01,76
PSE,98108,2025-04-01,931
NWN,98684,2024-01-01,699
Avista,99218,2023-02-01,524
NWN,97031,2024-09-01,0
PAC,98933,2022-04-01,88
PSE,98177,2024-08-01,475
CNG,98248,2022-01-01,370
PAC,99324,2022-05-01,568
PAC, 98923  ,2024-06-01,127
NWN,97388,2022-03-01,0
CNG,98848,2023-02-01,2
PSE,98332,2022-04-01,266
PSE,98257,2024-05-01,404
PSE,98075,2024-07-01,736
PSE,98284,2021-08-01,1516
PSE,98321,2024-11-01,964
PSE,98133,2021-12-01,793
Avista,99224,2021-02-01,726
PSE,98134,2023-06-01,17
PSE,(blank),2023-12-01,276
PSE,98109,2022-01-01,463
PSE,98323,2021-12-01,65
PSE,98444,2024-07-01,792
Avista,99220,2024-10-01,0
PSE,98030,2021-10-01,2939
NWN,98674,2023-07-01,0
PSE,98012,2021-12-01,1275
NWN,98605,2025-02-01,25
PSE,98133,2025-05-01,1002
NWN,98666,2023-04-01,0
Avista,99170,2024-05-01,38
PSE,98466,2021-10-01,196
Avista,99026,2023-11-01,67
PSE,98277,2024-12-01,3229
NWN,98601,2022-06-01,0
Avista,99013,2021-01-01,131
PSE,98579,2025-06-01,832
PSE,98580,2022-07-01,412
Avista,99212,2021-04-01,1262
CNG,98264,2025-02-01,665
PSE,98112,2024-06-01,730
CNG,98226,2023-02-01,549
PSE,98503,2023-11-01,3596
PSE,98407,2024-01-01,626
PSE,98109,2021-01-01,382
CNG,98366,2024-05-01,600
CNG,98312,2025-05-01,622
PSE,98290,2022-05-01,500
Avista,99016,2021-06-01,654
NWN,97388,2024-05-01,0
CNG,98528,2025-01-01,25
PSE,98244,2025-02-01,263
PSE,98506,2023-02-01,1463
Avista,99170,2024-03-01,44
PSE,98229,2021-03-01,1055
PSE,98014,2024-05-01,509
NWN,98604,2022-06-01,984
PAC, 98603  ,2024-07-01,1
CNG,98674,2024-09-01,97
PSE,98108,2024-11-01,807
PSE,98251,2022-11-01,45
Avista,99138,2021-11-01,164
PSE,98051,2023-12-01,250
PSE,98020,2023-01-01,322
PSE,98926,2022-09-01,328
PSE,98144,2023-05-01,1241
Avista,99033,2022-08-01,32
Avista,99103,2022-12-01,13
PSE,98263,2024-06-01,33
PSE,98388,2023-10-01,151
PSE,98275,2023-12-01,402
PSE,98354,2022-08-01,179
CNG,98674,2022-12-01,36
PSE,98031,2024-09-01,2799
Avista,99110,2024-01-01,20
PSE,98266,2025-01-01,455
CNG,98232,2024-03-01,7
PSE,98260,2023-05-01,1924
PSE,98408,2022-10-01,909
PSE,98007,2024-01-01,1904
PSE,98934,2025-04-01,137
CNG,98953,2024-01-01,77
Avista,99027,2023-04-01,234
PSE,98406,2023-07-01,679
Avista,99141,2025-03-01,316
PSE,98558,2023-07-01,26
PSE,98051,2023-02-01,241
Avista,99001,2024-03-01,258
PSE,98466,2024-07-01,583
Avista,99103,2024-01-01,16
PSE,98057,2022-01-01,1600
PSE,98235,2022-08-01,16
PSE,98121,2022-10-01,143
CNG,98520,2024-05-01,171
PSE,98188,2021-06-01,1896
PSE,98036,2023-08-01,845
PSE,98168,2023-10-01,1071
Avista,99034,2022-07-01,7
PSE,98360,2021-03-01,503
Avista,99203,2021-07-01,634
Avista,99170,2025-06-01,45
CNG,98311,2022-03-01,358
PSE,98103,2021-09-01,977
NWN,98665,2024-04-01,806
CNG,98848,2023-05-01,3
PSE,98039,2021-04-01,93
Avista,99326,2021-12-01,26
PSE,98264,2021-02-01,1208
PSE,98409,2022-05-01,726
PSE,98446,2024-09-01,383
PAC, 98935  ,2024-07-01,194
Avista,99003,2022-10-01,99
PSE,98444,2024-06-01,801
CNG,99353,2022-12-01,45
Avista,99205,2025-01-01,1912
Avista,99176,2024-01-01,2
PSE,98032,2023-04-01,4813
PSE,98387,2023-09-01,2191
Avista,99020,2024-07-01,2
PSE,98177,2024-02-01,467
PSE,98580,2023-08-01,643
Avista,99141,2024-11-01,247
Avista,99011,2025-03-01,0
PSE,98239,2022-06-01,331
Avista,99161,2025-09-01,64
CNG,98520,2023-08-01,164
NWN,98642,2024-11-01,556
Avista,99169,2025-08-01,69
Avista,99206,2021-03-01,1544
PSE,98134,2023-04-01,21
PSE,98312,2023-04-01,2197
PSE,98383,2024-11-01,1441
PSE,98271,2022-05-01,537
PSE,98373,2024-12-01,1918
CNG,98292,2025-04-01,201
CNG,98276,2024-09-01,34
Avista,99179,2023-11-01,19
Avista,99217,2023-07-01,936
PSE,98342,2022-06-01,131
PSE,98031,2024-07-01,2912
PSE,98247,2022-07-01,543
PSE,98558,2023-09-01,20
PSE,98226,2024-06-01,3433
PSE,98012,2023-03-01,1294
CNG,98310,2024-10-01,514
PSE,98043,2022-08-01,457
NWN,98606,2022-02-01,57
NWN,98665,2022-01-01,481
PSE,98264,2022-06-01,1269
PSE,98024,2023-05-01,267
PSE,98467,2024-09-01,282
NWN,98605,2023-09-01,17
Avista,99101,2023-12-01,71
Avista,99125,2021-03-01,30
Avista,99146,2024-07-01,1
PSE,98155,2024-12-01,652
Avista,99216,2021-02-01,1362
PSE,98249,2022-07-01,250
Avista,99125,2022-05-01,23
NWN,98682,2024-09-01,1637
PSE,98370,2023-03-01,1909
Avista,99179,2023-06-01,18
NWN,98605,2025-04-01,32
NWN,98119,2024-02-01,0
Avista,99176,2021-07-01,7
PAC, 98942  ,2024-10-01,1234
PSE,98274,2021-06-01,909
NWN,98762,2025-03-01,0
CNG,98370,2025-05-01,153
CNG,98611,2023-04-01,13
PSE,98023,2024-02-01,4315
PSE,98323,2022-08-01,62
PSE,98335,2024-05-01,423
PSE,98444,2022-10-01,772
Avista,99111,2023-08-01,88
PSE,98050,2022-01-01,26
CNG,98314,2023-02-01,1
PSE,98371,2022-02-01,1543
Avista,99129,2021-05-01,91
PSE,98014,2022-05-01,235
CNG,98257,2022-10-01,39
PSE,98367,2023-12-01,1881
PSE,98032,2024-02-01,4672
NWN,98685,2024-05-01,1040
Avista,99022,2021-12-01,190
Avista,99114,2025-03-01,511
CNG,98277,2024-05-01,339
Avista,99158,2023-01-01,13
PSE,98118,2021-06-01,1459
PSE,98337,2022-04-01,865
Avista,99223,2025-09-01,1448
PSE,98409,2022-06-01,724
PSE,98580,2025-06-01,406
PSE,98380,2023-01-01,277
PSE,98033,2021-02-01,1141
Avista,99016,2022-09-01,802
Avista,99208,2023-05-01,2513
CNG,98366,2024-10-01,606
PSE,98404,2024-03-01,1031
PSE,98370,2024-08-01,1677
Avista,99125,2021-08-01,22
PSE,98579,2023-03-01,831
NWN,98026,2023-11-01,0
PSE,98353,2022-07-01,2
CNG,98903,2023-06-01,144
PAC, 98933  ,2024-11-01,54
Avista,99170,2025-05-01,50
Avista,99101,2025-05-01,97
PSE,98005,2024-01-01,1144
Avista,99143,2022-01-01,14
PSE,98327,2025-04-01,553
PSE,98424,2021-01-01,195
PSE,98235,2025-06-01,20
PSE,98501,2025-04-01,187
Avista,99160,2023-07-01,12
Avista,99170,2021-06-01,38
PSE,98199,2021-06-01,410
PSE,98364,2024-08-01,2
Avista,99157,2024-09-01,32
CNG,98550,2025-04-01,161
PSE,98295,2024-09-01,71
CNG,98233,2025-01-01,526
PSE,98940,2023-10-01,192
Avista,99218,2022-02-01,569
PSE,98439,2023-11-01,544
CNG,98277,2024-12-01,308
NWN,98663,2024-11-01,285
Avista,99174,2023-01-01,5
CNG,98370,2022-02-01,73
PSE,98002,2021-04-01,4383
CNG,98584,2022-08-01,168
PSE,98284,2024-09-01,1679
Avista,99219,2023-10-01,0
PSE,98364,2022-07-01,2
Avista,99174,2024-10-01,4
PSE,98418,2021-12-01,427
PSE,98002,2024-04-01,5234
NWN,98664,2024-04-01,663
PSE,98943,2025-01-01,68
Avista,99114,2021-10-01,557
Avista,99131,2024-09-01,3
Avista,99159,2023-08-01,36
CNG,98257,2025-01-01,39
Avista,99134,2025-04-01,28
PSE,98502,2021-06-01,2138
PSE,98513,2024-06-01,2817
NWN,98610,2024-05-01,51
PSE,98499,2023-06-01,705
PSE,98444,2021-04-01,702
NWN,98628,2024-07-01,23
CNG,98848,2022-07-01,4
CNG,98837,2023-08-01,79
PSE,98133,2024-09-01,1003
PAC,98904,2025-05-01,1
PSE,98424,2022-12-01,255
Avista,99032,2024-10-01,27
PAC,98908,2025-05-01,4331
Avista,99006,2023-08-01,313
Avista,99173,2021-10-01,119
CNG,98383,2025-06-01,229
NWN,98668,2022-01-01,0
NWN,98864,2022-03-01,0
PSE,98925,2024-04-01,93
CNG,98583,2022-07-01,1
PSE,98248,2021-02-01,1886
Avista,99021,2021-09-01,265
PSE,98568,2023-08-01,1
Avista,99148,2021-06-01,134
PSE,98108,2023-07-01,948
PSE,98166,2023-07-01,846
CNG,98225,2024-10-01,547
PSE,98001,2022-07-01,1975
PSE,98168,2023-01-01,1074
PSE,98115,2024-01-01,941
CNG,98240,2022-01-01,10
PSE,98116,2023-04-01,557
PSE,98290,2022-09-01,476
CNG,98310,2022-09-01,594
Avista,99219,2022-05-01,0
Avista,99101,2024-12-01,69
PSE,98403,2024-06-01,278
Avista,99129,2021-06-01,82
NWN,98626,2024-07-01,0
Avista,99143,2025-04-01,25
Avista,99212,2023-10-01,1254
PSE,98036,2021-02-01,701
PSE,98201,2021-11-01,942
PSE,98370,2021-05-01,1610
PSE,98360,2024-12-01,745
Avista,99128,2025-09-01,10
NWN,98617,2023-01-01,0
Avista,99104,2024-03-01,0
PAC,98942,2022-01-01,1193
PSE,98277,2022-05-01,2925
CNG,98244,2025-01-01,2
CNG,98311,2024-06-01,543
Avista,99103,2023-06-01,15
NWN,98684,2024-07-01,830
PSE,98065,2021-07-01,665
PSE,98101,2024-09-01,32
PSE,98104,2022-08-01,55
Avista,99130,2021-06-01,43
Avista,99034,2022-12-01,3
PSE,98034,2023-01-01,2639
Avista,99207,2023-03-01,2265
Avista,99134,2022-11-01,23
Avista,99205,2023-01-01,1955
PAC,99348,2022-09-01,41
Avista,99122,2022-12-01,81
Avista,99117,2021-12-01,11
CNG,98951,2022-01-01,71
NWN,98686,2024-09-01,360
PSE,98092,2024-04-01,4506
PSE,98934,2024-10-01,113
Avista,99130,2024-09-01,31
Avista,99218,2021-01-01,676
PSE,98405,2021-09-01,1031
Avista,99023,2023-03-01,11
PSE,98342,2021-08-01,100
Avista,99144,2023-09-01,0
PAC, 98953  ,2024-10-01,534
Avista,99402,2023-05-01,54
PSE,98403,2024-11-01,293
CNG,99352,2023-10-01,371
PSE,98030,2022-01-01,3149
NWN,98642,2022-02-01,296
Avista,99013,2025-04-01,128
CNG,98366,2022-07-01,498
Avista,99029,2023-01-01,22
Avista,99137,2024-11-01,30
Avista,99126,2025-08-01,72
PSE,98926,2021-07-01,330
PSE,98275,2022-02-01,407
PSE,98275,2021-11-01,377
CNG,98948,2023-06-01,220
PSE,98403,2024-03-01,243
PSE,98271,2021-01-01,479
NWN,98674,2023-08-01,0
PSE,98346,2022-12-01,646
PSE,98058,2025-06-01,2839
PSE,98263,2024-05-01,41
PSE,98036,2021-01-01,622
PSE,98277,2025-02-01,2841
Avista,99224,2022-12-01,667
CNG,98292,2024-08-01,174
PSE,98321,2024-03-01,1070
PSE,98360,2022-12-01,644
Avista,99031,2021-12-01,25
PSE,98531,2022-02-01,502
CNG,98233,2023-06-01,206
PSE,98530,2023-02-01,47
PSE,98512,2022-07-01,2058
NWN,98686,2022-06-01,716
PSE,98004,2024-08-01,2499
CNG,99354,2024-12-01,181
PSE,98264,2023-09-01,1430
NWN,98617,2024-05-01,0
PSE,98101,2025-03-01,44
PSE,98371,2022-01-01,1461
CNG,99337,2023-07-01,147
PSE,98922,2024-01-01,846
PSE,98126,2021-05-01,586
PSE,98039,2023-04-01,66
PSE,98229,2021-08-01,1973
PSE,98332,2022-09-01,308
PSE,98366,2024-05-01,3012
PSE,98077,2023-01-01,213
Avista,99158,2025-03-01,16
PSE,98262,2024-08-01,103
Avista,99137,2024-07-01,24
PSE,98028,2023-09-01,1080
PSE,98198,2022-11-01,3266
PSE,98359,2025-05-01,49
Avista,99036,2024-02-01,3
NWN,98668,2024-04-01,0
PSE,98133,2022-09-01,901
CNG,98277,2023-09-01,334
Avista,99029,2021-02-01,32
PSE,98281,2025-01-01,433
CNG,98930,2022-12-01,220
PSE,98531,2022-03-01,506
CNG,98277,2023-10-01,289
PSE,98058,2023-11-01,2821
Avista,99143,2021-12-01,13
PSE,98001,2023-06-01,2064
NWN,98607,2025-05-01,1076
PSE,98513,2022-01-01,2474
Avista,99212,2024-03-01,1394
PSE,98178,2022-08-01,808
PSE,98391,2022-09-01,2888
PSE,98021,2023-09-01,629
PSE,98028,2024-12-01,1027
Avista,99167,2022-11-01,32
PSE,98373,2025-06-01,83
Avista,99031,2021-04-01,30
PSE,98043,2021-09-01,397
PSE,98370,2023-11-01,1911
PSE,98277,2024-01-01,3292
PAC, 98933  ,2024-03-01,93
NWN,98607,2022-07-01,1043
PSE,98443,2024-09-01,70
PSE,98329,2025-03-01,4
PSE,98224,2023-12-01,35
CNG,98310,2024-02-01,563
PSE,98248,2023-06-01,547
PSE,98260,2025-04-01,343
Avista,99185,2021-10-01,58
PSE,98421,2025-04-01,6
PSE,98021,2023-07-01,612
PSE,98346,2022-08-01,656
PSE,98257,2022-09-01,356
PSE,98503,2021-09-01,2134
PSE,98199,2024-06-01,529
PSE,98502,2023-06-01,2635
PSE,98001,2024-07-01,1965
CNG,98284,2024-11-01,323
PSE,98057,2024-06-01,2044
Avista,99179,2025-09-01,17
PSE,98052,2024-01-01,4041
PSE,98941,2024-06-01,99
Avista,99031,2025-01-01,19
PSE,98926,2022-01-01,302
PSE,98020,2022-04-01,349
CNG,98948,2025-01-01,194
PSE,98036,2024-05-01,827
PSE,98597,2023-09-01,2452
PSE,98072,2023-10-01,897
PAC,98936,2025-05-01,580
Avista,99143,2022-09-01,16
PSE,98443,2022-07-01,66
CNG,98276,2022-11-01,25
PSE,98224,2024-06-01,37
PSE,98396,2023-02-01,35
Avista,99006,2022-02-01,221
PSE,98579,2021-03-01,631
PSE,98108,2022-04-01,1023
Avista,99223,2021-07-01,1413
Avista,99122,2023-08-01,83
PSE,98059,2025-02-01,2137
Avista,99149,2023-10-01,13
CNG,98848,2023-06-01,2
PSE,98328,2023-06-01,556
NWN,98119,2024-01-01,0
PSE,98513,2023-05-01,2615
CNG,98563,2022-05-01,31
CNG,99362,2025-01-01,790
CNG,98625,2022-08-01,11
CNG,98802,2025-05-01,26
Avista,99006,2023-12-01,300
CNG,99338,2022-04-01,70
PSE,98501,2022-05-01,2581
PSE,98235,2022-05-01,22
PSE,98340,2022-11-01,101
PSE,98372,2024-06-01,2233
PSE,98310,2022-06-01,2144
PSE,98121,2023-04-01,160
PSE,98045,2022-10-01,715
CNG,98284,2025-05-01,392
PSE,98407,2023-09-01,694
PSE,98166,2024-06-01,808
PSE,98021,2023-08-01,611
CNG,98951,2025-06-01,69
PSE,98034,2022-07-01,2722
Avista,99101,2025-01-01,77
NWN,98671,2022-06-01,685
Avista,98648,2021-09-01,34
PSE,98001,2021-08-01,1825
NWN,98665,2024-12-01,474
CNG,98292,2024-03-01,194
PSE,98136,2021-05-01,360
NWN,98026,2024-09-01,0
Avista,99169,2024-03-01,78
PSE,98359,2022-08-01,249
PSE,98224,2021-12-01,30
Avista,99012,2024-05-01,38
PSE,98053,2024-12-01,628
PSE,98146,2025-06-01,667
PSE,98257,2024-12-01,438
CNG,99301,2022-03-01,679
PSE,98248,2024-08-01,2007
PSE,98337,2025-06-01,50
Avista,99141,2023-04-01,330
PSE,98109,2024-07-01,414
CNG,98247,2023-09-01,131
Avista,99181,2024-11-01,137
PSE,98028,2021-04-01,613
Avista,99026,2022-11-01,62
Avista,99031,2022-11-01,11
Avista,99170,2022-02-01,35
CNG,99338,2022-07-01,94
PSE,98109,2023-11-01,486
Avista,99224,2022-04-01,703
PSE,98407,2023-05-01,712
PSE,98591,2023-08-01,13
CNG,98274,2023-11-01,235
PSE,98034,2024-10-01,3121
PSE,98503,2021-10-01,2331
CNG,98226,2022-12-01,520
NWN,98617,2022-08-01,0
PSE,98391,2022-11-01,2774
Avista,99201,2022-07-01,1405
PSE,98133,2022-05-01,898
PSE,98247,2021-01-01,480
PSE,98273,2024-05-01,2123
PSE,98288,2021-02-01,34
Avista,99371,2024-08-01,12
PSE,98233,2022-09-01,879
PSE,98011,2022-10-01,1398
PSE,98513,2021-02-01,2380
PSE,98277,2023-10-01,3218
PSE,98031,2023-09-01,3313
NWN,98648,2024-04-01,0
PSE,98276,2021-10-01,80
Avista,99335,2022-09-01,0
PSE,98274,2025-05-01,1230
NWN,98208,2024-02-01,0
CNG,98366,2025-03-01,660
PAC, 98901  ,2024-06-01,2484
PSE,98596,2023-08-01,23
PSE,98342,2024-11-01,124
Avista,99144,2022-11-01,0
CNG,98541,2023-09-01,29
PSE,98467,2021-07-01,569
PSE,98406,2025-04-01,10
Avista,99026,2025-03-01,57
PSE,98092,2023-04-01,4112
PSE,98353,2023-09-01,206
Avista,99217,2021-09-01,989
PSE,98225,2025-04-01,3059
PAC,98921,2025-05-01,90
Avista,99103,2022-11-01,15
PSE,98941,2022-07-01,166
PSE,98335,2021-11-01,357
PSE,98383,2022-05-01,1372
CNG,98944,2024-01-01,239
PSE,98038,2022-12-01,1762
CNG,98337,2023-02-01,222
Avista,99403,2022-05-01,737
Avista,99335,2025-01-01,0
CNG,98223,2022-01-01,276
Avista,99402,2021-05-01,62
PSE,98406,2023-01-01,652
PSE,98926,2022-10-01,348
PSE,98444,2024-12-01,853
Avista,99005,2024-03-01,167
PSE,98230,2024-07-01,1197
PSE,98385,2022-02-01,25
CNG,98837,2023-05-01,88
PSE,98270,2022-03-01,2055
PSE,98501,2021-09-01,599
Avista,99011,2023-10-01,0
Avista,99016,2022-07-01,863
Avista,99023,2024-01-01,9
Avista,99223,2023-03-01,1070
PSE,98327,2022-03-01,510
PSE,98010,2022-04-01,456
PSE,98366,2023-03-01,2886
PAC,98603,2025-06-01,2
PAC, 98944  ,2024-05-01,1945
CNG,98520,2023-05-01,150
PSE,98580,2024-08-01,604
PSE,98056,2021-09-01,2362
PSE,98531,2023-10-01,500
PSE,98346,2025-01-01,618
CNG,98367,2022-07-01,224
PSE,98199,2023-08-01,531
PAC, 98939  ,2024-12-01,16
CNG,99324,2024-06-01,184
PAC, 98953  ,2024-06-01,575
CNG,98229,2025-04-01,306
Avista,99212,2022-07-01,1401
Avista,99019,2021-10-01,446
Avista,99212,2024-04-01,1367
PSE,98003,2024-04-01,5434
Avista,99179,2022-07-01,18
Avista,99181,2021-05-01,176
PSE,98503,2024-07-01,3428
Avista,99216,2021-08-01,1160
PSE,98103,2021-08-01,909
PSE,98388,2024-09-01,136
NWN,98675,2023-10-01,0
Avista,99113,2023-10-01,8
PSE,98312,2021-01-01,2369
NWN,97031,2023-11-01,0
PSE,98532,2023-12-01,187
PSE,98367,2022-12-01,1667
PSE,98001,2023-12-01,2098
PSE,98275,2022-11-01,408
PSE,98446,2023-09-01,447
PSE,98177,2021-05-01,324
PSE,98445,2021-08-01,709
PSE,98204,2025-02-01,699
NWN,98607,2024-10-01,506
PSE,98941,2023-04-01,95
Avista,99260,2025-04-01,0
PSE,98092,2023-03-01,4505
Avista,99403,2025-09-01,629
PAC,99301,2022-03-01,1
NWN,98635,2023-06-01,1
CNG,98944,2025-01-01,258
PSE,98110,2021-03-01,1297
PSE,98220,2021-11-01,34
PSE,98204,2024-10-01,637
PSE,98403,2023-08-01,272
PSE,98260,2025-01-01,282
PSE,98338,2022-01-01,803
PSE,98030,2025-06-01,3409
PSE,98074,2023-01-01,918
PSE,98177,2022-03-01,460
Avista,99004,2023-11-01,183
PSE,98946,2024-05-01,41
CNG,98944,2022-02-01,259
CNG,98625,2022-12-01,24
PSE,98380,2021-02-01,192
PSE,98251,2022-05-01,54
Avista,99137,2022-07-01,45
PSE,98105,2021-07-01,906
Avista,99117,2022-08-01,10
NWN,98671,2023-01-01,416
PSE,98221,2023-05-01,45
PSE,98579,2024-06-01,897
NWN,98762,2023-06-01,0
