Utility,Year,Month,Zip Code,Disconnection Notice Count
Avista,2025,12,99004,45
Avista,2025,12,99005,69
Avista,2025,12,99006,112
Avista,2025,12,99008,8
Avista,2025,12,99009,15
Avista,2025,12,99012,21
Avista,2025,12,99013,45
Avista,2025,12,99014,2
Avista,2025,12,99016,218
Avista,2025,12,99018,5
Avista,2025,12,99019,121
Avista,2025,12,99020,2
Avista,2025,12,99021,82
Avista,2025,12,99022,104
Avista,2025,12,99023,2
Avista,2025,12,99025,29
Avista,2025,12,99026,40
Avista,2025,12,99027,89
Avista,2025,12,99029,37
Avista,2025,12,99030,19
Avista,2025,12,99031,9
Avista,2025,12,99032,15
Avista,2025,12,99033,15
Avista,2025,12,99034,2
Avista,2025,12,99037,30
Avista,2025,12,99039,4
Avista,2025,12,99040,35
Avista,2025,12,99101,24
Avista,2025,12,99102,6
Avista,2025,12,99103,7
Avista,2025,12,99109,53
Avista,2025,12,99110,5
Avista,2025,12,99111,49
Avista,2025,12,99113,2
Avista,2025,12,99114,186
Avista,2025,12,99117,5
Avista,2025,12,99122,42
Avista,2025,12,99125,5
Avista,2025,12,99126,17
Avista,2025,12,99128,3
Avista,2025,12,99129,23
Avista,2025,12,99130,10
Avista,2025,12,99131,1
Avista,2025,12,99134,5
Avista,2025,12,99137,4
Avista,2025,12,99138,32
Avista,2025,12,99141,82
Avista,2025,12,99143,4
Avista,2025,12,99146,3
Avista,2025,12,99148,39
Avista,2025,12,99149,1
Avista,2025,12,99151,6
Avista,2025,12,99157,13
Avista,2025,12,99158,7
Avista,2025,12,99159,10
Avista,2025,12,99160,4
Avista,2025,12,99161,20
Avista,2025,12,99163,367
Avista,2025,12,99167,7
Avista,2025,12,99169,54
Avista,2025,12,99170,13
Avista,2025,12,99171,7
Avista,2025,12,99173,46
Avista,2025,12,99174,2
Avista,2025,12,99176,2
Avista,2025,12,99179,4
Avista,2025,12,99181,39
Avista,2025,12,99185,15
Avista,2025,12,99201,343
Avista,2025,12,99202,405
Avista,2025,12,99203,232
Avista,2025,12,99204,180
Avista,2025,12,99205,760
Avista,2025,12,99206,312
Avista,2025,12,99207,740
Avista,2025,12,99208,779
Avista,2025,12,99212,351
Avista,2025,12,99216,274
Avista,2025,12,99217,299
Avista,2025,12,99218,183
Avista,2025,12,99223,373
Avista,2025,12,99224,260
Avista,2025,12,99326,1
Avista,2025,12,99341,13
Avista,2025,12,99344,163
Avista,2025,12,99371,6
Avista,2025,12,99402,43
Avista,2025,12,99403,294
