Utility,Year,Month,Zip Code,Late Fee Amount
PSE,2021,9,98273,0.0
Avista,2023,10,99158,0.0
NWN,2020,3,98685,2.69
PSE,2024,12,98380,0.0
NWN,2023,11,98661,0.0
PSE,2020,6,98327,0.0
Avista,2022,7,99111,0.0
PAC,2023,11,98939,0.0
CNG,2021,11,98273,0.0
PSE,2024,4,98043,0.0
PAC,2023,3,98939,0.0
Avista,2023,8,99208,0.0
PSE,2024,10,98338,0.0
PSE,2025,4,98311,0.0
PSE,2021,12,98221,0.0
CNG,2020,7,99301,0.0
Avista,2024,5,99036,0.0
CNG,2024,10,98232,0.0
Avista,2020,8,98648,0.0
PSE,2025,8,98342,0.0
CNG,2021,9,98948,0.0
PSE,2025,3,98926,0.0
PAC,2022,9,99361,0.0
CNG,2021,9,98292,0.0
Avista,2021,12,99006,0.0
PSE,2021,2,98248,0.0
Avista,2025,9,99033,0.0
Avista,2024,4,99009,0.0
PSE,2020,6,98065,0.0
PSE,2021,2,98237,0.0
PSE,2023,9,98275,0.0
PSE,2023,6,98178,0.0
PSE,2025,1,98390,0.0
PSE,2023,6,98112,0.0
Avista,2022,12,99137,0.0
PAC,2023,3,98938,0.0
PAC,2021,7,98932,0.0
PAC,2021,7,98937,0.0
PSE,2024,10,98104,0.0
CNG,2023,9,98944,0.0
CNG,2022,4,98284,0.0
PSE,2021,6,98045,0.0
CNG,2020,10,98528,0.0
PSE,2024,9,98372,0.0
PAC,2021,6,99360,0.0
Avista,2025,7,99013,0.0
PSE,2022,8,98371,0.0
Avista,2021,4,99204,0.0
PSE,2021,9,98506,0.0
CNG,2025,2,98908,0.0
NWN,2024,11,98626,0.0
Avista,2024,4,99039,0.0
PAC,2022,7,99350,0.0
PSE,2020,7,98422,0.0
NWN,2020,5,98674,0.0
PSE,2021,1,98103,0.0
PSE,2021,6,98004,0.0
PSE,2020,3,98045,0.0
Avista,2025,1,99020,0.0
CNG,2021,2,98247,0.0
CNG,2023,12,98345,0.0
Avista,2023,4,99013,0.0
Avista,2025,7,99006,0.0
PSE,2024,10,98248,0.0
PSE,2023,10,98118,0.0
CNG,2021,1,98611,0.0
Avista,2022,7,99109,0.0
PSE,2022,7,98375,0.0
Avista,2024,10,99344,0.0
Avista,2020,9,99402,0.0
Avista,2023,4,99029,0.0
NWN,2023,4,98620,0.0
PSE,2022,9,98332,0.0
CNG,2024,11,98848,0.0
CNG,2024,4,99301,0.0
CNG,2020,5,98247,0.0
CNG,2021,5,99353,0.0
CNG,2023,8,98345,0.0
PSE,2023,9,98168,0.0
PAC,2022,10,98923,0.0
PSE,2021,7,98033,0.0
PSE,2021,3,98110,0.0
CNG,2020,5,98802,0.0
PAC,2020,7,98923,0.0
PSE,2020,12,98424,0.0
NWN,2021,12,98629,0.0
Avista,2023,3,99169,0.0
NWN,2021,3,98864,0.0
PSE,2025,4,98934,0.0
PSE,2025,7,98248,0.0
PSE,2023,7,98074,0.0
PSE,2021,5,98034,0.0
CNG,2023,9,98367,0.0
Avista,2023,2,99219,0.0
Avista,2024,8,98620,0.0
Avista,2025,3,99146,0.0
CNG,2020,2,98951,0.0
Avista,2023,6,99206,0.0
PAC,2025,6,99362,48.87
PSE,2022,9,98310,0.0
Avista,2021,3,99220,0.0
NWN,2024,4,98664,0.0
PSE,2025,7,98121,0.0
PSE,2021,5,98244,0.0
Avista,2020,8,99131,0.0
PSE,2025,9,98409,0.0
CNG,2023,7,98240,0.0
CNG,2025,6,98367,0.0
NWN,2022,2,98307,0.0
Avista,2022,12,99202,0.0
PAC,2021,4,98923,0.0
Avista,2020,4,99205,0.0
Avista,2024,12,99036,0.0
Avista,2022,4,99148,0.0
CNG,2024,6,98273,0.0
Avista,2023,4,99022,0.0
PAC,2020,11,99362,0.0
PSE,2025,8,98019,0.0
PSE,2023,12,98007,0.0
Avista,2021,3,99212,0.0
PSE,2020,5,98070,0.0
Avista,2020,7,99174,0.0
Avista,2025,12,99157,0.0
CNG,2022,4,98244,0.0
PSE,2024,5,98024,0.0
Avista,2023,7,99014,0.0
Avista,2025,1,99228,0.0
CNG,2024,8,98273,0.0
Avista,2025,11,99174,0.0
Avista,2021,9,99156,0.0
Avista,2023,3,99228,0.0
NWN,2024,3,98208,0.0
PSE,2023,5,98122,0.0
NWN,2025,8,98127,0.0
Avista,2024,10,99114,0.0
PSE,2024,12,98106,0.0
CNG,2021,2,98271,0.0
PSE,2025,3,98119,0.0
Avista,2022,3,99158,0.0
CNG,2022,4,98584,0.0
CNG,2024,8,98903,0.0
CNG,2023,12,98337,0.0
PSE,2021,7,98108,0.0
CNG,2020,9,98277,0.0
CNG,2023,12,98930,0.0
PSE,2021,7,98021,0.0
Avista,2024,4,99158,0.0
PSE,2021,2,98040,0.0
Avista,2023,1,99039,0.0
PSE,2020,6,98034,0.0
NWN,2020,9,98666,0.0
PSE,2023,6,98275,0.0
PSE,2021,12,98498,0.0
CNG,2023,6,99324,0.0
PSE,2021,9,98019,0.0
Avista,2021,2,99021,0.0
CNG,2022,9,98942,0.0
NWN,2021,3,97388,0.0
PSE,2023,8,98204,0.0
PSE,2025,3,98087,0.0
PSE,2024,1,98502,0.0
Avista,2020,11,99170,0.0
PAC,2024,3,99348,0.0
PAC,2020,3,99328,1.0
PSE,2022,11,98290,0.0
CNG,2021,4,98942,0.0
NWN,2020,12,98648,0.0
PAC,2024,12,98923,0.0
Avista,2020,4,99023,0.0
PSE,2024,5,98273,0.0
Avista,2022,9,99207,0.0
PAC,2021,11,98948,0.0
Avista,2022,6,99161,0.0
PAC,2021,1,99350,0.0
PSE,2025,8,98579,0.0
Avista,2021,10,99025,0.0
PSE,2021,9,98257,0.0
CNG,2022,8,98257,0.0
Avista,2024,11,99114,0.0
PSE,2025,12,98233,0.0
Avista,2023,3,99344,0.0
Avista,2021,10,99134,0.0
CNG,2022,1,98901,0.0
CNG,2023,3,98520,0.0
CNG,2023,9,98932,0.0
PSE,2021,2,98121,0.0
PSE,2021,1,98332,0.0
PSE,2022,11,98408,0.0
CNG,2024,11,98801,0.0
PSE,2021,11,98053,0.0
Avista,2024,11,99018,0.0
CNG,2020,11,98337,0.0
Avista,2020,7,99026,0.0
PSE,2025,7,98498,0.0
CNG,2023,7,99353,0.0
CNG,2021,10,98230,0.0
PSE,2022,12,98032,0.0
CNG,2021,4,98953,0.0
NWN,2022,8,98663,0.0
NWN,2023,6,98648,0.0
CNG,2021,5,98221,0.0
CNG,2022,9,98541,0.0
Avista,2024,6,99103,0.0
NWN,2023,8,98601,0.0
PSE,2025,4,98026,0.0
PSE,2022,5,98311,0.0
CNG,2024,5,98276,0.0
PSE,2022,8,98027,0.0
PAC,2023,9,99328,0.0
PAC,2021,6,99362,0.0
CNG,2024,1,98584,0.0
NWN,2022,12,98762,0.0
CNG,2021,2,98370,0.0
CNG,2021,9,98908,0.0
Avista,2025,8,99341,0.0
PSE,2022,12,98034,0.0
PAC,2024,2,99361,0.0
Avista,2024,10,99143,0.0
PSE,2022,12,98112,0.0
NWN,2022,1,98642,0.0
PSE,2024,3,98037,0.0
NWN,2021,7,98864,0.0
CNG,2025,7,99353,0.0
CNG,2022,12,98903,0.0
PSE,2024,1,98337,0.0
PSE,2025,1,98003,0.0
CNG,2025,5,98225,0.0
Avista,2022,12,99208,0.0
PSE,2021,2,98045,0.0
CNG,2021,4,98625,0.0
PSE,2023,12,98332,0.0
PSE,2023,5,98031,0.0
Avista,2025,4,99111,0.0
PSE,2021,6,98406,0.0
PAC,2020,1,99360,74.0
PSE,2021,8,98290,0.0
PSE,2023,2,98272,0.0
PSE,2022,1,98047,0.0
NWN,2025,1,98663,0.0
CNG,2024,11,98932,0.0
PSE,2025,3,98040,0.0
Avista,2023,6,99011,0.0
NWN,2022,8,98672,0.0
PSE,2021,6,98232,0.0
CNG,2022,2,98295,0.0
PSE,2022,12,98166,0.0
NWN,2022,1,98684,0.0
Avista,2024,7,99101,0.0
NWN,2024,11,98125,0.0
CNG,2023,1,98314,0.0
PAC,2020,11,98908,0.0
PSE,2024,12,98023,0.0
PSE,2024,3,98327,0.0
PSE,2024,2,98589,0.0
PAC,2021,9,98947,0.0
Avista,2022,4,99161,0.0
Avista,2023,7,99110,0.0
PSE,2021,7,98007,0.0
CNG,2021,8,98903,0.0
PSE,2022,10,98204,0.0
Avista,2022,3,99130,0.0
CNG,2021,3,98801,0.0
CNG,2020,5,98936,0.0
CNG,2021,8,98948,0.0
PSE,2024,1,98004,0.0
PSE,2022,9,98445,0.0
PSE,2024,2,98034,0.0
PSE,2022,11,98070,0.0
PAC,2024,11,99360,0.0
CNG,2022,12,98953,0.0
Avista,2023,2,99185,0.0
Avista,2020,3,99137,0.0
CNG,2025,5,98625,0.0
PSE,2021,7,98012,0.0
PSE,2024,2,98225,0.0
Avista,2025,1,99023,0.0
Avista,2025,10,99223,0.0
CNG,2021,1,99338,0.0
CNG,2020,11,98233,0.0
PSE,2022,1,98237,0.0
PSE,2023,6,98332,0.0
Avista,2023,8,99148,0.0
PSE,2025,8,98310,0.0
CNG,2024,9,98274,0.0
Avista,2025,2,99335,0.0
NWN,2021,11,98626,0.0
CNG,2024,2,98901,0.0
PSE,2023,11,98375,0.0
Avista,2024,10,99169,0.0
Avista,2021,12,99022,0.0
Avista,2024,7,99146,0.0
PSE,2025,9,98262,0.0
Avista,2024,11,99171,0.0
Avista,2024,6,99341,0.0
CNG,2021,10,98229,0.0
CNG,2025,5,98271,0.0
PAC,2020,7,99350,0.0
PSE,2020,11,98576,0.0
PSE,2023,10,98516,0.0
NWN,2020,8,98127,0.0
PSE,2022,10,98388,0.0
NWN,2022,10,98642,0.0
PSE,2025,7,98201,0.0
PSE,2023,12,98057,0.0
PSE,2022,4,98466,0.0
NWN,2024,4,98660,0.0
Avista,2021,7,99117,0.0
CNG,2023,8,98524,0.0
PSE,2021,11,98239,0.0
Avista,2024,1,99025,0.0
PSE,2020,3,98310,0.0
PSE,2021,5,98125,0.0
Avista,2025,11,99014,0.0
PSE,2022,11,98087,0.0
CNG,2023,1,99350,0.0
PSE,2021,12,98272,0.0
CNG,2022,1,98244,0.0
PSE,2025,2,98108,0.0
Avista,2022,8,99036,0.0
NWN,2024,5,98674,0.0
PSE,2022,9,98424,0.0
PSE,2020,12,98596,0.0
CNG,2021,12,98948,0.0
Avista,2022,8,99005,0.0
PAC,2024,8,98951,0.0
NWN,2024,9,98671,0.0
NWN,2023,10,98606,0.0
PSE,2024,11,98383,0.0
CNG,2025,6,99337,0.0
NWN,2023,3,98607,0.0
CNG,2025,4,99336,0.0
PSE,2025,6,98271,0.0
PSE,2020,4,98042,0.0
Avista,2022,7,99171,0.0
PAC,2024,10,99350,0.0
PSE,2024,6,98030,0.0
PSE,2024,10,98237,0.0
PAC,2023,9,98921,0.0
CNG,2025,1,98337,0.0
PAC,2023,9,99329,0.0
Avista,2022,5,99125,0.0
NWN,2024,8,97301,0.0
CNG,2024,4,98367,0.0
PSE,2020,5,98065,0.0
PAC,2025,3,99347,21.63
NWN,2025,9,97301,0.0
PSE,2023,12,98596,0.0
PSE,2022,7,98168,0.0
PSE,2025,6,98087,0.0
PSE,2020,7,98056,0.0
PSE,2024,6,98332,0.0
PSE,2020,6,98405,0.0
PSE,2025,11,98380,0.0
Avista,2021,1,99185,0.0
PSE,2021,12,98203,0.0
PSE,2025,9,98007,0.0
CNG,2021,12,98367,0.0
PAC,2024,8,99362,0.0
PSE,2021,6,98418,0.0
PSE,2020,12,98404,0.0
NWN,2025,2,98119,0.0
PSE,2021,5,98503,0.0
Avista,2020,7,99009,0.0
PSE,2024,1,98255,0.0
PSE,2021,1,98346,0.0
Avista,2020,9,99020,0.0
Avista,2022,10,99228,0.0
PSE,2022,5,98074,0.0
CNG,2021,4,98295,0.0
PSE,2020,8,98056,0.0
PAC,2021,4,98930,0.0
CNG,2022,6,98292,0.0
PAC,2023,7,98939,0.0
Avista,2022,8,99220,0.0
CNG,2021,10,98626,0.0
PSE,2022,11,98244,0.0
PAC,2022,5,99360,0.0
Avista,2021,7,99143,0.0
PSE,2020,8,98224,0.0
Avista,2024,12,99031,0.0
PSE,2023,1,98022,0.0
Avista,2024,2,99020,0.0
CNG,2024,8,98247,0.0
CNG,2020,1,98312,0.0
Avista,2022,9,99138,0.0
Avista,2020,6,99012,0.0
PSE,2024,8,98033,0.0
Avista,2025,4,99208,0.0
PSE,2025,9,98033,0.0
NWN,2023,2,98026,0.0
CNG,2023,12,98837,0.0
NWN,2022,9,98119,0.0
PSE,2024,12,98047,0.0
CNG,2024,6,98292,0.0
PSE,2021,12,98029,0.0
CNG,2021,9,98936,0.0
PSE,2023,3,98204,0.0
PSE,2024,4,98102,0.0
CNG,2023,4,98848,0.0
PSE,2020,10,98273,0.0
PSE,2023,5,98513,0.0
PSE,2025,1,98275,0.0
NWN,2024,1,98684,0.0
PSE,2023,3,98255,0.0
PSE,2022,11,98003,0.0
Avista,2023,12,99203,0.0
PAC,2025,5,98951,102.44
CNG,2024,6,99350,0.0
Avista,2020,3,99203,0.0
CNG,2024,1,98240,0.0
PSE,2023,5,98335,0.0
CNG,2022,6,98232,0.0
PSE,2022,8,98045,0.0
PAC,2022,12,99350,0.0
Avista,2022,10,99012,0.0
PSE,2021,2,98047,0.0
PSE,2025,8,98033,0.0
PSE,2024,12,98224,0.0
NWN,2020,5,98685,7.96
CNG,2024,3,98563,0.0
Avista,2024,9,98648,0.0
PSE,2023,5,98074,0.0
NWN,2025,11,98682,0.0
NWN,2023,10,98620,0.0
NWN,2021,12,98663,0.0
PAC,2022,4,99323,0.0
PSE,2023,2,98224,0.0
Avista,2023,4,99335,0.0
CNG,2025,5,99362,0.0
PSE,2020,6,98284,0.0
PSE,2024,8,98028,0.0
PSE,2025,12,98239,0.0
NWN,2024,1,98125,0.0
PAC,2020,5,99362,0.0
NWN,2022,3,98610,0.0
CNG,2022,10,98370,0.0
CNG,2020,3,98584,308.11
Avista,2025,9,99151,0.0
NWN,2021,4,98762,0.0
Avista,2024,3,99130,0.0
CNG,2024,9,99338,0.0
Avista,2023,9,99009,0.0
CNG,2021,5,99301,0.0
Avista,2020,11,99335,0.0
PSE,2020,11,98310,0.0
CNG,2024,4,98292,0.0
Avista,2022,11,99164,0.0
PAC,2023,8,99360,0.0
CNG,2025,9,99301,0.0
PSE,2020,12,98024,0.0
Avista,2022,11,99173,0.0
PSE,2021,1,98239,0.0
PSE,2025,4,98059,0.0
NWN,2020,11,98762,0.0
PAC,2024,12,99328,0.0
Avista,2022,1,99013,0.0
NWN,2023,8,98612,0.0
Avista,2021,11,99131,0.0
PSE,2020,7,98125,0.0
PSE,2024,5,98467,0.0
CNG,2022,1,98345,0.0
PSE,2022,4,98260,0.0
PSE,2022,10,98390,0.0
CNG,2025,6,98310,0.0
NWN,2025,10,97031,0.0
NWN,2024,3,98605,0.0
PSE,2023,5,98327,0.0
Avista,2020,11,99005,0.0
PSE,2021,8,98335,0.0
PSE,2022,7,98346,0.0
PSE,2022,8,98926,0.0
PAC,2020,3,98942,1382.0
PSE,2020,4,98424,0.0
PSE,2022,6,98391,0.0
CNG,2021,1,98930,0.0
NWN,2020,7,98119,0.0
PSE,2020,11,98034,0.0
Avista,2021,3,99181,0.0
Avista,2022,12,99102,0.0
PSE,2025,4,98032,0.0
PSE,2021,11,98266,0.0
PSE,2022,5,98391,0.0
Avista,2023,10,99126,0.0
PSE,2020,12,98022,0.0
PSE,2020,12,98512,0.0
PAC,2024,4,98951,0.0
CNG,2020,3,98223,655.16
PSE,2022,7,98118,0.0
CNG,2022,7,98240,0.0
CNG,2021,3,98312,0.0
Avista,2020,3,99130,0.0
CNG,2023,6,98226,0.0
PSE,2021,12,98148,0.0
Avista,2024,1,99036,0.0
PAC,2021,9,99347,0.0
Avista,2023,10,99018,0.0
CNG,2022,12,98345,0.0
Avista,2021,12,99157,0.0
PSE,2022,5,98118,0.0
PSE,2023,3,98446,0.0
PSE,2020,7,98360,0.0
PSE,2024,9,98204,0.0
PAC,2020,7,99301,0.0
PSE,2020,8,98501,0.0
PSE,2025,9,98103,0.0
CNG,2023,9,98311,0.0
PSE,2023,12,98148,0.0
PAC,2022,9,98930,0.0
Avista,2022,3,99026,0.0
PSE,2023,7,98027,0.0
PAC,2023,2,99329,0.0
CNG,2023,1,98383,0.0
PSE,2021,8,98579,0.0
Avista,2025,12,99403,0.0
CNG,2024,8,98632,0.0
CNG,2021,1,98244,0.0
CNG,2024,4,98383,0.0
PSE,2025,2,98244,0.0
PSE,2023,10,98006,0.0
CNG,2020,4,98284,0.0
CNG,2025,3,98345,0.0
PSE,2021,9,98404,0.0
Avista,2025,4,99008,0.0
PSE,2023,2,98031,0.0
PSE,2024,1,98260,0.0
CNG,2023,9,98632,0.0
PSE,2024,7,98283,0.0
NWN,2024,12,98663,0.0
NWN,2023,5,98685,0.0
PAC,2022,9,99323,0.0
CNG,2023,3,98264,0.0
Avista,2022,1,99179,0.0
CNG,2023,2,98908,0.0
NWN,2022,3,98620,0.0
Avista,2024,3,99022,0.0
Avista,2022,9,99143,0.0
PSE,2023,10,98104,0.0
PSE,2025,9,98597,0.0
Avista,2023,12,99201,0.0
CNG,2021,8,99362,0.0
NWN,2025,10,98674,0.0
Avista,2021,12,99344,0.0
CNG,2024,4,98277,0.0
CNG,2021,5,98932,0.0
CNG,2024,2,99323,0.0
Avista,2025,2,99220,0.0
PSE,2020,9,98445,0.0
PAC,2020,8,98937,0.0
Avista,2025,5,99126,0.0
NWN,2020,3,98660,0.0
Avista,2021,11,99170,0.0
PSE,2024,1,98262,0.0
PSE,2025,7,98155,0.0
CNG,2023,3,98367,0.0
PSE,2022,7,98101,0.0
PAC,2023,3,99323,0.0
PSE,2021,12,98941,0.0
PSE,2021,5,98922,0.0
Avista,2022,4,99185,0.0
PSE,2023,7,98144,0.0
PSE,2020,8,98027,0.0
CNG,2020,3,99352,453.36
Avista,2021,3,99125,0.0
CNG,2025,1,98366,0.0
PSE,2023,7,98342,0.0
NWN,2020,12,98668,0.0
NWN,2022,5,98620,0.0
Avista,2023,8,99228,0.0
PSE,2023,9,98941,0.0
Avista,2025,11,99403,0.0
CNG,2020,9,98284,0.0
Avista,2021,6,99344,0.0
Avista,2024,8,99204,0.0
Avista,2024,7,99164,0.0
PSE,2024,2,98203,0.0
CNG,2024,4,98908,0.0
PSE,2022,7,98327,0.0
CNG,2021,6,99344,0.0
PSE,2025,8,98230,0.0
PSE,2023,8,98125,0.0
Avista,2024,4,99167,0.0
PSE,2021,12,98380,0.0
CNG,2022,8,98948,0.0
Avista,2022,2,99111,0.0
CNG,2020,5,98223,0.0
PSE,2022,9,98513,0.0
PSE,2023,4,98371,0.0
PAC,2023,8,98935,0.0
PSE,2024,11,98934,0.0
CNG,2025,12,98274,0.0
PSE,2023,2,98125,0.0
PSE,2025,9,98104,0.0
Avista,2020,9,99171,0.0
Avista,2023,6,99004,0.0
CNG,2025,10,98942,0.0
NWN,2025,12,98675,0.0
Avista,2022,7,99104,0.0
PSE,2021,9,98118,0.0
PSE,2021,2,98058,0.0
CNG,2023,1,98611,0.0
Avista,2020,6,99005,0.0
Avista,2020,8,99141,0.0
PSE,2021,1,98266,0.0
PSE,2025,8,98311,0.0
CNG,2025,2,99338,0.0
PSE,2021,3,98146,0.0
CNG,2021,9,98277,0.0
Avista,2023,7,99031,0.0
Avista,2020,8,99103,0.0
PSE,2020,8,98038,0.0
Avista,2020,4,99011,0.0
PSE,2021,4,98597,0.0
PSE,2020,4,98004,0.0
Avista,2022,4,99104,0.0
PSE,2025,8,98237,0.0
Avista,2020,12,99326,0.0
Avista,2022,5,99014,0.0
PSE,2025,10,98366,0.0
PSE,2022,6,98021,0.0
Avista,2020,9,99176,0.0
CNG,2024,12,98632,0.0
Avista,2022,11,99134,0.0
PSE,2025,6,98375,0.0
PSE,2020,5,98043,0.0
PSE,2022,2,98390,0.0
NWN,2022,4,98664,0.0
PSE,2024,9,98226,0.0
Avista,2021,6,99011,0.0
PSE,2023,4,98010,0.0
NWN,2024,9,98620,0.0
PSE,2020,6,98031,0.0
CNG,2020,6,98902,0.0
PSE,2024,6,98058,0.0
PSE,2022,12,98310,0.0
NWN,2025,12,98672,0.0
PSE,2020,5,98146,0.0
PSE,2023,7,98055,0.0
PSE,2024,8,98148,0.0
NWN,2025,12,98685,0.0
Avista,2022,7,99025,0.0
CNG,2025,4,98936,0.0
PSE,2021,12,98445,0.0
NWN,2024,1,98604,0.0
PSE,2021,5,98027,0.0
CNG,2021,12,98584,0.0
PSE,2020,4,98346,0.0
PSE,2022,10,98367,0.0
PSE,2021,12,98092,0.0
PSE,2023,6,98024,0.0
PSE,2025,8,98404,0.0
PSE,2024,1,98332,0.0
Avista,2024,8,99143,0.0
PSE,2020,9,98103,0.0
CNG,2023,9,98625,0.0
CNG,2022,2,98264,0.0
Avista,2021,6,99012,0.0
Avista,2022,8,99025,0.0
Avista,2022,3,99164,0.0
PAC,2020,8,98903,0.0
NWN,2021,11,98612,0.0
Avista,2024,2,99102,0.0
PSE,2021,11,98004,0.0
PAC,2022,5,98944,0.0
Avista,2021,2,99029,0.0
CNG,2022,7,99337,0.0
PSE,2021,9,98597,0.0
PAC,2022,3,99363,0.0
PSE,2020,4,98188,0.0
PSE,2024,11,98036,0.0
CNG,2024,10,98932,0.0
PSE,2021,8,98224,0.0
PSE,2025,2,98087,0.0
CNG,2025,2,98936,0.0
PSE,2025,3,98274,0.0
PSE,2025,4,98204,0.0
Avista,2020,7,99156,0.0
PAC,2024,9,99324,0.0
PSE,2025,11,98178,0.0
NWN,2023,1,98642,8.7
PSE,2023,11,98126,0.0
CNG,2023,9,99301,0.0
Avista,2023,4,99164,0.0
PSE,2025,2,98057,0.0
PSE,2024,2,98022,0.0
PSE,2023,6,98446,0.0
NWN,2021,9,98661,0.0
NWN,2020,11,98620,0.0
PSE,2020,4,98037,0.0
CNG,2025,11,98225,0.0
NWN,2023,10,98661,0.0
PSE,2020,6,98102,0.0
Avista,2025,11,99160,0.0
CNG,2022,4,98370,0.0
NWN,2025,1,98665,0.0
CNG,2023,12,98276,0.0
Avista,2025,4,99171,0.0
CNG,2025,9,98932,0.0
PSE,2021,3,98053,0.0
PAC,2023,7,99350,0.0
NWN,2025,10,98671,0.0
Avista,2025,4,99169,0.0
PSE,2022,3,98502,0.0
Avista,2025,6,99205,0.0
PSE,2021,9,98284,0.0
PSE,2020,3,98030,0.0
Avista,2024,2,99170,0.0
Avista,2021,8,99039,0.0
Avista,2021,2,99326,0.0
Avista,2020,6,99109,0.0
CNG,2022,10,98802,0.0
NWN,2023,10,98662,0.0
PSE,2024,5,98008,0.0
Avista,2020,10,99022,0.0
NWN,2024,11,98307,0.0
NWN,2021,5,98675,0.0
PSE,2022,6,98257,0.0
CNG,2021,1,98520,0.0
PSE,2023,6,98203,0.0
NWN,2024,5,97301,0.0
PAC,2025,7,98942,28.06
PSE,2022,10,98011,0.0
PSE,2025,12,98148,0.0
PSE,2025,8,98383,0.0
PSE,2025,5,98532,0.0
PSE,2021,9,98121,0.0
NWN,2023,11,98620,0.0
PSE,2025,1,98023,0.0
PSE,2024,1,98108,0.0
Avista,2023,3,99109,0.0
PSE,2020,11,98232,0.0
PSE,2022,7,98001,0.0
NWN,2023,10,97031,0.0
PSE,2020,6,98057,0.0
PSE,2023,9,98104,0.0
Avista,2024,1,99130,0.0
PAC,2021,9,98923,0.0
PSE,2022,7,98045,0.0
Avista,2021,1,99205,0.0
PSE,2024,5,98311,0.0
Avista,2023,3,99005,0.0
CNG,2025,3,99323,0.0
PSE,2025,11,98031,0.0
Avista,2023,11,98648,0.0
PSE,2025,11,98155,0.0
PSE,2022,2,98208,0.0
PSE,2023,12,98166,0.0
CNG,2020,9,98312,0.0
Avista,2022,2,99158,0.0
PSE,2023,6,98422,0.0
PSE,2020,12,98418,0.0
PSE,2025,5,98531,0.0
PSE,2025,10,98208,0.0
PAC,2020,8,98939,0.0
NWN,2022,2,98686,0.0
Avista,2021,8,99179,0.0
PSE,2021,7,98027,0.0
PSE,2023,2,98321,0.0
CNG,2022,11,99337,0.0
PAC,2021,5,98921,0.0
PSE,2023,6,98122,0.0
CNG,2021,11,99338,0.0
PAC,2022,7,99328,0.0
Avista,2023,7,99156,0.0
CNG,2022,8,98226,0.0
CNG,2020,7,99354,0.0
PSE,2024,8,98010,0.0
Avista,2022,8,99179,0.0
CNG,2020,9,98264,0.0
Avista,2021,9,99201,0.0
NWN,2024,9,98606,0.0
PSE,2021,10,98144,0.0
CNG,2021,1,98563,0.0
PSE,2023,12,98008,0.0
PSE,2021,3,98121,0.0
PSE,2020,8,98312,0.0
PSE,2020,11,98052,0.0
PSE,2023,3,98051,0.0
PSE,2021,6,98168,0.0
CNG,2025,1,98244,0.0
CNG,2021,3,99336,0.0
PSE,2025,4,98065,0.0
PSE,2021,7,98188,0.0
Avista,2020,9,99341,0.0
CNG,2020,8,98902,0.0
PSE,2024,8,98001,0.0
CNG,2021,5,98936,0.0
Avista,2020,10,99202,0.0
CNG,2025,7,99350,0.0
Avista,2025,12,99223,0.0
CNG,2021,11,98557,0.0
PAC,2021,7,98935,0.0
PSE,2023,2,98199,0.0
PSE,2021,8,98204,0.0
PSE,2024,3,98133,0.0
Avista,2022,5,99122,0.0
PSE,2023,8,98446,0.0
Avista,2022,3,99027,0.0
Avista,2021,6,99371,0.0
PSE,2021,5,98045,0.0
PSE,2021,2,98002,0.0
PSE,2022,2,98121,0.0
CNG,2020,2,98232,0.0
CNG,2024,10,98248,0.0
PSE,2020,7,98531,0.0
PAC,2021,8,98903,0.0
CNG,2023,1,98244,0.0
Avista,2023,10,99157,0.0
PSE,2022,11,98310,0.0
PSE,2021,10,98033,0.0
PAC,2023,4,99323,0.0
Avista,2024,7,99403,0.0
Avista,2021,8,99130,0.0
PSE,2023,7,98224,0.0
Avista,2021,3,99130,0.0
PSE,2021,6,98226,0.0
CNG,2020,6,98953,0.0
Avista,2024,8,99224,0.0
PSE,2025,8,98038,0.0
Avista,2021,11,99402,0.0
CNG,2022,2,99301,0.0
PAC,2021,3,99329,0.0
PSE,2024,7,98922,0.0
PSE,2023,10,98274,0.0
Avista,2022,12,99173,0.0
CNG,2024,12,98230,0.0
CNG,2020,7,98383,0.0
NWN,2020,9,98635,0.0
CNG,2023,10,99338,0.0
Avista,2024,12,99005,0.0
PSE,2024,1,98146,0.0
PSE,2020,3,98166,0.0
Avista,2022,12,99223,0.0
PSE,2025,8,98312,0.0
Avista,2022,11,99176,0.0
PSE,2022,7,98003,0.0
CNG,2024,4,98312,0.0
PSE,2023,1,98498,0.0
PSE,2021,5,98101,0.0
PSE,2025,8,98007,0.0
CNG,2025,8,98383,0.0
PSE,2024,8,98112,0.0
Avista,2025,2,99008,0.0
Avista,2020,8,99125,0.0
Avista,2024,2,99008,0.0
NWN,2024,12,98635,0.0
NWN,2022,5,98671,0.0
CNG,2025,4,98292,0.0
PSE,2023,10,98260,0.0
PSE,2021,2,98532,0.0
Avista,2020,5,99170,0.0
Avista,2024,1,99039,0.0
PSE,2024,2,98272,0.0
PSE,2021,10,98576,0.0
Avista,2022,6,99018,0.0
Avista,2020,6,99141,0.0
PSE,2020,12,98579,0.0
NWN,2025,12,98665,0.0
PSE,2020,7,98258,0.0
PSE,2021,11,98374,0.0
PAC,2024,10,98908,0.0
NWN,2020,10,98626,0.0
PAC,2024,4,98938,0.0
CNG,2021,12,98528,0.0
PSE,2022,9,98266,0.0
CNG,2020,4,99352,0.0
PSE,2020,9,98188,0.0
PSE,2025,4,98312,0.0
PSE,2020,7,98103,0.0
Avista,2020,11,99179,0.0
Avista,2021,12,99027,0.0
NWN,2025,11,98642,0.0
CNG,2022,10,99301,0.0
NWN,2024,9,98307,0.0
