Utility,Year,Month,Zip Code,Late Fee Amount
NWN,2020,9,98672,0.0
Avista,2023,6,99212,0.0
PSE,2022,10,98327,0.0
PSE,2021,11,98311,0.0
Avista,2021,3,99163,0.0
PAC,2022,9,98937,0.0
CNG,2025,6,98230,0.0
PSE,2021,10,98121,0.0
CNG,2025,5,98244,0.0
PSE,2022,5,98290,0.0
Avista,2022,9,99019,0.0
Avista,2021,12,99208,0.0
Avista,2023,10,99207,0.0
Avista,2024,1,99173,0.0
PSE,2024,5,98332,0.0
PSE,2023,7,98221,0.0
PSE,2022,10,98392,0.0
PSE,2023,5,98274,0.0
NWN,2025,1,98660,0.0
PSE,2023,6,98499,0.0
CNG,2021,8,98932,0.0
CNG,2020,2,98295,0.0
Avista,2020,8,99129,0.0
Avista,2025,4,99403,0.0
NWN,2025,4,98620,0.0
PSE,2020,5,98597,0.0
PSE,2020,6,98019,0.0
PSE,2025,4,98467,0.0
PSE,2023,8,98275,0.0
PSE,2020,9,98198,0.0
Avista,2022,11,99403,0.0
CNG,2025,3,98802,0.0
PAC,2025,3,99362,50.88
PSE,2025,6,98266,0.0
Avista,2024,10,99005,0.0
PSE,2023,10,98021,0.0
PSE,2021,4,98439,0.0
CNG,2023,6,98229,0.0
NWN,2020,6,98686,0.0
PAC,2020,11,99360,0.0
PSE,2024,7,98337,0.0
CNG,2021,10,99337,0.0
PSE,2023,4,98029,0.0
PAC,2024,12,98953,0.0
PSE,2025,7,98057,0.0
Avista,2023,3,99030,0.0
PSE,2022,1,98027,0.0
CNG,2025,1,99337,0.0
PAC,2024,9,98932,0.0
PAC,2023,3,98935,0.0
PSE,2020,5,98337,0.0
Avista,2025,5,99148,0.0
PSE,2022,7,98360,0.0
PSE,2023,5,98501,0.0
PSE,2020,8,98028,0.0
Avista,2022,12,99126,0.0
PSE,2024,9,98498,0.0
PAC,2022,2,98902,0.0
PSE,2023,1,98031,0.0
CNG,2025,5,98563,0.0
NWN,2023,8,98666,0.0
Avista,2025,10,99026,0.0
PSE,2024,7,98055,0.0
PSE,2021,11,98012,0.0
PSE,2021,12,98444,0.0
CNG,2024,10,99338,0.0
PSE,2023,3,98232,0.0
PSE,2020,3,98375,0.0
PAC,2024,11,98944,0.0
PSE,2024,6,98133,0.0
PSE,2025,11,98177,0.0
CNG,2022,1,99350,0.0
PSE,2022,3,98273,0.0
PAC,2021,4,99328,0.0
CNG,2025,10,98837,0.0
PSE,2022,12,98121,0.0
NWN,2024,12,98125,0.0
CNG,2025,5,99324,0.0
Avista,2024,9,99208,0.0
PSE,2020,9,98022,0.0
Avista,2023,4,99027,0.0
Avista,2022,1,99228,0.0
CNG,2021,2,98295,0.0
PSE,2020,7,98110,0.0
PSE,2022,3,98332,0.0
CNG,2023,3,99337,0.0
PSE,2021,6,98208,0.0
PAC,2020,9,99323,0.0
NWN,2021,6,98660,0.0
Avista,2024,6,99030,0.0
NWN,2022,8,98642,0.0
PSE,2022,12,98056,0.0
PSE,2020,3,98226,0.0
PAC,2023,3,98908,0.0
Avista,2021,11,99019,0.0
PSE,2022,11,98055,0.0
NWN,2024,1,98606,0.0
Avista,2023,11,99117,0.0
Avista,2022,2,99326,0.0
Avista,2024,9,99218,0.0
PSE,2021,8,98405,0.0
CNG,2022,6,98220,0.0
Avista,2021,11,99110,0.0
CNG,2025,11,99323,0.0
NWN,2025,4,98125,0.0
PSE,2021,9,98074,0.0
PSE,2024,5,98072,0.0
Avista,2025,5,99202,0.0
NWN,2020,3,98604,0.0
CNG,2024,3,98277,0.0
PSE,2020,12,98499,0.0
CNG,2021,12,99362,0.0
PSE,2021,7,98004,0.0
CNG,2023,2,99350,0.0
CNG,2020,5,98801,0.0
PSE,2023,10,98033,0.0
PSE,2024,2,98346,0.0
PSE,2023,2,98045,0.0
PSE,2024,9,98026,0.0
PAC,2021,10,98936,0.0
PSE,2020,6,98422,0.0
PSE,2024,7,98037,0.0
PSE,2023,11,98270,0.0
CNG,2023,12,99338,0.0
CNG,2025,11,98584,0.0
CNG,2025,11,98226,0.0
CNG,2020,6,98276,0.0
CNG,2021,2,98848,0.0
Avista,2021,6,99036,0.0
CNG,2023,7,98367,0.0
Avista,2023,8,99033,0.0
CNG,2025,11,98229,0.0
PSE,2020,10,98338,0.0
PSE,2025,12,98226,0.0
CNG,2021,3,99362,0.0
NWN,2025,12,98612,0.0
PSE,2023,5,98104,0.0
PSE,2021,3,98058,0.0
PSE,2022,6,98070,0.0
PSE,2021,9,98038,0.0
PSE,2022,5,98424,0.0
CNG,2022,2,99352,0.0
PSE,2020,10,98055,0.0
PSE,2022,4,98498,0.0
Avista,2020,12,99040,0.0
CNG,2024,11,98953,0.0
PSE,2021,11,98087,0.0
PSE,2021,10,98201,0.0
PSE,2024,3,98022,0.0
PAC,2021,9,98952,0.0
PAC,2022,7,98948,0.0
PSE,2023,6,98597,0.0
PSE,2023,12,98501,0.0
PSE,2021,11,98074,0.0
CNG,2020,12,98584,0.0
Avista,2025,10,99170,0.0
CNG,2025,4,98264,0.0
CNG,2025,4,98274,0.0
CNG,2025,7,98220,0.0
CNG,2023,7,98550,0.0
Avista,2024,5,99151,0.0
Avista,2023,4,99004,0.0
PSE,2023,3,98031,0.0
PSE,2025,1,98118,0.0
CNG,2021,12,99337,0.0
PSE,2020,7,98198,0.0
CNG,2024,3,98848,0.0
NWN,2021,5,98762,0.0
PSE,2021,12,98270,0.0
Avista,2022,1,99208,0.0
CNG,2024,3,98292,0.0
CNG,2023,4,98337,0.0
PSE,2020,9,98273,0.0
PSE,2021,2,98030,0.0
NWN,2023,10,98674,0.0
PAC,2023,4,99363,0.0
PSE,2020,7,98391,0.0
PAC,2024,10,99329,0.0
PAC,2022,11,98921,0.0
CNG,2024,5,98282,0.0
PSE,2020,8,98445,0.0
PSE,2020,3,98118,0.0
Avista,2021,4,99174,0.0
PSE,2024,4,98270,0.0
Avista,2025,9,99023,0.0
PSE,2023,10,98155,0.0
Avista,2020,12,99158,0.0
PSE,2024,10,98053,0.0
Avista,2025,9,99031,0.0
PAC,2022,1,98944,0.0
PSE,2024,5,98391,0.0
PSE,2023,3,98310,0.0
CNG,2021,6,98932,0.0
CNG,2020,11,98221,0.0
PAC,2023,8,98937,0.0
NWN,2020,7,98127,0.0
Avista,2022,7,99114,0.0
Avista,2020,10,99111,0.0
PAC,2024,2,99362,0.0
Avista,2024,12,99141,0.0
PSE,2025,8,98072,0.0
CNG,2021,10,99362,0.0
CNG,2020,1,98277,0.0
PSE,2025,12,98208,0.0
Avista,2024,6,99176,0.0
Avista,2025,3,99003,0.0
CNG,2022,12,98271,0.0
CNG,2023,4,99352,0.0
CNG,2024,5,98584,0.0
PSE,2023,6,98404,0.0
PSE,2024,7,98117,0.0
CNG,2025,8,98953,0.0
PSE,2025,11,98516,0.0
NWN,2022,4,98604,0.0
PSE,2025,2,98146,0.0
NWN,2024,7,98663,0.0
CNG,2025,9,98930,0.0
Avista,2024,10,99149,0.0
PSE,2023,10,98109,0.0
CNG,2025,9,98908,0.0
NWN,2022,2,98648,0.0
PSE,2022,10,98332,0.0
NWN,2023,12,98663,0.0
PSE,2021,9,98119,0.0
Avista,2025,2,99107,0.0
PSE,2020,7,98012,0.0
PAC,2024,7,98901,0.0
PSE,2025,8,98043,0.0
Avista,2020,11,99171,0.0
CNG,2024,1,98942,0.0
PSE,2025,10,98498,0.0
NWN,2021,11,98639,0.0
PSE,2022,11,98404,0.0
PAC,2020,4,99363,0.0
PSE,2023,10,98001,0.0
NWN,2023,4,98674,0.0
PSE,2023,11,98201,0.0
PSE,2025,9,98404,0.0
Avista,2021,11,99001,0.0
PAC,2020,2,99362,3020.0
PSE,2022,4,98366,0.0
PSE,2020,8,98021,0.0
Avista,2025,3,99129,0.0
PSE,2024,11,98029,0.0
PSE,2021,12,98391,0.0
Avista,2021,9,99260,0.0
Avista,2020,11,99126,0.0
PSE,2024,10,98038,0.0
PSE,2022,7,98275,0.0
NWN,2022,4,98648,0.0
CNG,2020,3,98557,21.81
NWN,2021,3,98671,0.0
PAC,2022,3,98948,0.0
Avista,2024,11,99003,0.0
PSE,2025,7,98446,0.0
Avista,2021,6,99009,0.0
PSE,2025,3,98043,0.0
PSE,2025,7,98439,0.0
PAC,2025,4,98902,54.2
PSE,2025,12,98105,0.0
NWN,2025,11,98119,0.0
PSE,2025,11,98003,0.0
PSE,2025,7,98040,0.0
Avista,2020,5,99220,0.0
CNG,2023,3,98584,0.0
Avista,2020,6,99341,0.0
Avista,2025,5,99161,0.0
PSE,2020,11,98275,0.0
CNG,2021,8,98230,0.0
PSE,2021,4,98922,0.0
PSE,2022,5,98444,0.0
PSE,2020,12,98026,0.0
Avista,2023,2,99174,0.0
CNG,2025,6,98848,0.0
NWN,2022,2,98668,0.0
PSE,2024,8,98380,0.0
Avista,2022,3,99206,0.0
PSE,2022,3,98056,0.0
CNG,2025,3,98230,0.0
NWN,2023,9,98026,0.0
NWN,2021,2,98671,0.0
PSE,2024,9,98516,0.0
PSE,2020,4,98038,0.0
CNG,2023,1,98632,0.0
PSE,2025,4,98239,0.0
Avista,2023,8,99039,0.0
PSE,2024,4,98028,0.0
Avista,2021,2,99403,0.0
PSE,2025,5,98117,0.0
PSE,2022,5,98008,0.0
Avista,2020,5,99146,0.0
Avista,2023,10,99167,0.0
CNG,2020,1,98936,0.0
PSE,2022,3,98001,0.0
Avista,2023,6,99134,0.0
PSE,2023,7,98239,0.0
PSE,2020,7,98028,0.0
PSE,2021,12,98926,0.0
PSE,2023,9,98501,0.0
Avista,2021,10,99212,0.0
PSE,2023,2,98506,0.0
PSE,2022,10,98118,0.0
CNG,2020,10,98367,0.0
Avista,2025,11,99179,0.0
PSE,2023,6,98589,0.0
Avista,2025,5,99030,0.0
PSE,2024,10,98116,0.0
PSE,2020,11,98941,0.0
PSE,2021,10,98270,0.0
PSE,2025,1,98042,0.0
CNG,2020,2,98273,0.0
PSE,2022,11,98010,0.0
PSE,2025,11,98375,0.0
PSE,2024,2,98290,0.0
Avista,2024,4,98857,0.0
CNG,2022,9,98220,0.0
PSE,2025,6,98146,0.0
CNG,2022,4,99336,0.0
CNG,2025,5,98282,0.0
CNG,2020,2,98276,0.0
PSE,2024,5,98255,0.0
PSE,2021,9,98516,0.0
NWN,2023,2,98648,0.0
Avista,2024,5,99207,0.0
Avista,2021,10,99371,0.0
CNG,2020,7,98277,0.0
PSE,2021,7,98005,0.0
PSE,2022,3,98272,0.0
PSE,2024,10,98408,0.0
PSE,2025,2,98178,0.0
Avista,2021,7,99206,0.0
PSE,2021,9,98178,0.0
PAC,2024,11,98952,0.0
CNG,2025,9,98936,0.0
Avista,2024,2,99202,0.0
PSE,2024,4,98372,0.0
PSE,2021,5,98406,0.0
Avista,2023,9,99037,0.0
PSE,2022,6,98036,0.0
PAC,2025,9,98935,6.37
PSE,2025,4,98051,0.0
PSE,2021,3,98019,0.0
PSE,2025,7,98346,0.0
CNG,2020,3,99301,385.98
Avista,2021,7,99013,0.0
Avista,2023,4,99130,0.0
PSE,2023,2,98119,0.0
CNG,2022,2,98942,0.0
PAC,2023,7,99328,0.0
CNG,2023,9,99352,0.0
NWN,2025,12,98606,0.0
PSE,2025,11,98589,0.0
CNG,2023,6,98282,0.0
PSE,2023,6,98109,0.0
NWN,2024,3,98685,0.0
PSE,2022,7,98053,0.0
PSE,2023,6,98373,0.0
CNG,2024,6,99354,0.0
PSE,2023,9,98117,0.0
PSE,2022,5,98272,0.0
PSE,2021,1,98027,0.0
PSE,2021,1,98391,0.0
Avista,2025,3,99005,0.0
Avista,2024,4,99005,0.0
PSE,2022,11,98144,0.0
PSE,2024,9,98439,0.0
Avista,2025,10,99006,0.0
PSE,2023,5,98055,0.0
PSE,2024,12,98532,0.0
NWN,2022,2,98674,0.0
PSE,2021,1,98233,0.0
PSE,2022,1,98125,0.0
PSE,2023,1,98390,0.0
NWN,2020,8,98635,0.0
PSE,2021,2,98404,0.0
PSE,2020,8,98168,0.0
PSE,2021,3,98008,0.0
CNG,2022,6,98223,0.0
CNG,2024,9,98848,0.0
NWN,2024,2,98686,0.0
CNG,2020,6,99336,0.0
PSE,2022,11,98012,0.0
PSE,2021,12,98499,0.0
PSE,2021,10,98424,0.0
PSE,2023,8,98029,0.0
CNG,2024,3,98282,0.0
PSE,2023,3,98516,0.0
Avista,2022,5,99326,0.0
Avista,2020,5,99138,0.0
PSE,2020,7,98022,0.0
PSE,2024,8,98119,0.0
PAC,2024,9,98930,0.0
Avista,2021,10,99148,0.0
Avista,2021,11,99146,0.0
PSE,2021,5,98311,0.0
Avista,2025,11,99113,0.0
PSE,2023,10,98335,0.0
CNG,2025,7,98524,0.0
CNG,2025,10,98337,0.0
PAC,2022,9,99348,0.0
CNG,2022,5,98902,0.0
CNG,2025,6,98563,0.0
CNG,2024,4,98632,0.0
PSE,2021,6,98117,0.0
PSE,2021,8,98576,0.0
CNG,2024,5,98244,0.0
PSE,2022,5,98103,0.0
Avista,2021,6,98648,0.0
CNG,2024,11,98550,0.0
CNG,2024,3,98942,0.0
NWN,2022,1,98617,0.0
PSE,2023,7,98006,0.0
CNG,2021,7,98951,0.0
NWN,2024,7,98686,0.0
PSE,2020,10,98499,0.0
PSE,2022,12,98058,0.0
Avista,2022,8,99131,0.0
PSE,2025,7,98226,0.0
NWN,2022,11,98605,0.0
Avista,2023,11,99029,0.0
Avista,2023,9,99167,0.0
PSE,2025,11,98055,0.0
NWN,2022,3,98683,0.0
CNG,2021,10,98520,0.0
NWN,2020,10,98665,0.0
PSE,2024,7,98010,0.0
PSE,2022,11,98467,0.0
Avista,2025,1,99025,0.0
PSE,2023,5,98371,0.0
PSE,2025,12,98133,0.0
Avista,2023,7,99030,0.0
PSE,2024,2,98024,0.0
PSE,2024,4,98388,0.0
PSE,2020,7,98072,0.0
NWN,2020,7,98671,0.0
Avista,2020,5,99149,0.0
PSE,2023,5,98408,0.0
Avista,2023,7,99138,0.0
NWN,2021,1,98672,0.0
NWN,2022,5,98629,0.0
Avista,2021,2,99156,0.0
NWN,2025,7,98682,0.0
PSE,2021,3,98148,0.0
PSE,2024,10,98168,0.0
Avista,2024,2,99107,0.0
PSE,2024,5,98283,0.0
PSE,2023,7,98290,0.0
PSE,2024,11,98506,0.0
PSE,2024,2,98117,0.0
PSE,2025,2,98031,0.0
NWN,2021,6,98606,0.0
Avista,2024,8,99149,0.0
Avista,2024,4,99040,0.0
CNG,2024,12,98257,0.0
PSE,2025,6,98338,0.0
Avista,2023,12,99171,0.0
PSE,2022,12,98022,0.0
Avista,2023,5,99223,0.0
CNG,2020,2,98903,0.0
CNG,2021,4,98229,0.0
PSE,2024,1,98032,0.0
NWN,2021,11,98648,0.0
Avista,2023,12,99101,0.0
PSE,2021,12,98027,0.0
NWN,2025,5,98607,0.0
CNG,2020,3,98563,84.14
PSE,2025,12,98424,0.0
Avista,2025,9,99126,0.0
CNG,2024,1,98225,0.0
PSE,2024,9,98404,0.0
PSE,2022,12,98092,0.0
Avista,2021,12,99023,0.0
Avista,2025,1,99034,0.0
Avista,2023,7,99025,0.0
NWN,2021,8,98762,0.0
Avista,2020,10,99203,0.0
PSE,2023,2,98512,0.0
NWN,2025,4,98601,0.0
PSE,2020,6,98402,0.0
PSE,2021,9,98922,0.0
PSE,2024,10,98126,0.0
PAC,2022,10,99360,0.0
CNG,2025,10,99324,0.0
PSE,2022,12,98373,0.0
CNG,2025,7,98936,0.0
Avista,2023,7,99144,0.0
Avista,2023,6,99114,0.0
PSE,2025,6,98258,0.0
PSE,2022,1,98144,0.0
NWN,2020,11,98660,0.0
CNG,2020,3,98311,761.57
PAC,2020,3,98902,21.0
PSE,2025,3,98439,0.0
Avista,2024,4,99004,0.0
PSE,2020,8,98359,0.0
PSE,2023,10,98003,0.0
PSE,2021,10,98001,0.0
PSE,2020,12,98370,0.0
CNG,2022,5,98674,0.0
PSE,2025,4,98105,0.0
CNG,2024,12,98802,0.0
PSE,2020,3,98232,0.0
Avista,2021,4,99006,0.0
PSE,2021,7,98010,0.0
Avista,2022,8,99174,0.0
Avista,2024,12,99131,0.0
PSE,2024,2,98109,0.0
PSE,2025,3,98338,0.0
PSE,2025,4,98506,0.0
PSE,2023,5,98239,0.0
Avista,2024,11,99224,0.0
NWN,2022,12,98607,0.0
PSE,2020,5,98221,0.0
PSE,2025,4,98178,0.0
PSE,2022,8,98597,0.0
CNG,2021,1,98292,0.0
CNG,2022,3,98225,0.0
Avista,2024,2,99223,0.0
PAC,2022,4,98933,0.0
Avista,2025,10,99117,0.0
NWN,2024,8,98604,0.0
Avista,2024,2,98620,0.0
PSE,2023,2,98112,0.0
PSE,2022,7,98011,0.0
PAC,2024,10,98902,0.0
PAC,2022,10,98939,0.0
Avista,2022,3,99013,0.0
Avista,2025,11,99148,0.0
PSE,2024,2,98404,0.0
PSE,2024,3,98203,0.0
NWN,2021,6,98686,0.0
PAC,2022,9,98933,0.0
PSE,2023,1,98466,0.0
PSE,2025,5,98110,0.0
PSE,2021,7,98148,0.0
Avista,2024,10,99218,0.0
PSE,2022,3,98126,0.0
NWN,2025,12,98119,0.0
NWN,2020,6,98664,0.0
PSE,2022,2,98312,0.0
Avista,2024,11,99146,0.0
Avista,2022,4,99341,0.0
PAC,2024,6,98951,0.0
PAC,2023,2,98921,0.0
PSE,2022,3,98028,0.0
NWN,2025,7,98617,0.0
CNG,2020,5,98229,0.0
PSE,2025,6,98445,0.0
NWN,2021,6,98628,0.0
Avista,2022,7,99039,0.0
PSE,2022,11,98258,0.0
PAC,2020,1,98938,176.0
PSE,2024,9,98260,0.0
CNG,2025,6,98524,0.0
PSE,2024,10,98391,0.0
Avista,2025,4,99335,0.0
Avista,2022,4,99011,0.0
Avista,2025,5,99163,0.0
PSE,2023,12,98274,0.0
Avista,2024,5,99176,0.0
PSE,2022,9,98516,0.0
PSE,2024,6,98019,0.0
PSE,2021,11,98042,0.0
CNG,2024,9,98337,0.0
PSE,2024,12,98155,0.0
CNG,2023,1,98257,0.0
PSE,2025,1,98439,0.0
NWN,2024,1,98607,0.0
CNG,2025,5,98257,0.0
PAC,2024,9,98947,0.0
Avista,2024,10,99027,0.0
PSE,2023,5,98040,0.0
PSE,2021,1,98284,0.0
CNG,2025,8,98550,0.0
PSE,2020,10,98168,0.0
PSE,2024,2,98012,0.0
NWN,2024,2,98601,0.0
PAC,2021,10,98937,0.0
NWN,2021,12,98682,0.0
Avista,2020,5,99025,0.0
PSE,2022,6,98922,0.0
PSE,2022,5,98327,0.0
NWN,2024,2,98635,0.0
PSE,2020,10,98047,0.0
Avista,2021,1,99113,0.0
CNG,2022,10,99352,0.0
PSE,2024,3,98338,0.0
CNG,2020,4,98383,0.0
CNG,2025,5,98221,0.0
PSE,2023,7,98033,0.0
Avista,2024,9,99033,0.0
PSE,2023,1,98512,0.0
Avista,2023,10,99101,0.0
PSE,2020,11,98274,0.0
PSE,2023,3,98208,0.0
CNG,2022,2,99323,0.0
PSE,2020,9,98148,0.0
PSE,2020,10,98359,0.0
Avista,2021,2,99025,0.0
PSE,2023,4,98125,0.0
CNG,2025,6,98370,0.0
Avista,2022,7,99128,0.0
PSE,2022,8,98122,0.0
NWN,2024,12,98127,0.0
PSE,2020,9,98271,0.0
PSE,2020,12,98036,0.0
Avista,2025,12,99037,0.0
CNG,2021,4,99336,0.0
PSE,2020,10,98122,0.0
PSE,2020,3,98346,0.0
PSE,2021,3,98225,0.0
Avista,2025,3,99110,0.0
PSE,2024,11,98126,0.0
NWN,2020,3,98208,0.0
CNG,2021,10,99352,0.0
Avista,2020,9,99403,0.0
Avista,2021,2,99344,0.0
Avista,2021,3,99138,0.0
PSE,2020,3,98312,0.0
Avista,2025,7,99022,0.0
Avista,2023,7,99130,0.0
PSE,2024,9,98239,0.0
Avista,2020,10,99160,0.0
Avista,2022,10,99020,0.0
Avista,2022,8,99156,0.0
PSE,2023,8,98390,0.0
PSE,2025,10,98390,0.0
Avista,2021,8,99032,0.0
Avista,2021,5,99114,0.0
PSE,2020,11,98125,0.0
NWN,2023,3,98685,0.0
PSE,2024,3,98146,0.0
Avista,2022,8,99126,0.0
NWN,2022,6,98607,0.0
Avista,2020,5,99164,0.0
PSE,2021,9,98392,0.0
CNG,2021,5,99323,0.0
PAC,2021,7,99328,0.0
PAC,2024,7,99329,0.0
CNG,2021,1,98908,0.0
PSE,2025,12,98258,0.0
PAC,2020,6,99324,0.0
PAC,2021,9,99360,0.0
CNG,2025,10,98314,0.0
NWN,2023,2,98620,0.0
Avista,2021,3,99170,0.0
Avista,2024,9,99344,0.0
PSE,2024,8,98387,0.0
PSE,2023,8,98010,0.0
PSE,2021,10,98008,0.0
PSE,2025,11,98312,0.0
PSE,2023,9,98589,0.0
PSE,2024,1,98248,0.0
Avista,2025,8,99173,0.0
Avista,2021,10,99018,0.0
CNG,2025,3,99338,0.0
PSE,2020,8,98367,0.0
PSE,2025,2,98019,0.0
PSE,2021,5,98057,0.0
PSE,2023,1,98332,0.0
PSE,2021,7,98338,0.0
NWN,2025,7,97301,0.0
PSE,2023,5,98392,0.0
PSE,2021,10,98105,0.0
CNG,2024,2,98837,0.0
PSE,2022,11,98021,0.0
CNG,2023,5,98221,0.0
Avista,2024,9,99173,0.0
CNG,2020,10,99354,0.0
CNG,2020,3,98942,299.21
PSE,2020,7,98409,0.0
Avista,2020,6,99014,0.0
PAC,2022,9,99324,0.0
Avista,2020,11,99371,0.0
PSE,2024,11,98498,0.0
PSE,2023,10,98266,0.0
PSE,2023,9,98260,0.0
Avista,2023,3,99161,0.0
PSE,2023,7,98273,0.0
PSE,2025,12,98512,0.0
Avista,2022,4,99228,0.0
Avista,2021,10,99176,0.0
PSE,2023,5,98002,0.0
PSE,2024,9,98043,0.0
CNG,2022,9,98557,0.0
Avista,2021,12,99036,0.0
Avista,2023,4,99018,0.0
Avista,2024,8,99160,0.0
Avista,2024,6,99160,0.0
PAC,2024,3,98902,0.0
PSE,2022,7,98102,0.0
PAC,2021,3,99347,0.0
PSE,2021,11,98409,0.0
CNG,2022,10,98273,0.0
Avista,2025,8,99223,0.0
Avista,2023,11,99122,0.0
PSE,2021,4,98371,0.0
CNG,2025,12,98247,0.0
Avista,2025,1,99125,0.0
CNG,2025,12,99354,0.0
Avista,2022,4,99101,0.0
CNG,2023,10,98936,0.0
CNG,2025,11,98271,0.0
PSE,2022,4,98446,0.0
PSE,2024,1,98118,0.0
PSE,2024,4,98284,0.0
Avista,2025,4,99030,0.0
PSE,2021,2,98934,0.0
PSE,2025,8,98370,0.0
NWN,2023,5,98026,0.0
PSE,2020,12,98445,0.0
NWN,2024,1,97031,0.0
PAC,2023,8,98923,0.0
Avista,2025,4,99040,0.0
Avista,2025,3,99228,0.0
CNG,2025,5,98240,0.0
PSE,2025,3,98466,0.0
CNG,2025,4,98220,0.0
PSE,2022,3,98031,0.0
PAC,2024,3,98936,0.0
PSE,2024,10,98532,0.0
PSE,2023,10,98277,0.0
CNG,2021,3,99301,0.0
NWN,2025,3,98628,0.0
CNG,2020,10,98247,0.0
PSE,2025,11,98321,0.0
Avista,2025,5,99128,0.0
PSE,2023,5,98036,0.0
Avista,2022,6,99131,0.0
PSE,2020,11,98342,0.0
CNG,2023,11,98951,0.0
PSE,2024,3,98271,0.0
Avista,2024,7,99207,0.0
PSE,2023,6,98388,0.0
NWN,2020,8,98674,0.0
PSE,2022,7,98031,0.0
PSE,2025,6,98498,0.0
PSE,2023,7,98579,0.0
PSE,2020,12,98244,0.0
PSE,2021,6,98337,0.0
NWN,2023,2,98601,0.0
Avista,2023,9,98620,0.0
CNG,2025,1,99323,0.0
PSE,2022,7,98274,0.0
PAC,2024,6,98903,0.0
PAC,2025,3,98953,7.1
PSE,2021,3,98102,0.0
Avista,2024,12,99029,0.0
PSE,2021,4,98260,0.0
PSE,2025,6,98021,0.0
Avista,2020,10,99157,0.0
Avista,2024,9,99020,0.0
NWN,2022,1,98662,0.0
CNG,2023,5,98312,0.0
Avista,2025,11,99030,0.0
Avista,2020,4,99201,0.0
Avista,2025,7,99033,0.0
PSE,2024,2,98312,0.0
NWN,2022,5,98648,0.0
PSE,2023,8,98027,0.0
NWN,2024,1,98612,0.0
PSE,2023,5,98030,0.0
PSE,2023,4,98177,0.0
PAC,2021,10,99328,0.0
NWN,2022,5,98672,0.0
CNG,2023,8,98230,0.0
Avista,2020,3,99102,0.0
PSE,2024,2,98392,0.0
Avista,2020,4,99110,0.0
NWN,2024,5,98604,0.0
PSE,2020,9,98926,0.0
CNG,2025,4,98257,0.0
PAC,2021,11,99363,0.0
PSE,2020,9,98375,0.0
Avista,2022,4,99156,0.0
CNG,2025,6,98225,0.0
PSE,2022,12,98360,0.0
Avista,2025,6,99216,0.0
Avista,2025,7,99111,0.0
PSE,2023,7,98332,0.0
PSE,2025,5,98239,0.0
Avista,2020,4,99260,0.0
CNG,2024,11,98337,0.0
Avista,2023,2,99260,0.0
CNG,2024,1,98221,0.0
Avista,2023,7,99029,0.0
CNG,2024,1,99352,0.0
PSE,2021,10,98004,0.0
PAC,2022,2,98938,0.0
NWN,2025,6,98628,0.0
PSE,2021,10,98224,0.0
Avista,2020,9,99103,0.0
PSE,2023,2,98177,0.0
PSE,2024,2,98226,0.0
PAC,2023,1,98901,0.0
PSE,2024,6,98390,0.0
Avista,2022,4,99160,0.0
Avista,2020,10,99218,0.0
Avista,2024,10,99223,0.0
PSE,2023,11,98404,0.0
NWN,2022,1,98675,0.0
PSE,2023,4,98024,0.0
NWN,2022,6,97301,0.0
PSE,2022,5,98248,0.0
Avista,2025,3,99148,0.0
NWN,2022,11,98660,0.0
CNG,2021,12,98901,0.0
PSE,2021,3,98373,0.0
CNG,2021,6,98611,0.0
Avista,2020,8,99117,0.0
NWN,2025,8,98307,0.0
NWN,2022,4,98685,0.0
CNG,2023,11,99352,0.0
CNG,2022,1,98524,0.0
PSE,2022,1,98199,0.0
PSE,2022,10,98106,0.0
PSE,2024,10,98284,0.0
PSE,2020,7,98108,0.0
NWN,2020,10,98612,0.0
NWN,2020,7,98668,0.0
Avista,2025,4,99005,0.0
Avista,2020,3,99171,0.0
PSE,2022,4,98262,0.0
NWN,2022,1,98605,0.0
PSE,2024,2,98019,0.0
PSE,2021,5,98001,0.0
PAC,2022,11,99348,0.0
NWN,2024,8,98307,0.0
Avista,2024,9,99018,0.0
PSE,2023,9,98010,0.0
PSE,2025,12,98387,0.0
PSE,2024,6,98402,0.0
Avista,2023,4,99037,0.0
PSE,2023,4,98327,0.0
NWN,2024,12,98682,-15.0
CNG,2021,6,98550,0.0
Avista,2021,11,99159,0.0
PSE,2024,10,98941,0.0
Avista,2020,4,99173,0.0
Avista,2023,10,99151,0.0
NWN,2023,3,98675,0.0
Avista,2023,11,99008,0.0
PAC,2024,11,98936,0.0
Avista,2024,9,99003,0.0
Avista,2023,2,99402,0.0
PSE,2020,3,98043,0.0
PSE,2024,10,98934,0.0
PSE,2022,9,98042,0.0
NWN,2021,11,98127,0.0
PSE,2022,6,98037,0.0
PSE,2022,3,98032,0.0
CNG,2021,4,98240,0.0
PAC,2020,8,99360,0.0
PSE,2022,10,98092,0.0
PSE,2024,2,98406,0.0
PSE,2023,11,98034,0.0
CNG,2022,5,98248,0.0
PSE,2021,6,98125,0.0
PSE,2022,9,98274,0.0
CNG,2024,4,98932,0.0
CNG,2023,11,98257,0.0
NWN,2023,1,98617,0.0
PSE,2022,11,98273,0.0
Avista,2022,4,99207,0.0
CNG,2024,2,98563,0.0
PSE,2020,3,98589,0.0
NWN,2022,12,98119,0.0
PSE,2020,11,98057,0.0
Avista,2021,1,99011,0.0
PSE,2024,1,98466,0.0
Avista,2024,6,99012,0.0
CNG,2025,5,99301,0.0
CNG,2021,4,98274,0.0
