Utility,Year,Month,Zip Code,Vintage,Arrearage_Amount
CNG,2023,2,98345,60 Days,741.09
Avista,2024,7,99151,Total Arrearages,696.9
NWN,2025,9,98607,Total Arrearages,34494.71
Avista,2024,6,99223,60 Days,80768.41
Avista,2024,3,99026,60 Days,5403.62
PSE,2021,11,98276,30 Days,2995.1
CNG,2020,9,98902,Total Arrearages,162088.99
Avista,2022,1,99016,60 Days,32177.71
Avista,2024,6,99126,90 Days +,3474.99
PSE,2022,6,98396,60 Days,751.4
CNG,2023,6,98848,60 Days,15.82
PSE,2025,4,98943,Total Arrearages,61796.55
Avista,2023,6,99205,90 Days +,290982.88
PSE,2023,5,98104,Total Arrearages,24344.47
Avista,2025,7,99326,30 Days,216.08
PAC,2022,5,98951,Total Arrearages,713087.45
CNG,2024,9,98273,60 Days,4165.03
PSE,2020,11,98005,Total Arrearages,186189.43
Avista,2022,9,99174,90 Days +,638.71
PSE,2025,9,98039,Total Arrearages,70390.8
PSE,2020,4,98277,90 Days +,219973.99
Avista,2024,4,99207,30 Days,190976.62
Avista,2024,3,99151,60 Days,1252.58
PAC,2024,10,99323,30 Days,23298.37
PSE,2021,6,98579,90 Days +,276519.88
Avista,2021,1,99204,Total Arrearages,186233.91
Avista,2021,7,99036,30 Days,34.34
Avista,2022,7,99403,30 Days,46389.7
PSE,2025,8,98296,30 Days,14715.95
PSE,2021,8,98024,30 Days,11176.0
PSE,2021,6,98072,Total Arrearages,220135.28
Avista,2022,12,99032,90 Days +,4644.05
NWN,2024,3,98626,30 Days,0.0
PSE,2022,3,98277,Total Arrearages,1247109.71
PSE,2020,5,98310,90 Days +,126109.12
Avista,2022,1,99216,60 Days,51970.42
PSE,2025,2,98068,60 Days,1338.1
PSE,2023,3,98513,Total Arrearages,1478788.01999999
CNG,2022,4,98337,Total Arrearages,39451.58
PSE,2024,8,98345,60 Days,1207.22
Avista,2022,2,99203,90 Days +,95211.53
NWN,2024,6,98617,30 Days,0.0
PSE,2021,7,98058,60 Days,106759.0
PSE,2020,4,98116,90 Days +,6200.06
Avista,2022,8,99036,90 Days +,28.5
CNG,2022,10,98312,60 Days,5237.52
PSE,2024,10,98199,Total Arrearages,94242.19
PSE,2021,7,98946,Total Arrearages,19943.0
PSE,2025,8,98531,30 Days,27010.51
PSE,2021,10,98421,90 Days +,728.78
PSE,2021,2,98409,90 Days +,56636.8
PAC,2023,10,98932,90 Days +,202672.7
CNG,2021,1,99323,60 Days,252.99
Avista,2020,12,99403,Total Arrearages,352086.16
Avista,2021,2,99148,60 Days,8514.42
PSE,2025,7,98052,90 Days +,749952.729999998
CNG,2022,9,98275,30 Days,11.73
NWN,2023,11,98762,90 Days +,0.0
CNG,2020,11,98244,30 Days,107.82
PSE,2020,7,98262,60 Days,1387.79
Avista,2024,12,99179,60 Days,229.17
Avista,2022,10,99111,Total Arrearages,42414.25
PSE,2025,4,98295,90 Days +,24215.78
CNG,2025,7,98248,Total Arrearages,69765.31
CNG,2022,5,98345,Total Arrearages,2324.85
PSE,2025,5,98271,90 Days +,63484.79
Avista,2025,1,99113,60 Days,654.95
Avista,2020,7,99143,60 Days,1305.56
PSE,2020,12,98235,90 Days +,1462.12
NWN,2024,1,98686,30 Days,32563.4
PSE,2020,10,98327,Total Arrearages,74875.19
PAC,2025,8,98944,Total Arrearages,563977.52
PSE,2022,9,98178,Total Arrearages,199717.699999999
PSE,2023,7,98148,Total Arrearages,427745.06
PSE,2020,4,98203,60 Days,11570.36
CNG,2024,5,99354,30 Days,8519.43
CNG,2024,11,98611,90 Days +,151.93
PSE,2025,5,98031,Total Arrearages,2277077.42
PSE,2024,9,98198,Total Arrearages,1983793.34
Avista,2024,5,99019,60 Days,14532.77
PSE,2025,1,98264,90 Days +,245954.009999999
PSE,2025,6,98506,90 Days +,409975.92
Avista,2025,1,99219,30 Days,0.0
PSE,2022,8,98267,Total Arrearages,41905.9
NWN,2020,6,98605,30 Days,414.55
Avista,2022,6,99156,90 Days +,0.0
PSE,2020,7,98019,60 Days,1970.5
PSE,2025,6,98019,30 Days,40073.03
PSE,2021,8,98229,90 Days +,323243.0
Avista,2022,11,99104,30 Days,0.0
NWN,2025,1,98672,90 Days +,949.3
PSE,2021,4,98499,90 Days +,89125.41
Avista,2022,12,99026,90 Days +,4906.58
PSE,2022,5,98340,60 Days,9538.65
PSE,2022,8,98346,30 Days,23375.45
PSE,2025,1,98029,30 Days,114668.24
CNG,2023,5,98314,90 Days +,0.0
PAC,2022,2,98920,60 Days,84.39
PSE,2023,4,98390,Total Arrearages,621830.66
PSE,2020,8,98340,30 Days,3352.78
PAC,2024,9,98932,90 Days +,78917.52
PSE,2020,5,98019,Total Arrearages,146135.26
Avista,2024,6,99149,90 Days +,403.88
PSE,2021,6,98934,Total Arrearages,47402.56
PSE,2021,9,98221,Total Arrearages,292942.0
Avista,2023,8,99004,30 Days,3113.78
Avista,2023,6,99164,60 Days,0.0
PAC,2024,3,98603,30 Days,362.02
PAC,2023,11,99361,90 Days +,6824.52
PSE,2021,10,98203,90 Days +,87246.09
Avista,2020,8,99156,Total Arrearages,0.0
PAC,2025,7,98935,Total Arrearages,76905.6
PSE,2024,2,98102,60 Days,11780.68
CNG,2023,12,98528,Total Arrearages,1458.56
PSE,2021,6,98224,90 Days +,14938.9
PSE,2023,6,98346,90 Days +,253636.109999999
Avista,2021,3,99022,30 Days,12333.67
Avista,2024,8,99111,90 Days +,20815.67
PSE,2022,10,98580,60 Days,26071.9
PSE,2022,8,98498,Total Arrearages,968912.26
CNG,2023,8,98563,30 Days,1103.87
PSE,2021,11,98273,30 Days,76909.05
PSE,2020,7,98372,60 Days,57395.71
PSE,2022,6,98029,Total Arrearages,583665.39
CNG,2022,5,98944,30 Days,14442.43
Avista,2025,11,99212,Total Arrearages,246176.91
CNG,2024,7,98221,60 Days,12913.21
PSE,2021,2,98240,Total Arrearages,115563.24
NWN,2023,2,98208,30 Days,0.0
PAC,2023,5,98953,30 Days,10326.84
PSE,2020,7,98166,60 Days,14973.89
CNG,2021,3,98292,Total Arrearages,31674.64
PAC,2024,12,98930,60 Days,16525.0
CNG,2024,10,98240,Total Arrearages,774.31
PSE,2023,12,98201,30 Days,26656.78
PAC,2020,4,98937,30 Days,55568.94
PSE,2023,6,98366,30 Days,274341.46
PSE,2022,6,98225,60 Days,66854.26
CNG,2025,9,98366,60 Days,12266.77
NWN,2021,2,98642,60 Days,1788.91
Avista,2023,2,99012,30 Days,7944.01
PSE,2020,4,98232,60 Days,5429.49
PSE,2023,5,98371,30 Days,206324.3
PSE,2022,7,98117,60 Days,22038.12
PSE,2022,3,98366,Total Arrearages,1263402.36
PSE,2021,6,98943,30 Days,3416.49
PSE,2023,2,98225,60 Days,86570.54
NWN,2025,3,98208,60 Days,0.0
PSE,2023,6,98208,30 Days,87088.47
CNG,2021,5,98383,30 Days,13602.02
PSE,2025,6,98946,60 Days,4667.87
Avista,2025,10,98648,60 Days,410.92
Avista,2025,3,99224,90 Days +,59931.58
CNG,2020,6,98674,Total Arrearages,4862.67
PAC,2023,3,98942,Total Arrearages,71644.76
PSE,2021,5,98203,30 Days,30936.56
PSE,2025,6,98146,Total Arrearages,219503.81
PSE,2021,4,98226,Total Arrearages,1003321.56
CNG,2021,5,98901,Total Arrearages,69609.07
PSE,2021,12,98047,60 Days,23500.62
Avista,2021,5,99206,30 Days,56154.46
CNG,2024,6,98901,90 Days +,30292.8
PSE,2022,4,98233,60 Days,52527.85
PSE,2020,12,98103,Total Arrearages,99170.74
PSE,2025,3,98374,Total Arrearages,2130627.05999999
PAC,2025,4,99323,60 Days,31010.42
Avista,2021,8,99151,Total Arrearages,11267.54
CNG,2020,10,98274,30 Days,6747.63
CNG,2022,1,98524,Total Arrearages,318.38
Avista,2022,8,99111,90 Days +,11843.11
CNG,2024,4,98274,90 Days +,10203.13
Avista,2022,8,99022,30 Days,3660.32
PSE,2021,5,98133,Total Arrearages,158119.37
CNG,2023,2,98901,90 Days +,21907.47
PSE,2022,2,98229,90 Days +,198968.52
PSE,2020,3,98042,90 Days +,172100.75
CNG,2021,3,99354,30 Days,11815.85
CNG,2021,4,98292,90 Days +,10425.1
Avista,2020,10,99125,90 Days +,8270.85
NWN,2022,2,98617,90 Days +,0.0
PAC,2023,7,99350,30 Days,0.0
PAC,2021,7,99324,90 Days +,76162.42
CNG,2022,3,99353,30 Days,1866.62
PSE,2020,8,98070,90 Days +,67813.26
CNG,2025,6,98901,30 Days,13382.5
PSE,2020,12,98005,Total Arrearages,391704.89
PAC,2022,1,98930,90 Days +,193838.23
Avista,2023,2,99149,90 Days +,1734.83
PAC,2021,10,98938,90 Days +,77391.54
PSE,2021,12,98233,30 Days,5675.33
Avista,2025,5,98620,90 Days +,9412.23
Avista,2021,11,99170,60 Days,1637.72
PSE,2022,9,98051,30 Days,15016.36
PSE,2024,6,98445,30 Days,51145.81
CNG,2022,10,98901,90 Days +,36847.83
PSE,2023,6,98925,90 Days +,46078.95
PSE,2025,4,98249,90 Days +,74415.99
NWN,2025,6,98661,30 Days,29175.45
PSE,2023,10,98008,60 Days,34011.1
PSE,2023,6,98144,Total Arrearages,349540.33
Avista,2022,2,99013,90 Days +,42807.59
NWN,2022,9,98684,60 Days,12553.38
PAC,2022,9,98951,Total Arrearages,706965.32
Avista,2024,4,99128,60 Days,1353.69
CNG,2024,10,98220,90 Days +,141.19
PSE,2021,10,98589,30 Days,25326.5
PSE,2023,11,98239,30 Days,24946.92
NWN,2023,4,98660,60 Days,0.0
Avista,2025,1,99223,60 Days,68162.41
PSE,2020,8,98271,60 Days,4811.32
PSE,2024,9,98178,90 Days +,150701.119999999
PAC,2024,7,98903,90 Days +,357974.93
NWN,2023,2,98626,30 Days,0.0
PSE,2020,5,98158,Total Arrearages,4531.93
PSE,2022,12,98247,90 Days +,150519.209999999
PSE,2022,2,98225,Total Arrearages,699468.08
NWN,2020,11,98685,90 Days +,25320.89
Avista,2023,8,99208,90 Days +,241122.8
CNG,2020,10,98902,90 Days +,121480.35
NWN,2020,10,98639,60 Days,164.32
Avista,2022,9,99176,30 Days,492.95
Avista,2020,12,99371,60 Days,831.84
PSE,2022,4,98023,90 Days +,1046026.04
PSE,2025,2,98144,Total Arrearages,394222.25
PSE,2023,6,98501,30 Days,270813.91
Avista,2023,4,99131,30 Days,351.64
PSE,2023,12,98058,30 Days,211602.46
PSE,2022,9,98037,90 Days +,108033.72
Avista,2024,8,99030,Total Arrearages,3960.78
Avista,2025,6,99016,90 Days +,49356.78
PSE,2023,2,98229,60 Days,56430.77
CNG,2024,11,98626,Total Arrearages,4997.05
PSE,2020,6,98332,60 Days,7714.03
PSE,2025,7,98424,Total Arrearages,97765.29
NWN,2022,3,97301,Total Arrearages,0.0
PSE,2025,8,98311,Total Arrearages,1025419.0
PSE,2020,5,98260,90 Days +,43123.63
CNG,2022,7,98611,90 Days +,436.55
CNG,2022,2,98226,30 Days,61042.36
PSE,2025,2,98057,Total Arrearages,993642.009999999
Avista,2022,8,99224,60 Days,15509.29
PAC,2025,9,98936,Total Arrearages,187091.92
Avista,2023,5,99004,60 Days,9720.51
CNG,2024,6,99353,60 Days,598.55
PSE,2020,11,98106,90 Days +,26837.63
PSE,2025,1,98284,30 Days,156139.09
PSE,2020,4,98354,90 Days +,4298.72
PSE,2021,4,98372,60 Days,89201.46
PSE,2021,10,98503,Total Arrearages,1139103.68
CNG,2023,4,98550,90 Days +,9307.62
Avista,2020,4,99016,Total Arrearages,152462.57
CNG,2025,1,98221,Total Arrearages,88727.69
PSE,2022,10,98030,90 Days +,1212609.31999999
Avista,2021,3,99161,90 Days +,21047.51
PSE,2022,6,98263,30 Days,8406.76
Avista,2021,1,99033,Total Arrearages,23044.62
PSE,2020,7,98409,30 Days,11609.95
Avista,2024,10,99110,Total Arrearages,5188.81
NWN,2020,8,98662,30 Days,13798.74
CNG,2024,4,98626,90 Days +,2657.93
CNG,2022,6,98366,60 Days,18797.04
Avista,2025,12,99341,30 Days,2794.43
PSE,2020,7,98007,30 Days,44380.5
NWN,2021,8,98648,30 Days,0.0
PAC,2023,5,98901,30 Days,75587.51
PSE,2023,12,98034,90 Days +,686834.809999999
PAC,2022,3,98921,60 Days,8733.36
NWN,2021,8,98762,30 Days,0.0
PSE,2024,3,98004,90 Days +,431663.479999999
PSE,2020,3,98232,60 Days,4037.92
Avista,2025,8,99103,Total Arrearages,4627.9
PSE,2022,4,98270,Total Arrearages,591413.779999999
PSE,2022,2,98204,90 Days +,42861.29
Avista,2024,3,99018,60 Days,513.84
PSE,2023,6,98101,Total Arrearages,7886.49
PSE,2025,5,98077,Total Arrearages,150509.78
CNG,2020,6,98366,Total Arrearages,97599.18
PSE,2022,1,98230,Total Arrearages,433017.59
CNG,2023,11,98223,Total Arrearages,38792.53
PSE,2021,2,98042,Total Arrearages,1398658.87
NWN,2024,10,98664,30 Days,8895.14
NWN,2021,4,98666,30 Days,0.0
PSE,2023,3,98106,Total Arrearages,206988.07
PSE,2023,3,98404,Total Arrearages,395042.1
Avista,2025,10,99151,60 Days,200.48
PSE,2020,11,98104,Total Arrearages,6183.41
PSE,2024,10,98034,60 Days,125160.48
PSE,2023,10,98116,60 Days,10470.33
CNG,2021,4,98902,30 Days,66014.17
PSE,2024,3,98354,90 Days +,30975.51
Avista,2022,9,99023,60 Days,0.0
PSE,2023,9,98040,30 Days,40905.19
PSE,2024,5,98424,60 Days,15175.49
PSE,2023,3,98372,60 Days,155467.159999999
NWN,2022,5,98685,30 Days,63372.11
CNG,2024,11,98248,Total Arrearages,51759.41
PSE,2023,10,98516,90 Days +,525605.2
CNG,2020,4,98674,30 Days,2505.52
PSE,2025,8,98029,Total Arrearages,557220.409999999
NWN,2023,7,98639,30 Days,0.0
CNG,2021,11,98936,90 Days +,6195.53
PSE,2024,7,98028,60 Days,55112.03
Avista,2023,5,99181,60 Days,5280.44
PSE,2021,11,98199,Total Arrearages,67732.19
CNG,2025,3,98908,90 Days +,26028.82
Avista,2024,7,99114,30 Days,26899.28
Avista,2024,12,99212,Total Arrearages,257532.99
PSE,2024,11,98404,90 Days +,225776.099999999
Avista,2021,3,99012,60 Days,2840.08
PSE,2020,8,98387,60 Days,30603.67
PSE,2024,9,98501,Total Arrearages,1750344.9
PSE,2022,2,98404,60 Days,28779.5
PSE,2025,3,98340,60 Days,6644.98
PAC,2023,11,99347,30 Days,9812.84
PSE,2022,11,98102,30 Days,7540.49
Avista,2024,5,99138,60 Days,8088.84
CNG,2023,3,98948,60 Days,16825.72
PSE,2025,1,98110,90 Days +,161462.809999999
Avista,2022,7,99013,60 Days,7083.32
PAC,2022,5,99362,90 Days +,441714.91
NWN,2022,8,98666,Total Arrearages,0.0
Avista,2022,6,99212,Total Arrearages,349012.58
Avista,2020,11,98620,60 Days,419.28
Avista,2021,9,99023,60 Days,19.7
Avista,2022,6,99218,30 Days,27891.02
PSE,2022,2,98070,90 Days +,97314.54
PSE,2024,1,98359,30 Days,46732.81
PSE,2025,6,98941,60 Days,8847.17
PAC,2021,12,98942,Total Arrearages,591110.18
NWN,2023,8,98674,Total Arrearages,0.0
PSE,2022,9,98359,90 Days +,125853.67
PSE,2020,4,98925,30 Days,10668.92
PAC,2025,8,99323,90 Days +,13122.24
PSE,2024,1,98260,30 Days,28932.15
PSE,2024,12,98366,60 Days,118038.65
CNG,2025,9,98248,Total Arrearages,52064.61
PSE,2024,12,98310,30 Days,115443.46
PSE,2020,5,98444,90 Days +,31189.34
PSE,2020,10,98255,Total Arrearages,17579.23
PSE,2024,12,98204,60 Days,11947.9
NWN,2025,7,97301,90 Days +,0.0
PSE,2023,1,98011,90 Days +,284819.919999999
PSE,2025,8,98092,Total Arrearages,2684412.51999999
PSE,2021,12,98040,60 Days,14308.84
PSE,2023,4,98340,60 Days,7168.22
PSE,2022,10,98115,60 Days,12352.71
PAC,2024,7,98951,60 Days,60018.93
Avista,2021,4,99020,60 Days,422.76
PSE,2021,1,98925,90 Days +,35821.26
PSE,2023,9,98166,Total Arrearages,344255.77
PAC,2025,9,98937,Total Arrearages,155810.16
Avista,2020,12,99207,60 Days,85133.84
PSE,2024,5,98354,90 Days +,36961.62
Avista,2023,7,99335,30 Days,0.0
PSE,2021,7,98283,30 Days,4751.0
PSE,2021,11,98239,Total Arrearages,115559.4
PSE,2022,10,98047,60 Days,36172.01
Avista,2020,10,99326,90 Days +,485.14
Avista,2024,8,99125,Total Arrearages,1898.69
PSE,2021,3,98104,60 Days,362.97
PSE,2021,12,98290,30 Days,11115.92
PSE,2020,12,98465,Total Arrearages,16620.96
PSE,2023,7,98251,30 Days,3200.17
NWN,2023,9,97388,60 Days,0.0
PSE,2022,4,98040,30 Days,64335.28
Avista,2023,2,99022,Total Arrearages,54100.0
PSE,2023,9,98122,Total Arrearages,315068.96
Avista,2022,8,99032,Total Arrearages,8161.75
PSE,2021,5,98597,60 Days,121039.29
Avista,2022,4,99025,90 Days +,14663.6
PSE,2023,3,98513,60 Days,199779.37
CNG,2021,10,98223,90 Days +,21349.96
PSE,2023,7,98364,Total Arrearages,862.49
PAC,2025,4,99323,30 Days,47991.05
NWN,2021,10,98639,60 Days,169.66
Avista,2020,6,99157,30 Days,2215.52
PSE,2023,6,98337,Total Arrearages,387913.419999999
PSE,2023,7,98053,90 Days +,131631.229999999
PAC,2025,9,99324,90 Days +,18742.07
Avista,2024,10,99025,Total Arrearages,12599.36
PAC,2023,6,99329,30 Days,0.0
PSE,2023,6,98258,30 Days,88411.6
PSE,2021,3,98225,Total Arrearages,555332.32
PAC,2020,10,98921,30 Days,5743.53
PSE,2022,10,98008,Total Arrearages,363413.03
PAC,2020,9,98951,Total Arrearages,404580.26
PAC,2022,10,98953,30 Days,6345.55
CNG,2022,5,98366,Total Arrearages,97540.92
PSE,2023,10,98375,90 Days +,598938.239999999
PSE,2024,4,98579,Total Arrearages,887149.7
PSE,2024,11,98236,Total Arrearages,181113.699999999
Avista,2024,9,99022,90 Days +,12814.13
PSE,2025,8,98040,Total Arrearages,319991.02
PSE,2025,2,98070,30 Days,67931.83
CNG,2020,11,98583,30 Days,38.09
PSE,2024,6,98235,90 Days +,9037.02
Avista,2024,5,99164,Total Arrearages,0.0
CNG,2023,4,98541,30 Days,3477.49
PSE,2023,6,98103,60 Days,46615.09
PSE,2024,10,98383,90 Days +,307700.0
PSE,2023,10,98277,Total Arrearages,1426141.22
Avista,2024,8,99326,90 Days +,903.74
PSE,2024,5,98345,30 Days,3149.36
PSE,2022,11,98010,30 Days,22382.62
PSE,2023,12,98105,90 Days +,82240.78
PSE,2023,7,98037,Total Arrearages,212767.079999999
PSE,2022,6,98068,60 Days,3982.94
PAC,2020,4,98908,30 Days,383361.369999999
NWN,2024,10,98674,30 Days,0.0
PAC,2023,9,98939,30 Days,3487.55
CNG,2022,11,98541,60 Days,85.16
PSE,2022,8,98102,Total Arrearages,81990.44
PSE,2021,3,98007,90 Days +,176054.63
PSE,2023,9,98028,Total Arrearages,484564.2
PSE,2023,8,98034,60 Days,121925.11
PSE,2021,1,98104,60 Days,1427.48
Avista,2025,4,99402,90 Days +,1357.29
CNG,2022,6,98226,30 Days,25325.2
Avista,2023,3,99185,Total Arrearages,28089.18
CNG,2021,5,98337,90 Days +,28215.36
PSE,2025,4,98272,Total Arrearages,225740.849999999
CNG,2021,9,98232,90 Days +,639.11
Avista,2022,2,99205,30 Days,247523.9
Avista,2023,9,99260,30 Days,0.0
NWN,2020,3,98682,90 Days +,10465.9
Avista,2020,11,99371,90 Days +,2978.59
PSE,2024,4,98335,Total Arrearages,150628.629999999
PSE,2023,8,98501,Total Arrearages,1650392.9
PSE,2022,4,98418,30 Days,32758.72
Avista,2024,4,99212,90 Days +,163047.94
PSE,2024,7,98133,30 Days,36054.54
PSE,2022,5,98072,90 Days +,156210.36
Avista,2020,11,99179,60 Days,249.33
PSE,2021,5,98408,60 Days,33056.86
Avista,2023,12,99151,Total Arrearages,970.18
PSE,2025,5,98439,Total Arrearages,403253.01
CNG,2025,7,98311,30 Days,18136.62
PAC,2023,1,99324,90 Days +,18534.1
CNG,2024,11,98292,Total Arrearages,20467.83
PSE,2023,4,98345,90 Days +,9552.05
Avista,2024,7,99341,30 Days,792.61
CNG,2020,5,98948,60 Days,8449.85
PSE,2025,9,98011,60 Days,52480.93
PAC,2022,6,98930,30 Days,88318.91
NWN,2023,1,98685,90 Days +,36223.1
CNG,2023,1,98626,30 Days,8374.56
PAC,2025,5,98936,Total Arrearages,229550.82
PSE,2025,7,98375,60 Days,120640.19
Avista,2020,8,99013,60 Days,2543.39
PSE,2023,10,98312,60 Days,149854.25
Avista,2025,11,99006,60 Days,16434.51
NWN,2024,12,98662,90 Days +,17634.09
CNG,2025,4,98292,60 Days,15823.5
Avista,2020,7,99344,60 Days,9699.67
NWN,2024,9,98127,30 Days,0.0
Avista,2022,1,99036,30 Days,80.71
PSE,2023,7,98006,Total Arrearages,657513.859999999
Avista,2024,4,99009,60 Days,6907.0
Avista,2021,8,99014,90 Days +,1083.19
Avista,2025,1,99326,90 Days +,777.28
PAC,2024,3,99324,30 Days,83745.03
PSE,2022,6,98388,60 Days,6710.4
CNG,2025,3,98674,Total Arrearages,22379.79
PSE,2021,12,98208,Total Arrearages,247189.82
PAC,2021,3,98951,60 Days,108098.31
PSE,2022,9,98383,60 Days,46026.18
PSE,2020,12,98075,90 Days +,47264.97
Avista,2025,5,99185,90 Days +,9157.48
PSE,2020,9,98446,60 Days,5441.53
NWN,2022,8,98620,60 Days,0.0
Avista,2023,5,99040,30 Days,3277.61
PSE,2021,1,98273,60 Days,32186.19
CNG,2021,7,99338,30 Days,2375.46
PSE,2025,8,98115,30 Days,29331.22
PAC,2021,9,98935,90 Days +,81889.52
CNG,2024,5,98626,Total Arrearages,9783.4
PSE,2023,1,98074,60 Days,19177.85
NWN,2024,4,98660,90 Days +,6105.76
PSE,2024,12,98338,60 Days,37498.2
PSE,2024,5,98119,30 Days,18041.73
PSE,2022,5,98107,30 Days,32087.12
PSE,2021,2,98238,90 Days +,728.07
Avista,2022,7,99161,90 Days +,13223.62
CNG,2023,8,98908,30 Days,13975.55
CNG,2020,10,98908,30 Days,11200.7
PSE,2024,2,98288,Total Arrearages,18913.0
CNG,2023,9,98930,90 Days +,6484.27
Avista,2024,3,99158,Total Arrearages,4954.97
NWN,2020,12,98675,30 Days,0.0
Avista,2021,3,99207,Total Arrearages,1306989.4
PSE,2025,5,98118,Total Arrearages,553005.689999999
PAC,2022,5,98939,Total Arrearages,22825.23
CNG,2022,4,98274,90 Days +,13824.05
Avista,2024,3,99185,Total Arrearages,18356.04
NWN,2020,8,98607,90 Days +,25705.02
PSE,2024,4,98257,60 Days,31372.78
Avista,2024,4,99131,30 Days,404.53
PSE,2020,7,98042,30 Days,110604.75
Avista,2024,3,99173,30 Days,16367.66
Avista,2021,3,99019,90 Days +,91149.65
PSE,2025,8,98055,90 Days +,833080.8
PSE,2024,7,98506,60 Days,83019.86
CNG,2021,6,98674,30 Days,2561.58
PSE,2023,5,98531,90 Days +,125650.05
PSE,2025,5,98941,30 Days,14375.86
PSE,2025,2,98403,30 Days,15279.53
PSE,2023,12,98070,Total Arrearages,359993.569999999
PSE,2020,4,98224,60 Days,1339.52
PAC,2021,4,98944,Total Arrearages,506693.330000001
PSE,2023,1,98011,Total Arrearages,591280.959999999
Avista,2020,3,99027,60 Days,28174.72
Avista,2022,9,99371,30 Days,836.85
PSE,2023,11,98284,Total Arrearages,1040950.84999999
PSE,2022,4,98310,30 Days,145949.11
PSE,2021,6,98249,30 Days,10568.01
PSE,2020,12,98465,30 Days,150.6
PSE,2024,5,98148,Total Arrearages,485876.62
Avista,2021,11,99125,60 Days,181.45
PSE,2023,8,98225,90 Days +,628678.81
Avista,2022,11,99202,90 Days +,196466.83
Avista,2020,7,99223,Total Arrearages,308646.87
Avista,2021,10,99040,30 Days,1595.99
Avista,2024,1,99335,90 Days +,0.0
PSE,2020,3,98392,90 Days +,10287.73
PSE,2021,5,98224,30 Days,3321.05
PSE,2024,7,98014,60 Days,21397.93
PAC,2025,1,98933,60 Days,2158.63
PSE,2020,8,98072,Total Arrearages,136596.99
PSE,2021,7,98372,30 Days,97123.0
PSE,2024,11,98310,60 Days,84666.69
PSE,2023,4,98283,Total Arrearages,33604.98
NWN,2023,12,98671,30 Days,21778.38
NWN,2023,5,98610,90 Days +,448.35
Avista,2023,12,99026,30 Days,2791.32
CNG,2023,5,98674,30 Days,8991.38
PSE,2022,6,98007,30 Days,109548.73
PAC,2020,3,99328,60 Days,27481.52
PAC,2021,11,99301,30 Days,71.65
NWN,2023,8,98610,30 Days,0.0
Avista,2020,4,99371,60 Days,1123.52
Avista,2022,8,99117,60 Days,251.9
Avista,2023,9,99026,Total Arrearages,9869.84
Avista,2021,5,99167,90 Days +,14682.64
Avista,2023,1,99034,90 Days +,1253.17
NWN,2023,12,98686,Total Arrearages,0.0
Avista,2021,4,99141,60 Days,12554.31
PAC,2020,5,98953,60 Days,44765.82
Avista,2024,8,99223,30 Days,70644.36
CNG,2025,3,98848,Total Arrearages,1476.03
CNG,2022,7,98528,60 Days,153.69
CNG,2020,4,98932,30 Days,3936.63
CNG,2021,9,98848,30 Days,179.9
CNG,2024,5,98524,Total Arrearages,1020.89
CNG,2024,10,98936,90 Days +,3618.16
PSE,2024,7,98239,60 Days,27013.85
Avista,2021,2,99039,Total Arrearages,6311.95
PSE,2022,12,98024,Total Arrearages,150124.949999999
PSE,2025,8,98267,30 Days,289.26
PSE,2021,9,98070,60 Days,15528.0
PSE,2022,3,98408,60 Days,56197.97
PSE,2022,1,98074,60 Days,22101.29
Avista,2023,12,99114,Total Arrearages,105415.4
PSE,2023,8,98006,30 Days,76258.6
CNG,2022,2,98345,60 Days,271.24
PSE,2021,9,98024,Total Arrearages,114503.0
Avista,2023,8,98857,30 Days,115.02
PSE,2020,12,98312,90 Days +,546380.42
PAC,2024,12,98920,Total Arrearages,29.62
PSE,2025,4,98390,60 Days,83305.09
PSE,2025,7,98092,30 Days,238000.85
PSE,2024,10,98281,60 Days,5972.18
Avista,2020,10,99170,90 Days +,7759.56
PSE,2023,4,98260,Total Arrearages,201432.15
NWN,2025,2,98683,30 Days,0.0
NWN,2024,1,98660,60 Days,1556.26
Avista,2025,4,99149,30 Days,663.45
NWN,2024,9,98601,Total Arrearages,0.0
PSE,2021,4,98052,30 Days,111333.16
PSE,2021,2,98596,90 Days +,9009.59
PAC,2025,5,98952,60 Days,18450.31
NWN,2024,10,98671,60 Days,4609.16
Avista,2021,6,99032,90 Days +,9554.28
PSE,2024,3,98295,30 Days,16842.0
Avista,2021,9,99138,30 Days,4484.09
PAC,2021,8,98939,30 Days,2697.65
PSE,2025,6,98059,90 Days +,745339.609999999
PSE,2021,3,98237,30 Days,43445.88
PSE,2020,7,98498,30 Days,65696.98
PSE,2020,5,98404,60 Days,25269.08
CNG,2025,6,98312,30 Days,30480.61
PAC,2021,3,98603,60 Days,104.46
PSE,2025,6,98579,Total Arrearages,782028.76
PAC,2021,6,98939,30 Days,5555.78
CNG,2022,10,98557,Total Arrearages,1105.38
NWN,2021,9,97031,30 Days,0.0
PSE,2022,5,98112,90 Days +,71413.18
PSE,2021,7,98248,60 Days,53877.0
Avista,2024,6,99212,30 Days,84864.6
PSE,2020,4,98226,Total Arrearages,735089.73
Avista,2023,10,99156,30 Days,0.0
CNG,2024,2,98848,60 Days,0.89
PSE,2022,12,98290,90 Days +,52248.94
PSE,2024,10,98271,Total Arrearages,117242.3
CNG,2023,6,99344,30 Days,7214.69
PAC,2020,3,98942,60 Days,94787.68
Avista,2025,8,99169,90 Days +,9289.48
CNG,2022,10,98230,30 Days,9507.62
Avista,2023,11,99023,90 Days +,435.82
