Utility,Year,Month,Zip Code,Vintage,Arrearage_Amount
CNG,2025,5,98953,90 Days +,6470.1
Avista,2021,4,99021,Total Arrearages,99968.86
PSE,2025,6,98366,30 Days,226963.34
CNG,2023,1,98312,Total Arrearages,98528.09
NWN,2022,9,98642,30 Days,12146.38
NWN,2025,5,98629,30 Days,13437.93
NWN,2021,4,98672,60 Days,5626.16
Avista,2022,3,99013,60 Days,7120.62
Avista,2020,11,99167,90 Days +,8665.94
PSE,2022,9,98294,Total Arrearages,74827.08
Avista,2020,8,99171,30 Days,665.02
PSE,2021,5,98530,30 Days,702.44
PSE,2023,11,98004,60 Days,79060.85
PSE,2023,6,98004,90 Days +,391630.090000001
CNG,2025,6,98942,90 Days +,18085.85
PSE,2022,11,98380,90 Days +,157619.0
PSE,2024,4,98512,30 Days,281102.78
CNG,2022,12,98284,90 Days +,24296.69
PAC,2021,4,98937,60 Days,14351.76
CNG,2023,10,99353,Total Arrearages,3964.22
PAC,2020,2,98603,Total Arrearages,134.22
PSE,2025,7,98144,60 Days,23741.59
PSE,2024,6,98596,30 Days,1419.94
PSE,2020,5,98003,Total Arrearages,1254191.35
NWN,2021,2,98601,60 Days,0.0
Avista,2022,8,99207,60 Days,62560.05
NWN,2022,6,98610,90 Days +,6113.32
NWN,2023,1,98662,Total Arrearages,146658.59
PSE,2020,7,98053,90 Days +,58537.8
PSE,2023,7,98446,Total Arrearages,202092.79
PSE,2025,1,98077,Total Arrearages,125666.429999999
PSE,2022,6,98109,Total Arrearages,82484.06
PSE,2020,4,98235,30 Days,3295.08
Avista,2020,7,99181,60 Days,4021.4
PAC,2023,4,98921,60 Days,5444.1
NWN,2025,4,98620,90 Days +,0.0
PSE,2022,3,98371,60 Days,100637.18
Avista,2024,6,99117,30 Days,364.07
Avista,2024,12,99110,60 Days,3112.13
PSE,2020,10,98040,90 Days +,70833.09
PSE,2022,12,98257,Total Arrearages,160762.83
CNG,2024,2,99337,60 Days,6377.78
PSE,2023,7,98011,Total Arrearages,644012.059999999
PSE,2025,9,98264,90 Days +,367326.259999999
PSE,2025,9,98277,Total Arrearages,1638564.36999999
CNG,2021,10,98295,90 Days +,1904.35
PSE,2022,11,98445,90 Days +,164987.39
Avista,2021,1,99138,30 Days,7261.15
PAC,2025,3,98603,90 Days +,0.0
PSE,2022,9,98359,Total Arrearages,182730.179999999
PSE,2021,4,98445,60 Days,14632.49
PSE,2022,4,98390,Total Arrearages,511036.12
PSE,2023,4,98926,30 Days,68938.7
PAC,2024,10,99329,90 Days +,85.05
PSE,2020,12,98224,Total Arrearages,13896.17
PAC,2024,9,99324,30 Days,40849.74
PSE,2024,5,98006,60 Days,81874.16
Avista,2020,9,99160,30 Days,192.93
PSE,2021,12,98249,90 Days +,33227.69
PSE,2023,9,98294,60 Days,4730.37
PSE,2020,5,98466,60 Days,13070.07
PSE,2025,8,98050,30 Days,444.8
PSE,2022,5,98039,90 Days +,15700.37
Avista,2025,8,98648,30 Days,262.24
Avista,2022,1,99160,30 Days,178.57
CNG,2024,10,98311,90 Days +,22267.57
Avista,2024,4,99040,60 Days,2895.53
Avista,2023,2,99201,30 Days,89271.79
CNG,2021,11,98232,30 Days,202.77
Avista,2022,2,99326,60 Days,716.18
Avista,2021,12,99027,90 Days +,71374.53
PSE,2020,9,98075,Total Arrearages,148964.59
PSE,2022,9,98125,60 Days,12314.83
PAC,2023,8,98947,Total Arrearages,188715.51
CNG,2020,9,98901,60 Days,4566.86
CNG,2020,3,99337,90 Days +,7441.97
PSE,2024,5,98248,60 Days,163263.33
PSE,2024,5,98383,90 Days +,353210.85
CNG,2021,6,98247,90 Days +,10878.52
Avista,2020,3,99039,60 Days,458.34
PSE,2024,1,98168,Total Arrearages,432518.429999999
Avista,2024,8,99016,30 Days,53994.82
PSE,2025,7,98225,30 Days,129587.43
Avista,2024,2,99138,90 Days +,25314.79
PSE,2023,2,98404,Total Arrearages,370308.2
CNG,2021,1,98583,Total Arrearages,14.55
Avista,2025,6,99039,90 Days +,0.0
PSE,2023,1,98024,Total Arrearages,168787.27
PSE,2021,11,98342,60 Days,1899.7
NWN,2021,11,98682,30 Days,51206.96
PSE,2025,2,98360,30 Days,108646.97
Avista,2021,12,99102,30 Days,1317.91
PAC,2020,6,99348,90 Days +,5730.46
PSE,2022,6,98125,90 Days +,77441.36
PAC,2022,4,98923,Total Arrearages,73646.67
PSE,2020,3,98168,90 Days +,29868.35
NWN,2021,2,98665,30 Days,44519.73
Avista,2022,3,99130,90 Days +,3482.64
PSE,2025,6,98074,60 Days,33382.09
NWN,2024,3,98119,60 Days,0.0
CNG,2025,9,98257,90 Days +,2651.05
CNG,2020,4,98233,60 Days,34799.79
PSE,2021,11,98235,30 Days,1024.05
CNG,2025,9,98229,Total Arrearages,35255.11
Avista,2024,4,99111,90 Days +,16193.35
NWN,2023,4,98127,Total Arrearages,0.0
NWN,2021,2,98665,Total Arrearages,106816.35
PSE,2024,4,98052,60 Days,220884.95
PSE,2020,4,98275,60 Days,5298.74
PSE,2023,10,98270,30 Days,44796.7
NWN,2021,1,98307,30 Days,0.0
PSE,2020,10,98229,Total Arrearages,385673.79
PSE,2024,7,98367,Total Arrearages,1435749.98
Avista,2025,1,99111,Total Arrearages,26862.86
CNG,2022,9,98930,60 Days,1845.71
PSE,2021,8,98328,60 Days,2076.0
PSE,2024,10,98275,90 Days +,65377.03
PSE,2023,12,98225,Total Arrearages,1051496.84999999
PSE,2024,2,98373,90 Days +,609122.699999999
CNG,2022,5,98312,60 Days,23615.5
PSE,2024,1,98199,60 Days,11237.17
PSE,2025,7,98220,60 Days,2516.5
Avista,2020,6,99371,Total Arrearages,3044.75
Avista,2024,10,99402,60 Days,4076.61
PSE,2021,3,98257,60 Days,17193.02
PSE,2025,3,98058,Total Arrearages,2243658.38999999
PSE,2021,4,98148,Total Arrearages,240761.64
PSE,2023,1,98503,30 Days,289467.35
PSE,2020,5,98941,30 Days,9131.61
PSE,2024,8,98166,90 Days +,215217.529999999
NWN,2021,3,98617,60 Days,0.0
CNG,2025,5,98557,90 Days +,598.34
PSE,2023,5,98403,30 Days,16466.31
NWN,2023,10,98610,30 Days,0.0
CNG,2022,6,98953,30 Days,2041.39
PSE,2020,4,98056,60 Days,74512.81
Avista,2020,3,99151,Total Arrearages,4365.01
Avista,2024,8,99040,Total Arrearages,26596.47
PSE,2024,2,98290,Total Arrearages,150292.64
PSE,2020,3,98058,60 Days,97423.55
PAC,2020,9,98937,30 Days,28124.16
PAC,2022,11,98953,90 Days +,61.0
PSE,2023,4,98424,30 Days,25661.0
PSE,2021,7,98168,60 Days,28926.0
PSE,2021,6,98158,30 Days,2088.68
PSE,2024,9,98266,90 Days +,290536.149999999
PSE,2021,12,98576,Total Arrearages,245096.88
NWN,2021,2,98664,90 Days +,26527.31
PSE,2023,3,98233,Total Arrearages,442758.099999999
CNG,2022,2,98848,90 Days +,26.0
PSE,2022,3,98006,90 Days +,199018.3
PSE,2023,12,98499,60 Days,35869.33
PSE,2021,12,98271,30 Days,14267.04
Avista,2025,2,99037,Total Arrearages,67061.85
PAC,2023,12,98603,Total Arrearages,77.31
PSE,2023,7,98591,30 Days,540.43
PSE,2025,8,98006,Total Arrearages,700340.27
CNG,2023,2,98611,90 Days +,1.43
PSE,2023,4,98340,Total Arrearages,57760.26
Avista,2022,5,99003,Total Arrearages,27187.98
CNG,2024,8,98801,Total Arrearages,4290.35
PSE,2023,11,98390,Total Arrearages,578752.78
PSE,2022,3,98281,Total Arrearages,90886.84
Avista,2025,11,99125,Total Arrearages,3937.45
PAC,2023,10,99362,Total Arrearages,476203.77
PSE,2023,12,98051,60 Days,12545.97
PSE,2023,9,98374,90 Days +,1049149.43
CNG,2020,7,98225,30 Days,14423.13
CNG,2025,3,98225,30 Days,102690.98
PSE,2024,8,98422,90 Days +,112737.56
Avista,2020,5,99159,90 Days +,5939.79
PSE,2021,2,98430,30 Days,78.91
Avista,2023,4,99012,60 Days,3390.43
PSE,2022,3,98385,90 Days +,8696.31
PSE,2025,6,98579,30 Days,88696.28
PSE,2020,6,98036,Total Arrearages,115395.85
Avista,2024,12,99205,30 Days,137661.21
PSE,2022,5,98311,60 Days,107047.72
NWN,2021,11,97031,90 Days +,0.0
Avista,2022,5,99143,Total Arrearages,3791.24
PSE,2024,12,98288,60 Days,2441.13
PSE,2023,8,98115,30 Days,20659.04
PSE,2021,11,98405,Total Arrearages,194640.7
PSE,2023,10,98439,60 Days,26158.0
CNG,2022,12,98674,90 Days +,2569.52
PSE,2024,12,98568,Total Arrearages,424.17
PSE,2025,9,98276,60 Days,4224.49
PSE,2023,12,98409,Total Arrearages,233954.5
Avista,2024,10,99156,60 Days,0.0
CNG,2021,12,98848,60 Days,191.17
PAC,2023,7,99360,Total Arrearages,28999.85
CNG,2023,3,98366,60 Days,27533.01
Avista,2021,3,99151,60 Days,1633.64
PSE,2023,4,98380,90 Days +,123788.31
CNG,2021,2,98370,60 Days,4494.69
PSE,2023,1,98249,60 Days,8096.42
CNG,2022,9,98837,90 Days +,9034.86
Avista,2025,3,99014,60 Days,340.26
NWN,2024,11,98665,60 Days,6605.24
PSE,2023,4,98001,30 Days,286563.24
PAC,2021,1,98944,90 Days +,235395.69
PAC,2020,6,99323,90 Days +,20553.73
Avista,2020,7,99029,60 Days,19.75
CNG,2022,7,98583,Total Arrearages,82.84
PAC,2024,5,98935,90 Days +,132705.04
Avista,2023,4,99102,60 Days,4735.59
NWN,2023,2,98674,90 Days +,0.0
PAC,2025,2,98902,60 Days,335105.55
PSE,2023,9,98104,Total Arrearages,22939.52
CNG,2020,3,99344,90 Days +,8107.06
NWN,2024,10,98629,30 Days,2938.97
PSE,2024,5,98001,90 Days +,847752.89
PSE,2020,5,98051,90 Days +,28334.98
Avista,2021,3,99371,Total Arrearages,5453.71
PSE,2022,9,98499,30 Days,17649.62
PAC,2025,2,98944,90 Days +,155709.1
NWN,2022,6,98664,30 Days,40775.34
PAC,2022,9,99329,Total Arrearages,4804.65
Avista,2025,12,99018,90 Days +,792.91
PSE,2022,1,98360,90 Days +,222931.56
NWN,2023,3,98661,30 Days,80291.76
PSE,2023,11,98312,60 Days,135527.09
CNG,2022,11,98367,30 Days,11422.8
CNG,2023,2,98226,Total Arrearages,107321.3
PSE,2022,4,98934,60 Days,10776.63
NWN,2025,1,98208,30 Days,0.0
NWN,2021,11,98610,30 Days,1262.88
PSE,2025,8,98503,Total Arrearages,2011888.55999999
CNG,2021,3,98383,Total Arrearages,40474.78
CNG,2025,5,98271,Total Arrearages,24364.68
Avista,2022,8,99402,Total Arrearages,6814.15
PSE,2023,7,98506,30 Days,87786.51
CNG,2024,8,98276,60 Days,754.96
CNG,2020,10,98273,Total Arrearages,69545.51
Avista,2022,1,99036,Total Arrearages,713.19
PSE,2023,11,98065,90 Days +,168865.0
PSE,2023,9,98038,30 Days,129778.28
Avista,2020,9,99161,Total Arrearages,14737.81
Avista,2025,1,99173,Total Arrearages,38506.94
PAC,2020,5,98944,Total Arrearages,402390.03
CNG,2025,4,98901,30 Days,41517.62
PSE,2023,6,98294,90 Days +,51407.16
PAC,2020,2,98923,Total Arrearages,31933.15
PSE,2024,4,98501,Total Arrearages,2263525.78999999
PSE,2020,11,98121,Total Arrearages,8184.99
PAC,2020,10,99328,90 Days +,56986.04
Avista,2022,8,99201,Total Arrearages,271248.48
Avista,2023,8,99204,90 Days +,61241.7
PSE,2022,6,98005,30 Days,58877.35
PSE,2021,11,98032,60 Days,123852.33
CNG,2020,5,98276,30 Days,1194.88
CNG,2023,12,98932,Total Arrearages,6206.05
Avista,2024,2,99228,30 Days,0.0
CNG,2023,10,98271,Total Arrearages,12157.66
CNG,2024,4,98611,Total Arrearages,2640.87
CNG,2020,12,98292,Total Arrearages,28743.81
PSE,2022,1,98409,Total Arrearages,164102.32
NWN,2022,10,98604,90 Days +,58060.73
PSE,2024,9,98032,Total Arrearages,2272907.75
Avista,2025,9,98620,90 Days +,6931.29
PSE,2023,8,98108,90 Days +,201605.529999999
PSE,2024,12,98251,90 Days +,11654.85
PSE,2021,10,98047,30 Days,45705.22
CNG,2020,10,98345,90 Days +,417.97
PSE,2021,2,98292,30 Days,1138.04
PSE,2022,5,98148,Total Arrearages,372368.53
CNG,2024,3,99324,60 Days,8706.11
Avista,2024,5,99224,30 Days,51974.25
Avista,2023,5,99040,60 Days,8051.45
Avista,2025,4,99181,Total Arrearages,33626.72
CNG,2020,3,98951,30 Days,3347.01
PSE,2022,10,98396,60 Days,82.11
PSE,2024,8,98232,90 Days +,50639.92
CNG,2022,10,99336,30 Days,5999.96
PSE,2022,2,98233,90 Days +,103377.72
PSE,2023,5,98501,90 Days +,723895.900000001
Avista,2025,12,99203,Total Arrearages,108196.74
PSE,2023,8,98366,30 Days,175548.2
PSE,2022,1,98589,90 Days +,133569.75
PSE,2025,6,98045,60 Days,41920.27
PAC,2023,9,99323,Total Arrearages,78625.37
Avista,2025,3,99403,60 Days,58787.45
PSE,2021,2,98116,90 Days +,12922.39
CNG,2020,6,98932,90 Days +,6164.34
CNG,2022,7,98221,30 Days,21091.67
CNG,2021,11,98273,60 Days,4481.01
Avista,2020,12,99022,Total Arrearages,64507.01
PSE,2025,6,98237,30 Days,89223.62
Avista,2023,5,99107,60 Days,0.0
PSE,2024,6,98465,90 Days +,31023.55
PSE,2022,11,98275,90 Days +,47677.94
Avista,2025,10,99033,30 Days,5967.28
PSE,2022,1,98007,90 Days +,199060.75
Avista,2022,2,99029,30 Days,2677.66
PSE,2023,11,98383,90 Days +,335631.0
PSE,2023,9,98531,30 Days,19204.1
CNG,2022,9,98936,30 Days,1449.57
NWN,2024,2,98127,60 Days,0.0
CNG,2025,3,98248,Total Arrearages,132285.36
PSE,2025,9,98512,30 Days,173899.99
NWN,2025,2,98672,90 Days +,0.0
Avista,2023,11,99126,Total Arrearages,7194.41
PSE,2022,5,98253,90 Days +,12003.57
PSE,2021,5,98323,30 Days,9572.43
PSE,2023,12,98107,Total Arrearages,174835.569999999
NWN,2022,2,98617,30 Days,0.0
Avista,2020,10,99208,60 Days,95011.13
PSE,2021,3,98109,30 Days,7936.85
PSE,2021,1,98366,Total Arrearages,909128.68
Avista,2023,8,99143,90 Days +,291.39
PSE,2021,9,98077,90 Days +,104199.0
PSE,2021,5,98531,Total Arrearages,155614.28
PSE,2022,2,98512,90 Days +,336484.15
NWN,2022,6,97663,90 Days +,0.0
PSE,2022,7,98531,Total Arrearages,221508.949999999
PSE,2021,6,98345,30 Days,1936.88
NWN,2023,6,98119,90 Days +,34131.56
PAC,2020,3,99301,90 Days +,0.0
Avista,2024,10,99014,30 Days,74.07
CNG,2024,3,98366,90 Days +,31496.59
PSE,2023,11,98421,Total Arrearages,1520.3
PSE,2022,5,98003,60 Days,396760.82
PSE,2024,10,98030,30 Days,219360.42
PSE,2023,11,98589,30 Days,57017.05
PSE,2020,8,98119,60 Days,2268.92
PSE,2020,6,98446,Total Arrearages,56358.33
CNG,2020,8,98295,30 Days,729.33
CNG,2021,9,98837,90 Days +,6251.2
PSE,2025,6,98036,90 Days +,115852.43
PAC,2025,3,98935,90 Days +,36631.14
PSE,2022,3,98311,Total Arrearages,799333.860000001
PSE,2020,6,98531,30 Days,22476.91
PSE,2021,3,98255,Total Arrearages,29375.38
PSE,2022,11,98201,60 Days,16491.49
PSE,2023,3,98251,Total Arrearages,34378.55
Avista,2025,4,99037,60 Days,17902.15
CNG,2021,12,98563,30 Days,1051.94
PSE,2022,8,98424,60 Days,9265.07
CNG,2024,4,98221,30 Days,53561.1
Avista,2025,1,99037,90 Days +,16114.04
Avista,2024,10,99030,60 Days,1303.98
Avista,2024,4,99326,Total Arrearages,3150.27
Avista,2020,9,99101,30 Days,3865.48
Avista,2025,3,99104,30 Days,0.0
CNG,2024,12,98901,60 Days,4089.39
PSE,2021,9,98005,30 Days,31457.0
Avista,2020,9,98857,Total Arrearages,2154.81
PSE,2024,3,98251,Total Arrearages,39321.87
PSE,2024,10,98926,90 Days +,184297.96
PSE,2020,3,98122,60 Days,15230.84
PAC,2024,4,98933,Total Arrearages,42627.58
PSE,2022,3,98198,Total Arrearages,1634798.34
PSE,2022,2,98516,60 Days,67319.16
Avista,2024,2,99181,30 Days,12262.01
NWN,2023,3,98208,30 Days,0.0
CNG,2021,5,98936,60 Days,4151.17
PSE,2022,9,98390,60 Days,40498.85
PAC,2020,9,98935,90 Days +,50175.95
NWN,2022,11,98664,90 Days +,55371.88
NWN,2024,8,98664,60 Days,9719.3
PSE,2022,11,98133,Total Arrearages,207881.0
PSE,2025,9,98248,90 Days +,877886.84
Avista,2020,11,99176,90 Days +,448.27
PSE,2021,11,98501,Total Arrearages,1225161.69
PSE,2021,9,98408,Total Arrearages,196680.0
NWN,2020,7,98604,30 Days,16101.38
PSE,2022,6,98405,30 Days,41211.19
PAC,2021,1,98921,30 Days,10621.58
PSE,2022,2,98925,90 Days +,37247.57
PSE,2025,9,98225,60 Days,136835.03
PSE,2022,9,98039,30 Days,4861.01
CNG,2024,6,98244,30 Days,341.07
NWN,2021,2,98668,60 Days,0.0
PAC,2024,6,99347,30 Days,20262.7
NWN,2025,5,98610,90 Days +,1200.01
Avista,2025,6,99169,90 Days +,13276.73
CNG,2024,1,98226,60 Days,14338.92
PSE,2024,5,98042,60 Days,274181.29
NWN,2022,3,98668,Total Arrearages,0.0
PSE,2023,6,98266,90 Days +,199980.409999999
PSE,2024,9,98117,30 Days,14784.01
PSE,2025,9,98249,60 Days,10580.87
NWN,2021,10,98607,60 Days,5453.84
PSE,2022,11,98360,90 Days +,343018.349999999
NWN,2022,9,98664,30 Days,11270.48
Avista,2020,4,99003,60 Days,9444.36
Avista,2024,11,99031,60 Days,134.59
NWN,2025,3,98666,90 Days +,0.0
PSE,2020,4,98513,Total Arrearages,687016.38
PSE,2025,4,98499,60 Days,36391.94
NWN,2025,1,98604,90 Days +,10409.29
Avista,2024,5,99032,90 Days +,2840.85
Avista,2022,11,99326,30 Days,212.48
Avista,2025,3,99143,Total Arrearages,6763.61
CNG,2024,5,98226,90 Days +,27363.92
Avista,2021,9,99185,90 Days +,24442.52
NWN,2024,4,98661,90 Days +,18099.19
CNG,2025,3,98903,90 Days +,2094.75
PSE,2023,11,98047,60 Days,10626.8
NWN,2024,11,97388,Total Arrearages,0.0
PSE,2024,5,98232,Total Arrearages,111435.669999999
CNG,2023,2,98223,Total Arrearages,77214.66
Avista,2025,8,99130,90 Days +,5515.35
PSE,2020,5,98466,Total Arrearages,100966.41
PSE,2020,10,98445,Total Arrearages,118633.91
Avista,2025,11,99181,30 Days,8822.95
CNG,2025,2,98230,Total Arrearages,87932.41
PAC,2025,1,98930,Total Arrearages,262168.84
PSE,2025,2,98003,60 Days,356330.29
Avista,2021,9,99040,90 Days +,49508.72
PSE,2025,5,98226,60 Days,241516.52
CNG,2025,6,98837,60 Days,3021.83
Avista,2024,4,99005,90 Days +,16019.36
PSE,2021,11,98943,30 Days,2682.49
PSE,2021,5,98530,Total Arrearages,36358.33
Avista,2024,1,99128,60 Days,1164.33
PSE,2025,5,98102,30 Days,22556.59
PSE,2023,10,98264,Total Arrearages,585175.9
Avista,2023,1,99013,90 Days +,12061.18
PAC,2024,2,99323,Total Arrearages,100105.78
NWN,2024,8,98672,30 Days,1978.23
Avista,2023,6,99013,30 Days,4570.46
PSE,2020,9,98409,30 Days,9020.38
NWN,2022,5,98604,60 Days,37093.32
CNG,2024,7,99324,60 Days,3849.88
PSE,2024,6,98387,90 Days +,575918.93
CNG,2021,5,98524,Total Arrearages,97.98
Avista,2024,9,99141,30 Days,13980.03
CNG,2024,7,99354,90 Days +,11994.91
Avista,2021,5,99005,Total Arrearages,74710.9
PSE,2025,1,98007,90 Days +,328042.7
PSE,2021,9,98530,30 Days,70.0
PAC,2025,4,99360,60 Days,2972.97
PAC,2022,4,98923,90 Days +,34739.59
PSE,2024,11,98270,Total Arrearages,569084.6
CNG,2023,11,98541,Total Arrearages,1274.13
Avista,2020,11,99402,60 Days,2771.75
PAC,2024,6,98923,30 Days,16541.06
PAC,2023,9,98603,30 Days,185.54
PSE,2025,8,98050,90 Days +,3758.39
PSE,2023,7,98117,30 Days,22999.23
PSE,2021,1,98922,90 Days +,123651.88
CNG,2022,4,99353,Total Arrearages,4833.2
PSE,2025,1,98402,60 Days,918.38
CNG,2023,7,98220,Total Arrearages,1688.64
Avista,2021,11,99161,90 Days +,9272.7
PAC,2021,9,99362,30 Days,250322.67
PAC,2022,4,98937,30 Days,59156.29
PSE,2020,8,98373,Total Arrearages,331505.72
PSE,2021,7,98294,60 Days,5378.0
Avista,2020,7,99004,30 Days,3282.5
CNG,2025,7,98528,30 Days,638.36
PSE,2021,11,98466,60 Days,5912.05
PSE,2023,2,98531,90 Days +,92754.7
Avista,2020,7,99022,90 Days +,45416.29
PSE,2022,8,98059,30 Days,112535.12
PSE,2023,7,98354,60 Days,10413.59
PSE,2023,12,98388,Total Arrearages,53001.07
CNG,2025,8,98229,Total Arrearages,39448.32
PSE,2022,8,98946,Total Arrearages,23058.4
PSE,2024,3,98240,Total Arrearages,194359.77
Avista,2022,11,98857,60 Days,0.0
PSE,2024,10,98058,Total Arrearages,1663037.85
Avista,2023,12,99022,30 Days,10547.32
PSE,2023,6,98052,60 Days,188068.76
PSE,2021,3,98112,60 Days,10030.86
PSE,2023,7,98036,60 Days,46822.16
PSE,2025,1,98233,60 Days,5753.25
CNG,2024,9,98908,30 Days,13637.06
PSE,2024,10,98072,Total Arrearages,355937.979999999
PSE,2025,8,98418,90 Days +,87324.8
Avista,2024,12,99034,Total Arrearages,8336.23
PAC,2022,7,98952,Total Arrearages,77251.58
PSE,2021,9,98273,Total Arrearages,485849.0
Avista,2022,7,99001,60 Days,8162.11
PSE,2023,2,98579,60 Days,74026.95
CNG,2022,1,98273,60 Days,11559.86
PAC,2025,6,98932,Total Arrearages,180017.26
PSE,2021,1,98406,Total Arrearages,145674.01
PSE,2025,1,98198,Total Arrearages,2042452.78999999
Avista,2025,11,99021,30 Days,17883.59
PSE,2024,12,98136,90 Days +,48017.98
PSE,2021,11,98102,30 Days,7777.49
Avista,2020,5,99102,60 Days,2171.98
PSE,2023,11,98946,30 Days,3624.09
PSE,2021,3,98264,Total Arrearages,347934.32
PSE,2022,3,98338,Total Arrearages,616469.92
PSE,2020,9,98208,60 Days,11140.85
Avista,2022,5,99173,30 Days,8285.18
PSE,2024,7,98031,90 Days +,1229173.25999999
NWN,2021,12,98648,Total Arrearages,0.0
PSE,2025,2,98530,60 Days,14.51
PSE,2020,10,98433,Total Arrearages,4617.37
PAC,2021,7,99347,90 Days +,67881.45
PAC,2022,3,98939,90 Days +,12564.19
PSE,2020,9,98065,90 Days +,60885.02
PSE,2022,1,98288,60 Days,737.68
PSE,2023,10,98020,30 Days,6714.34
Avista,2024,4,99019,60 Days,22678.36
CNG,2023,3,99362,60 Days,49243.39
PSE,2021,9,98271,30 Days,8530.0
PSE,2023,6,98266,Total Arrearages,377651.029999999
PSE,2021,8,98290,90 Days +,33649.0
PSE,2023,12,98366,30 Days,180423.72
PSE,2023,5,98070,60 Days,54569.56
PSE,2025,5,98055,60 Days,220843.91
PSE,2024,5,98008,90 Days +,211083.59
PSE,2023,10,98050,30 Days,459.11
PSE,2021,8,98264,30 Days,45268.0
NWN,2023,12,98665,90 Days +,5360.24
CNG,2025,9,98366,90 Days +,51672.9
CNG,2023,5,98674,90 Days +,4872.65
Avista,2024,4,99029,60 Days,5984.61
PSE,2022,8,98027,90 Days +,432757.819999999
Avista,2023,5,99326,Total Arrearages,4416.64
PSE,2023,10,98006,90 Days +,318815.359999999
Avista,2022,4,99021,Total Arrearages,82612.0
PSE,2020,9,98388,30 Days,2064.52
PSE,2022,8,98107,Total Arrearages,144172.459999999
PSE,2023,10,98201,30 Days,20002.27
CNG,2024,5,98277,90 Days +,21512.0
Avista,2022,9,99110,30 Days,1564.03
PSE,2020,7,98380,Total Arrearages,105307.01
Avista,2022,6,99171,60 Days,1141.34
PSE,2021,2,98422,Total Arrearages,97313.13
Avista,2022,6,99103,30 Days,1711.82
PSE,2022,10,98258,Total Arrearages,340231.03
Avista,2020,12,99014,60 Days,152.09
CNG,2020,4,98221,60 Days,31938.44
PSE,2024,1,98178,Total Arrearages,263717.85
CNG,2020,9,98848,90 Days +,93.05
PSE,2020,5,98043,30 Days,16549.27
PSE,2023,12,98258,90 Days +,228575.32
PSE,2020,8,98597,Total Arrearages,619441.94
Avista,2020,6,99216,90 Days +,159645.9
PSE,2023,5,98342,90 Days +,20308.87
PSE,2024,8,98274,60 Days,46136.8
CNG,2020,9,98520,30 Days,2359.73
PSE,2021,12,98934,Total Arrearages,27422.85
PAC,2023,5,98936,Total Arrearages,55085.75
PSE,2022,4,98005,Total Arrearages,430671.02
CNG,2022,6,98563,30 Days,2968.52
PSE,2025,5,98375,Total Arrearages,1189084.55999999
Avista,2024,10,99341,60 Days,2032.61
PAC,2021,2,98932,90 Days +,82389.15
CNG,2022,11,98273,30 Days,3030.51
PSE,2021,8,98235,30 Days,2054.0
Avista,2022,5,99126,90 Days +,4601.35
PSE,2020,9,98380,30 Days,9493.73
PSE,2020,11,98057,30 Days,42881.64
PSE,2024,12,98346,60 Days,15048.43
Avista,2025,7,99009,90 Days +,4367.1
Avista,2021,12,99131,90 Days +,6143.56
PSE,2025,7,98439,90 Days +,244608.38
Avista,2020,11,99149,30 Days,441.09
PSE,2022,2,98178,90 Days +,82134.72
Avista,2024,8,99001,30 Days,5061.04
CNG,2024,9,98230,60 Days,6355.42
PSE,2023,1,98433,Total Arrearages,40117.32
PSE,2024,10,98364,90 Days +,180.23
PSE,2020,10,98008,Total Arrearages,189660.76
Avista,2025,6,99008,90 Days +,7824.65
NWN,2022,12,98601,30 Days,0.0
Avista,2023,9,99036,30 Days,26.61
PAC,2024,9,99328,Total Arrearages,62925.64
NWN,2023,1,98684,90 Days +,33473.25
PSE,2025,6,98177,Total Arrearages,92489.62
Avista,2021,4,99003,Total Arrearages,33528.87
PSE,2021,12,98409,30 Days,12874.19
PSE,2021,12,98050,Total Arrearages,11022.42
NWN,2021,9,98601,30 Days,0.0
CNG,2020,8,98292,60 Days,4421.42
PSE,2020,11,98392,60 Days,6876.87
PSE,2022,8,98310,60 Days,83209.81
PSE,2021,9,98040,90 Days +,117640.0
PSE,2024,8,98253,30 Days,3630.49
PSE,2021,3,98385,Total Arrearages,15355.51
PAC,2025,8,99362,60 Days,187908.83
CNG,2025,8,98584,90 Days +,20034.06
CNG,2022,2,98802,90 Days +,917.63
Avista,2022,11,99176,60 Days,101.53
PSE,2022,8,98274,90 Days +,221790.029999999
CNG,2024,4,98311,60 Days,18851.6
PSE,2020,9,98106,Total Arrearages,53094.73
Avista,2021,2,98620,60 Days,1542.22
PSE,2024,12,98418,Total Arrearages,159739.4
PAC,2023,9,98902,90 Days +,951442.950000001
CNG,2025,7,99344,Total Arrearages,25871.15
CNG,2024,9,98383,60 Days,5599.82
Avista,2025,8,99109,Total Arrearages,33822.38
PSE,2024,1,98345,Total Arrearages,19832.25
Avista,2025,5,99114,60 Days,42322.06
PSE,2020,3,98264,Total Arrearages,288554.39
Avista,2022,6,99212,30 Days,56532.08
PSE,2020,6,98146,60 Days,14231.11
PSE,2024,4,98036,30 Days,37871.75
PSE,2025,7,98596,60 Days,821.8
PSE,2024,10,98292,90 Days +,7143.18
PSE,2023,4,98004,60 Days,113531.91
NWN,2023,11,98612,60 Days,6154.57
CNG,2025,6,99354,60 Days,6506.14
NWN,2021,9,98604,60 Days,6626.43
Avista,2025,2,99117,60 Days,2417.97
Avista,2021,11,99151,Total Arrearages,8467.43
PSE,2024,7,98004,Total Arrearages,913014.709999998
